EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6a_nivel_86448000,inp05_input_6b_nivel_D-14H_86448000,inp06_input_7a_nivel_86472000,inp07_input_7b_nivel_D-2h_86472000,inp08_input_7c_nivel_A-14h_86472000,inp09_input_16_nivel_A-1h_86472600,inp10_input_17_nivel_A-2h_86472600,inp11_input_18_nivel_A-4h_86472600,saida_8h_conv_nivel_8h_86472600,NIVEL_ATUAL_CM,RNA_CM,ERRO_CM,ERRO_ABS_CM,E2_RNA,E2_PERS,PERS_BASE_NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA
4,1,Treino,2023,9,8,2,0,202309080200,2023-09-08 02:00,555,-2,18.81607142857143,14938,-36,664,-8,2,1,0,2,626,555,513.8355466263482,-112.1644533736518,112.1644533736518,12580.8646006101,5041,555,626
4,1,Treino,2023,9,8,3,0,202309080300,2023-09-08 03:00,555,0,24.24107142857143,14939,-32,662,-4,6,2,3,4,641,555,525.3194273912751,-115.6805726087249,115.6805726087249,13381.99487908247,7396,555,641
4,1,Treino,2023,9,8,4,0,202309080400,2023-09-08 04:00,557,2,29.24107142857143,14940,-28,657,-7,1,2,4,4,656,557,535.2750196014603,-120.7249803985397,120.7249803985397,14574.52089222781,9801,557,656
4,1,Treino,2023,9,8,5,0,202309080500,2023-09-08 05:00,564,7,32.21607142857142,14946,-19,656,-6,5,5,7,10,666,564,568.2557192242618,-97.74428077573816,97.74428077573816,9553.944424366337,10404,564,666
4,1,Treino,2023,9,8,6,0,202309080600,2023-09-08 06:00,572,8,34.02857142857142,14960,-2,663,6,13,1,6,10,676,572,578.8792040733488,-97.12079592665123,97.12079592665123,9432.449001426234,10816,572,676
4,1,Treino,2023,9,8,7,0,202309080700,2023-09-08 07:00,581,9,34.42857142857142,14971,12,673,17,19,1,2,9,686,581,600.3296793981386,-85.67032060186136,85.67032060186136,7339.403832025711,11025,581,686
4,1,Treino,2023,9,8,8,0,202309080800,2023-09-08 08:00,594,13,34.65357142857142,14982,26,682,19,13,4,5,11,696,594,642.3104321399302,-53.68956786006981,53.68956786006981,2882.569697001042,10404,594,696
4,1,Treino,2023,9,8,9,0,202309080900,2023-09-08 09:00,609,15,34.72857142857143,14969,16,694,21,18,2,6,8,705.539,609,648.7680150398069,-56.77098496019312,56.77098496019312,3222.944733350473,9319.778520999998,609,705.539
4,1,Treino,2023,9,8,10,0,202309081000,2023-09-08 10:00,626,17,34.82857142857143,14962,11,714,32,26,2,4,9,712.6342,626,671.5929605009788,-41.04123949902112,41.04123949902112,1684.383339616011,7505.484609639994,626,712.6342
4,1,Treino,2023,9,8,11,0,202309081100,2023-09-08 11:00,641,15,34.95357142857143,14963,15,732,38,24,-2,0,6,717.6686,641,671.8114896060001,-45.85711039399985,45.85711039399985,2102.874573687489,5878.074225959996,641,717.6686
4,1,Treino,2023,9,8,12,0,202309081200,2023-09-08 12:00,656,15,34.97857142857143,14965,20,754,40,28,0,-2,2,720.6422,656,697.4408596063997,-23.20134039360028,23.20134039360028,538.3021960597079,4178.61402084,656,720.6422
4,1,Treino,2023,9,8,13,0,202309081300,2023-09-08 13:00,666,10,34.97857142857143,14967,23,771,39,22,-5,-5,-5,721,666,676.4140428816679,-44.58595711833209,44.58595711833209,1987.907572157748,3025,666,721
4,1,Treino,2023,9,8,14,0,202309081400,2023-09-08 14:00,676,10,34.97857142857143,14969,27,784,30,17,0,-5,-7,721,676,701.0399533249177,-19.96004667508225,19.96004667508225,398.4034632714621,2025,676,721
4,1,Treino,2023,9,8,15,0,202309081500,2023-09-08 15:00,686,10,34.97857142857143,14970,31,795,24,17,0,0,-5,717,686,715.0918567387603,-1.908143261239729,1.908143261239729,3.64101070541459,961,686,717
4,1,Treino,2023,9,8,16,0,202309081600,2023-09-08 16:00,696,10,34.97857142857143,14970,32,805,21,12,0,0,-5,712,696,724.4658948034341,12.46589480343414,12.46589480343414,155.3985332502863,256,696,712
4,1,Treino,2023,9,8,17,0,202309081700,2023-09-08 17:00,705.539,9.538999999999987,34.97857142857143,14970,31,814,19,11,-0.4610000000000127,-0.4610000000000127,-0.4610000000000127,706,705.539,732.4957089112145,26.49570891121448,26.49570891121448,702.0225907078103,0.2125210000000117,705.539,706
4,1,Treino,2023,9,8,18,0,202309081800,2023-09-08 18:00,712.6342,7.095199999999977,34.97857142857143,14968,28,825,20,16,-2.44380000000001,-2.904800000000023,-2.904800000000023,701,712.6342,724.6844938921041,23.68449389210411,23.68449389210411,560.9552509251171,135.3546096399992,712.6342,701
4,1,Treino,2023,9,8,19,0,202309081900,2023-09-08 19:00,717.6686,5.034400000000005,34.97857142857143,14971,25,837,23,13,-2.060799999999972,-4.504599999999982,-4.965599999999995,693,717.6686,723.7257975494334,30.72579754943342,30.72579754943342,944.074635048769,608.5398259599984,717.6686,693
4,1,Treino,2023,9,8,20,0,202309082000,2023-09-08 20:00,720.6422,2.973600000000033,34.97857142857143,14969,9,839,14,-5,-2.060799999999972,-4.121599999999944,-7.026399999999967,688,720.6422,705.9209111223713,17.92091112237131,17.92091112237131,321.1590554559317,1065.51322084,720.6422,688
4,1,Treino,2023,9,8,21,0,202309082100,2023-09-08 21:00,721,0.3577999999999975,35.12857142857143,14967,-4,844,7,-5,-2.615800000000036,-4.676600000000008,-9.18119999999999,681,721,688.813668228462,7.813668228462006,7.813668228462006,61.05341118447659,1600,721,681
4,1,Treino,2023,9,8,22,0,202309082200,2023-09-08 22:00,721,0,36.02857142857142,14965,-17,844,5,-9,-0.3577999999999975,-2.973600000000033,-7.095199999999977,693,721,688.6330336976232,-4.366966302376795,4.366966302376795,19.07039468609446,784,721,693
4,1,Treino,2023,9,8,23,0,202309082300,2023-09-08 23:00,717,-4,36.35357142857143,14963,-6,843,-1,-13,-4,-4.357799999999997,-9.034400000000005,688,717,669.5219177677425,-18.47808223225752,18.47808223225752,341.4395229820711,841,717,688
4,1,Treino,2023,9,9,0,0,202309090000,2023-09-09 00:00,712,-5,36.35357142857143,14962,0,840,-4,-23,-1,-5,-7.973600000000033,665,712,672.0147434618884,7.014743461888429,7.014743461888429,49.20662583610646,2209,712,665
4,1,Treino,2023,9,9,1,0,202309090100,2023-09-09 01:00,706,-6,36.32857142857143,14959,-4,835,-8,-23,-1,-2,-6.357799999999997,661,706,661.9767229437803,0.9767229437802598,0.9767229437802598,0.9539877089067765,2025,706,661
4,1,Treino,2023,9,9,2,0,202309090200,2023-09-09 02:00,701,-5,35.60357142857143,14957,-8,827,-13,-30,1,0,-5,659,701,662.456463704968,3.456463704967973,3.456463704967973,11.94714134376093,1764,701,659
4,1,Treino,2023,9,9,3,0,202309090300,2023-09-09 03:00,693,-8,35.10357142857143,14955,-12,821,-14,-23,-3,-2,-4,658,693,636.0384613412006,-21.96153865879944,21.96153865879944,482.3091802619423,1225,693,658
4,1,Treino,2023,9,9,4,0,202309090400,2023-09-09 04:00,688,-5,34.25357142857143,14953,-16,812,-15,-22,3,0,0,656,688,652.1859001598534,-3.814099840146582,3.814099840146582,14.54735759060618,1024,688,656
4,1,Treino,2023,9,9,5,0,202309090500,2023-09-09 05:00,681,-7,33.65357142857143,14950,-20,806,-15,-17,-2,1,-1,655,681,625.7811362809049,-29.21886371909511,29.21886371909511,853.7419970350526,676,681,655
4,1,Treino,2023,9,9,6,0,202309090600,2023-09-09 06:00,693,12,32.70714285714286,14946,-24,798,-14,-18,19,17,17,654,693,742.1002533245869,88.1002533245869,88.1002533245869,7761.654635856386,1521,693,654
4,1,Treino,2023,9,9,7,0,202309090700,2023-09-09 07:00,688,-5,36.65714285714285,14945,-25,794,-12,-13,-17,2,3,656,688,605.6890470520045,-50.31095294799547,50.31095294799547,2531.191986535414,1024,688,656
4,1,Treino,2023,9,9,8,0,202309090800,2023-09-09 08:00,665,-23,39.34464285714284,14944,-24,786,-12,-19,-18,-35,-18,655,665,589.9664158515209,-65.03358414847912,65.03358414847912,4229.367067197315,100,665,655
4,1,Treino,2023,9,9,9,0,202309090900,2023-09-09 09:00,661,-4,39.85714285714285,14944,-27,779,-15,-19,19,1,3,654,661,673.0009383273132,19.00093832731318,19.00093832731318,361.035657318359,49,661,654
4,1,Treino,2023,9,9,10,0,202309091000,2023-09-09 10:00,659,-2,39.90714285714285,14945,-24,776,-10,-5,2,21,-14,652,659,626.5369365700204,-25.46306342997957,25.46306342997957,648.3675992391629,49,659,652
4,1,Treino,2023,9,9,11,0,202309091100,2023-09-09 11:00,658,-1,39.13214285714285,14945,-22,774,-5,-7,1,3,4,650,658,628.5382756486947,-21.46172435130529,21.46172435130529,460.6056121314106,64,658,650
4,1,Treino,2023,9,9,12,0,202309091200,2023-09-09 12:00,656,-2,35.55714285714285,14947,-18,773,-3,-1,-1,0,21,649,656,625.3930258533642,-23.60697414663582,23.60697414663582,557.289228359932,49,656,649
4,1,Treino,2023,9,9,13,0,202309091300,2023-09-09 13:00,655,-1,32.41964285714285,14947,-16,771,-3,-1,1,0,3,647,655,623.6893196258745,-23.31068037412547,23.31068037412547,543.3878195046383,64,655,647
4,1,Treino,2023,9,9,14,0,202309091400,2023-09-09 14:00,654,-1,26.51964285714284,14947,-15,768,-5,0,0,1,1,644,654,616.2027387143357,-27.79726128566426,27.79726128566426,772.6877349834892,100,654,644
4,1,Treino,2023,9,9,15,0,202309091500,2023-09-09 15:00,656,2,21.09464285714285,14947,-12,767,-4,4,3,3,3,635,656,631.9325400597442,-3.067459940255844,3.067459940255844,9.409310485074387,441,656,635
4,1,Treino,2023,9,9,16,0,202309091600,2023-09-09 16:00,655,-1,16.11964285714286,14945,-12,766,-2,7,-3,0,1,639,655,604.1484170918561,-34.85158290814388,34.85158290814388,1214.632831203227,256,655,639
4,1,Treino,2023,9,9,17,0,202309091700,2023-09-09 17:00,654,-1,13.14464285714286,14945,-10,764,-3,4,0,-3,0,637,654,608.9325535249629,-28.06744647503706,28.06744647503706,787.7815516290702,289,654,637
4,1,Treino,2023,9,9,18,0,202309091800,2023-09-09 18:00,652,-2,11.33214285714286,14944,-9,763,-3,8,-1,-1,-1,635,652,601.4798438970429,-33.52015610295712,33.52015610295712,1123.600865166613,289,652,635
4,1,Treino,2023,9,9,19,0,202309091900,2023-09-09 19:00,650,-2,10.93214285714286,14943,-7,762,-2,5,0,-1,-4,634,650,601.299459089323,-32.70054091067698,32.70054091067698,1069.325375850859,256,650,634
4,1,Treino,2023,9,9,20,0,202309092000,2023-09-09 20:00,649,-1,10.73214285714286,14941,-5,758,-5,4,1,1,0,631,649,606.9352407723487,-24.06475922765128,24.06475922765128,579.1126366848274,324,649,631
4,1,Treino,2023,9,9,21,0,202309092100,2023-09-09 21:00,647,-2,10.80714285714286,14940,-5,756,-6,2,-1,0,-1,628,647,597.0231698546507,-30.97683014534925,30.97683014534925,959.5640058538183,361,647,628
4,1,Treino,2023,9,9,22,0,202309092200,2023-09-09 22:00,644,-3,11.95714285714286,14939,-5,753,-5,5,-1,-2,-1,625,644,592.8630564718603,-32.13694352813968,32.13694352813968,1032.783139330839,361,644,625
4,1,Treino,2023,9,9,23,0,202309092300,2023-09-09 23:00,635,-9,11.83214285714286,14937,-7,753,-3,7,-6,-7,-7,622,635,560.5788251037809,-61.4211748962191,61.4211748962191,3772.560725631935,169,635,622
4,1,Treino,2023,9,10,0,0,202309100000,2023-09-10 00:00,639,4,11.84464285714286,14936,-9,748,-5,-2,13,7,5,618,639,642.525158030783,24.52515803078302,24.52515803078302,601.4833764348808,441,639,618
4,1,Treino,2023,9,10,1,0,202309100100,2023-09-10 01:00,637,-2,11.84464285714286,14934,-11,748,-5,2,-6,7,0,605,637,573.709648457764,-31.29035154223595,31.29035154223595,979.0860996367079,1024,637,605
4,1,Treino,2023,9,10,2,0,202309100200,2023-09-10 02:00,635,-2,11.84464285714286,14932,-15,744,-4,-3,0,-6,1,580,635,584.3878348381576,4.387834838157573,4.387834838157573,19.2530945669493,3025,635,580
4,1,Treino,2023,9,10,3,0,202309100300,2023-09-10 03:00,634,-1,11.84464285714286,14930,-17,742,-6,0,1,1,8,562,634,590.6610922078922,28.66109220789224,28.66109220789224,821.4582065493012,5184,634,562
4,1,Treino,2023,9,10,4,0,202309100400,2023-09-10 04:00,631,-3,11.86964285714286,14928,-19,737,-7,-2,-2,-1,-7,550,631,570.5114292166104,20.5114292166104,20.5114292166104,420.7187285080185,6561,631,550
4,1,Treino,2023,9,10,5,0,202309100500,2023-09-10 05:00,628,-3,11.86964285714286,14926,-21,734,-8,-2,0,-2,-1,544,628,573.4593676638822,29.45936766388218,29.45936766388218,867.8543431557868,7056,628,544
4,1,Treino,2023,9,10,6,0,202309100600,2023-09-10 06:00,625,-3,11.86964285714286,14923,-22,729,-8,-4,0,0,-1,542,625,570.45859697403,28.45859697403,28.45859697403,809.8917417302696,6889,625,542
4,1,Treino,2023,9,10,7,0,202309100700,2023-09-10 07:00,622,-3,11.86964285714286,14933,-12,724,-10,-3,0,0,-2,545,622,571.3717696233153,26.37176962331534,26.37176962331534,695.4702330652179,5929,622,545
4,1,Treino,2023,9,10,8,0,202309100800,2023-09-10 08:00,618,-4,11.86964285714286,14947,3,668,-61,-55,-1,-1,-1,552,618,572.2973069113195,20.29730691131954,20.29730691131954,411.9806678522999,4356,618,552
4,1,Treino,2023,9,10,9,0,202309100900,2023-09-10 09:00,605,-13,11.71964285714286,14951,8,651,-73,-16,-9,-10,-10,562,605,533.5124962876303,-28.48750371236974,28.48750371236974,811.5378677622799,1849,605,562
4,1,Treino,2023,9,10,10,0,202309101000,2023-09-10 10:00,580,-25,10.81964285714286,14963,22,640,-28,-7,-12,-21,-22,577,580,506.165284779402,-70.83471522059801,70.83471522059801,5017.55688038322,9,580,577
4,1,Treino,2023,9,10,11,0,202309101100,2023-09-10 11:00,562,-18,10.49464285714286,14979,39,634,-17,-4,7,-5,-15,604,562,527.0207578758198,-76.97924212418025,76.97924212418025,5925.803718013166,1764,562,604
4,1,Treino,2023,9,10,12,0,202309101200,2023-09-10 12:00,550,-12,10.49464285714286,14982,43,636,-4,5,6,13,-8,618,550,531.5417861031316,-86.45821389686841,86.45821389686841,7475.022750236651,4624,550,618
4,1,Treino,2023,9,10,13,0,202309101300,2023-09-10 13:00,544,-6,10.49464285714286,14978,41,640,6,4,6,12,7,623,544,540.4682165544895,-82.53178344551054,82.53178344551054,6811.495278696648,6241,544,623
4,1,Treino,2023,9,10,14,0,202309101400,2023-09-10 14:00,542,-2,10.49464285714286,14974,38,652,16,17,4,10,23,619,542,545.7543946611133,-73.24560533888666,73.24560533888666,5364.918701459942,5929,542,619
4,1,Treino,2023,9,10,15,0,202309101500,2023-09-10 15:00,545,3,10.46964285714286,14971,37,667,27,15,5,9,21,607,545,558.4097142889411,-48.59028571105887,48.59028571105887,2361.015865482332,3844,545,607
4,1,Treino,2023,9,10,16,0,202309101600,2023-09-10 16:00,552,7,10.46964285714286,14960,28,678,26,15,4,9,19,593,552,562.1150689388941,-30.88493106110593,30.88493106110593,953.878966649266,1681,552,593
4,1,Treino,2023,9,10,17,0,202309101700,2023-09-10 17:00,562,10,10.46964285714286,14936,6,732,65,56,3,7,16,579,562,572.5058214938366,-6.494178506163394,6.494178506163394,42.1743544699146,289,562,579
4,1,Treino,2023,9,10,18,0,202309101800,2023-09-10 18:00,577,15,10.44107142857143,14936,8,745,67,18,5,8,17,568,577,593.5611272195163,25.56112721951627,25.56112721951627,653.3712247322953,81,577,568
4,1,Treino,2023,9,10,19,0,202309101900,2023-09-10 19:00,604,27,5.466071428571428,14935,9,747,15,5,12,17,24,560,604,641.2246857294151,81.22468572941511,81.22468572941511,6597.449571842251,1936,604,560
4,1,Treino,2023,9,10,20,0,202309102000,2023-09-10 20:00,618,14,2.353571428571429,14934,11,740,-5,-2,-13,-1,7,554,618,563.7238435388189,9.723843538818869,9.723843538818869,94.55313316742946,4096,618,554
4,1,Treino,2023,9,10,21,0,202309102100,2023-09-10 21:00,623,5,1.766071428571429,14933,0,722,-25,-13,-9,-22,-5,549,623,559.1499400940756,10.14994009407565,10.14994009407565,103.0212839133243,5476,623,549
4,1,Treino,2023,9,10,22,0,202309102200,2023-09-10 22:00,619,-4,1.691071428571429,14931,-16,700,-40,34,-9,-18,-19,544,619,545.2168544005596,1.216854400559555,1.216854400559555,1.480734632161154,5625,619,544
4,1,Treino,2023,9,10,23,0,202309102300,2023-09-10 23:00,607,-12,1.666071428571429,14929,-22,682,-40,-1,-8,-17,-39,540,607,526.50289501955,-13.49710498044999,13.49710498044999,182.1718428532879,4489,607,540
4,1,Treino,2023,9,11,0,0,202309110000,2023-09-11 00:00,593,-14,1.591071428571428,14927,-36,671,-29,0,-2,-10,-28,537,593,513.1014221793826,-23.89857782061745,23.89857782061745,571.1420218481081,3136,593,537
4,1,Treino,2023,9,11,1,0,202309110100,2023-09-11 01:00,579,-14,1.541071428571429,14926,-53,662,-20,-3,0,-2,-19,533,579,499.2290101460073,-33.77098985399266,33.77098985399266,1140.479755718475,2116,579,533
4,1,Treino,2023,9,11,2,0,202309110200,2023-09-11 02:00,568,-11,1.5125,14923,-59,657,-14,-7,3,3,-7,529,568,499.2979953749682,-29.7020046250318,29.7020046250318,882.2090787454107,1521,568,529
4,1,Treino,2023,9,11,3,0,202309110300,2023-09-11 03:00,560,-8,1.5125,14921,-57,650,-12,-11,3,6,4,526,560,500.5914915708772,-25.40850842912278,25.40850842912278,645.5923005928031,1156,560,526
4,1,Treino,2023,9,11,4,0,202309110400,2023-09-11 04:00,554,-6,1.4875,14920,-54,645,-12,-17,2,5,8,522,554,497.6612124224964,-24.33878757750358,24.33878757750358,592.3765807428426,1024,554,522
4,1,Treino,2023,9,11,5,0,202309110500,2023-09-11 05:00,549,-5,1.4875,14917,-54,641,-9,-19,1,3,9,519,549,492.0985986167836,-26.90140138321635,26.90140138321635,723.6853963809147,900,549,519
4,1,Treino,2023,9,11,6,0,202309110600,2023-09-11 06:00,544,-5,1.4875,14916,-44,636,-9,-16,0,1,6,517,544,486.0604407526411,-30.93955924735894,30.93955924735894,957.2563264208343,729,544,517
4,1,Treino,2023,9,11,7,0,202309110700,2023-09-11 07:00,540,-4,1.4875,14914,-22,633,-8,-57,1,1,4,513,540,488.399961531191,-24.60003846880898,24.60003846880898,605.1618926668814,729,540,513
4,1,Treino,2023,9,11,8,0,202309110800,2023-09-11 08:00,537,-3,1.4625,14912,-24,629,-7,-17,1,2,3,509,537,487.6206515531306,-21.37934844686936,21.37934844686936,457.0765400126552,784,537,509
4,1,Treino,2023,9,11,9,0,202309110900,2023-09-11 09:00,533,-4,1.3125,14910,-25,624,-9,-7,-1,0,1,507,533,477.2926544275631,-29.70734557243691,29.70734557243691,882.5263809601867,676,533,507
4,1,Treino,2023,9,11,10,0,202309111000,2023-09-11 10:00,529,-4,0.0875,14908,-26,620,-9,3,0,-1,1,504,529,475.0583630467672,-28.94163695323277,28.94163695323277,837.6183495327289,625,529,504
4,1,Treino,2023,9,11,11,0,202309111100,2023-09-11 11:00,526,-3,0.0875,14906,-27,617,-7,15,1,1,1,501,526,476.0578996819503,-24.94210031804971,24.94210031804971,622.1083682756555,625,526,501
4,1,Treino,2023,9,11,12,0,202309111200,2023-09-11 12:00,522,-4,0.05,14905,-26,616,-4,21,-1,0,-1,498,522,466.5879483233791,-31.41205167662088,31.41205167662088,986.7169905347005,576,522,498
4,1,Treino,2023,9,11,13,0,202309111300,2023-09-11 13:00,519,-3,0.05,14903,-26,610,-7,12,1,0,1,495,519,469.9450768708209,-25.05492312917909,25.05492312917909,627.7491730090732,576,519,495
4,1,Treino,2023,9,11,14,0,202309111400,2023-09-11 14:00,517,-2,0.05,14901,-26,608,-8,9,1,2,2,492,517,469.8753237106466,-22.12467628935337,22.12467628935337,489.5013009086754,625,517,492
4,1,Treino,2023,9,11,15,0,202309111500,2023-09-11 15:00,513,-4,0.07500000000000001,14900,-26,604,-6,5,-2,-1,-1,489,513,456.5192386933278,-32.48076130667221,32.48076130667221,1054.999855061014,576,513,489
4,1,Treino,2023,9,11,16,0,202309111600,2023-09-11 16:00,509,-4,0.05,14899,-24,601,-7,2,0,-2,0,486,509,457.5648776343213,-28.43512236567869,28.43512236567869,808.5561839511207,529,509,486
4,1,Treino,2023,9,11,17,0,202309111700,2023-09-11 17:00,507,-2,0.05,14896,-25,598,-6,4,2,2,1,483,507,463.059424880406,-19.94057511959397,19.94057511959397,397.6265361001702,576,507,483
4,1,Treino,2023,9,11,18,0,202309111800,2023-09-11 18:00,504,-3,0.05,14894,-26,594,-7,1,-1,1,-1,481,504,451.9388662342166,-29.06113376578344,29.06113376578344,844.5494957527583,529,504,481
4,1,Treino,2023,9,11,19,0,202309111900,2023-09-11 19:00,501,-3,0.05,14893,-24,591,-7,1,0,-1,1,478,501,452.261734449479,-25.73826555052096,25.73826555052096,662.4583135491342,529,501,478
5,1,Treino,2023,11,15,23,0,202311152300,2023-11-15 23:00,593,-11,11.33269230769231,14939,-19,684,-21,-9,-3,-13,-20,601,593,524.235010919576,-76.76498908042402,76.76498908042402,5892.863548517618,64,593,601
5,1,Treino,2023,11,16,0,0,202311160000,2023-11-16 00:00,584,-9,10.95192307692308,14948,-6,679,-13,-5,2,-1,-30,627,584,527.2592787358027,-99.7407212641973,99.7407212641973,9948.2114783023,1849,584,627
5,1,Treino,2023,11,16,1,0,202311160100,2023-11-16 01:00,577,-7,15.03333333333333,14912,-39,677,-7,36,2,4,-9,648,577,520.7874232293183,-127.2125767706817,127.2125767706817,16183.03968863659,5041,577,648
5,1,Treino,2023,11,16,2,0,202311160200,2023-11-16 02:00,573,-4,15.63269230769231,14890,-57,679,0,33,3,5,4,657,573,521.2644705550202,-135.7355294449798,135.7355294449798,18424.13395370897,7056,573,657
5,1,Treino,2023,11,16,3,0,202311160300,2023-11-16 03:00,572,-1,15.80064102564103,14884,-60,681,4,-6,3,6,10,659,572,526.6516809797486,-132.3483190202514,132.3483190202514,17516.07754748625,7569,572,659
5,1,Treino,2023,11,16,4,0,202311160400,2023-11-16 04:00,573,1,17.13397435897436,14888,-53,694,15,0,2,5,10,662,573,529.7040817213674,-132.2959182786326,132.2959182786326,17502.20999318664,7921,573,662
5,1,Treino,2023,11,16,5,0,202311160500,2023-11-16 05:00,575,2,18.34423076923077,14899,-40,710,29,9,1,3,9,668,575,534.4497573019241,-133.5502426980759,133.5502426980759,17835.66732471497,8649,575,668
5,1,Treino,2023,11,16,6,0,202311160600,2023-11-16 06:00,585,10,18.4775641025641,14911,-25,738,44,26,8,9,14,679,585,588.6981451662284,-90.30185483377159,90.30185483377159,8154.424986419556,8836,585,679
5,1,Treino,2023,11,16,7,0,202311160700,2023-11-16 07:00,601,16,18.72371794871795,14926,-9,763,53,26,6,14,17,690,601,622.1302425862077,-67.86975741379229,67.86975741379229,4606.303971407013,7921,601,690
5,1,Treino,2023,11,16,8,0,202311160800,2023-11-16 08:00,627,26,18.98525641025641,14938,4,773,35,-36,10,16,25,693,627,666.4171166077851,-26.58288339221485,26.58288339221485,706.6496894440922,4356,627,693
5,1,Treino,2023,11,16,9,0,202311160900,2023-11-16 09:00,648,21,21.44679487179487,14916,-17,776,13,1,-5,5,19,693,648,638.5327152358533,-54.46728476414671,54.46728476414671,2966.685109578648,2025,648,693
5,1,Treino,2023,11,16,10,0,202311161000,2023-11-16 10:00,657,9,22.63910256410256,14885,-48,776,3,17,-12,-17,-1,700,657,587.9209367403048,-112.0790632596952,112.0790632596952,12561.71642117076,1849,657,700
5,1,Treino,2023,11,16,11,0,202311161100,2023-11-16 11:00,659,2,23.79294871794871,14878,-56,790,14,31,-7,-19,-14,713,659,587.0163941217189,-125.9836058782811,125.9836058782811,15871.86895009406,2916,659,713
5,1,Treino,2023,11,16,12,0,202311161200,2023-11-16 12:00,662,3,26.11602564102564,14853,-82,803,27,26,1,-6,-23,731,662,592.6975023923648,-138.3024976076352,138.3024976076352,19127.58084450995,4761,662,731
5,1,Treino,2023,11,16,13,0,202311161300,2023-11-16 13:00,668,6,26.94679487179487,14888,-51,820,30,25,3,4,-15,746,668,625.4451117769468,-120.5548882230532,120.5548882230532,14533.48107447286,6084,668,746
5,1,Treino,2023,11,16,14,0,202311161400,2023-11-16 14:00,679,11,26.97628205128205,14882,-66,829,26,14,5,8,2,764,679,652.7701400329745,-111.2298599670255,111.2298599670255,12372.0817482841,7225,679,764
5,1,Treino,2023,11,16,15,0,202311161500,2023-11-16 15:00,690,11,26.97628205128205,14889,-23,820,0,-7,0,5,9,793,690,669.0565325532517,-123.9434674467483,123.9434674467483,15361.98312272315,10609,690,793
5,1,Treino,2023,11,16,16,0,202311161600,2023-11-16 16:00,693,3,27.07628205128205,14898,8,828,-1,6,-8,-8,0,817,693,641.0894351988105,-175.9105648011895,175.9105648011895,30944.52680867348,15376,693,817
5,1,Treino,2023,11,16,17,0,202311161700,2023-11-16 17:00,693,0,27.09294871794872,14910,26,843,23,13,-3,-11,-6,831,693,660.3167100906564,-170.6832899093436,170.6832899093436,29132.78545427702,19044,693,831
5,1,Treino,2023,11,16,18,0,202311161800,2023-11-16 18:00,700,7,27.07628205128205,14910,22,867,39,11,7,4,-4,841,700,719.1785891064565,-121.8214108935435,121.8214108935435,14840.45615209357,19881,700,841
5,1,Treino,2023,11,16,19,0,202311161900,2023-11-16 19:00,713,13,27.09294871794872,14901,2,890,47,7,6,13,2,856,713,734.0867608791713,-121.9132391208287,121.9132391208287,14862.83787293236,20449,713,856
5,1,Treino,2023,11,16,20,0,202311162000,2023-11-16 20:00,731,18,26.91217948717949,14905,-6,900,33,-18,5,11,15,868,731,754.9878557625735,-113.0121442374265,113.0121442374265,12771.74474514088,18769,731,868
5,1,Treino,2023,11,16,21,0,202311162100,2023-11-16 21:00,746,15,26.91474358974359,14918,-8,940,50,15,-3,2,15,876,746,745.3798853245349,-130.6201146754651,130.6201146754651,17061.61435783164,16900,746,876
5,1,Treino,2023,11,16,22,0,202311162200,2023-11-16 22:00,764,18,26.93141025641026,14918,-20,974,74,24,3,0,11,879,764,790.634146578708,-88.36585342129194,88.36585342129194,7808.524050873253,13225,764,879
5,1,Treino,2023,11,16,23,0,202311162300,2023-11-16 23:00,793,29,26.51602564102564,14902,-14,984,44,7,11,14,16,880,793,858.6623981842454,-21.33760181575462,21.33760181575462,455.293251247695,7569,793,880
5,1,Treino,2023,11,17,0,0,202311170000,2023-11-17 00:00,817,24,25.41602564102564,14905,20,994,20,10,-5,6,6,883,817,845.1820392996195,-37.81796070038047,37.81796070038047,1430.198151535521,4356,817,883
5,1,Treino,2023,11,17,1,0,202311170100,2023-11-17 01:00,831,14,22.76217948717949,14910,32,1009,25,1,-10,-15,-1,888,831,819.0880263168576,-68.91197368314238,68.91197368314238,4748.860116906108,3249,831,888
5,1,Treino,2023,11,17,2,0,202311170200,2023-11-17 02:00,841,10,21.92884615384616,14917,64,1029,35,7,-4,-14,-8,886,841,865.6558352897196,-20.34416471028044,20.34416471028044,413.88503775902,2025,841,886
5,1,Treino,2023,11,17,3,0,202311170300,2023-11-17 03:00,856,15,19.075,14920,32,1042,33,-4,5,1,-14,879,856,903.8703159363795,24.87031593637948,24.87031593637948,618.5326147753314,529,856,879
5,1,Treino,2023,11,17,4,0,202311170400,2023-11-17 04:00,868,12,18.10576923076923,14922,40,1044,15,-7,-3,2,-12,874,868,884.0700358838391,10.07003588383907,10.07003588383907,101.4056227018065,36,868,874
5,1,Treino,2023,11,17,5,0,202311170500,2023-11-17 05:00,876,8,17.0474358974359,14920,31,1044,2,9,-4,-7,-6,866,876,870.3709274562839,4.37092745628388,4.37092745628388,19.10500682809627,100,876,866
