EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6a_nivel_86448000,inp05_input_6b_nivel_D-14H_86448000,inp06_input_7a_nivel_86472000,inp07_input_7b_nivel_D-2h_86472000,inp08_input_7c_nivel_A-14h_86472000,inp09_input_10a_nivel_86430900,inp10_input_10b_nivel_D-14h_86430900,saida_8h_conv_nivel_8h_86472600,NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA,RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
5,1,Treino,2023,11,17,3,0,202311170300,2023-11-17 03:00,856,15,19.075,14920,32,1042,33,-4,29225,23,879,856,879,910.7083373242107,31.70833732421067,31.70833732421067,1005.418655865932,856,529,1,Treino
5,1,Treino,2023,11,17,4,0,202311170400,2023-11-17 04:00,868,12,18.10576923076923,14922,40,1044,15,-7,29222,16,874,868,874,888.6230133372707,14.62301333727066,14.62301333727066,213.8325190619957,868,36,1,Treino
5,1,Treino,2023,11,17,5,0,202311170500,2023-11-17 05:00,876,8,17.0474358974359,14920,31,1044,2,9,29224,11,866,876,866,878.6140585531905,12.61405855319049,12.61405855319049,159.1144731833181,876,100,1,Treino
5,1,Treino,2023,11,17,6,0,202311170600,2023-11-17 06:00,879,3,17.0474358974359,14918,20,1048,4,-4,29224,5,858,879,858,859.9141699928632,1.914169992863208,1.914169992863208,3.664046761577934,879,441,1,Treino
5,1,Treino,2023,11,17,7,0,202311170700,2023-11-17 07:00,880,1,17.21410256410257,14911,1,1060,16,-3,29222,-2,858,880,858,845.442212591974,-12.557787408026,12.557787408026,157.6980245851764,880,484,1,Treino
5,1,Treino,2023,11,17,8,0,202311170800,2023-11-17 08:00,883,3,17.5474358974359,14904,-6,1057,9,-27,29222,-4,861,883,861,836.114839745124,-24.88516025487604,24.88516025487604,619.2712009108621,883,484,1,Treino
5,1,Treino,2023,11,17,9,0,202311170900,2023-11-17 09:00,888,5,20.48076923076923,14900,-1,1049,-11,-31,29222,-5,866,888,866,838.36917301434,-27.63082698565995,27.63082698565995,763.4625999114742,888,484,1,Treino
5,1,Treino,2023,11,17,10,0,202311171000,2023-11-17 10:00,886,-2,25.9474358974359,14893,-12,1040,-17,-19,29223,-4,873,886,873,837.3786231642039,-35.62137683579613,35.62137683579613,1268.882487677793,886,169,1,Treino
5,1,Treino,2023,11,17,11,0,202311171100,2023-11-17 11:00,879,-7,31.03076923076923,14886,-32,1030,-19,-50,29227,1,881,879,881,816.5631720541521,-64.43682794584788,64.43682794584788,4152.104795722802,879,4,1,Treino
5,1,Treino,2023,11,17,12,0,202311171200,2023-11-17 12:00,874,-5,32.75576923076923,14887,-31,1023,-17,-41,29231,5,894,874,894,842.578063317966,-51.42193668203402,51.42193668203402,2644.215572131116,874,400,1,Treino
5,1,Treino,2023,11,17,13,0,202311171300,2023-11-17 13:00,866,-8,29.80576923076924,14890,-12,1014,-16,-19,29241,16,927,866,927,869.3076293393254,-57.69237066067456,57.69237066067456,3328.409632448662,866,3721,1,Treino
5,1,Treino,2023,11,17,14,0,202311171400,2023-11-17 14:00,858,-8,31.86410256410257,14897,-8,1020,-3,-4,29248,23,967,858,967,901.2708115948519,-65.72918840514808,65.72918840514808,4320.326208399452,858,11881,1,Treino
5,1,Treino,2023,11,17,15,0,202311171500,2023-11-17 15:00,858,0,35.08910256410257,14917,7,1024,10,-11,29257,31,1012,858,1012,984.1944993432612,-27.80550065673879,27.80550065673879,773.1458667719011,858,23716,1,Treino
5,1,Treino,2023,11,17,16,0,202311171600,2023-11-17 16:00,861,3,37.78910256410257,14940,23,1032,12,-12,29265,40,1071,861,1071,1035.841802836477,-35.1581971635228,35.1581971635228,1236.098827789143,861,44100,1,Treino
5,1,Treino,2023,11,17,20,0,202311172000,2023-11-17 20:00,894,13,48.52188644688646,15088,170,1108,59,38,29306,82,1433,894,1433,1421.891867151635,-11.10813284836536,11.10813284836536,123.3906153769335,894,290521,1,Treino
5,1,Treino,2023,11,17,21,0,202311172100,2023-11-17 21:00,927,33,46.06034798534799,15146,235,1153,87,33,29305,83,1511,927,1511,1508.295444026136,-2.704555973864444,2.704555973864444,7.314623015765853,927,341056,1,Treino
5,1,Treino,2023,11,17,22,0,202311172200,2023-11-17 22:00,967,40,45.21932234432235,15200,296,1213,105,63,29300,78,1566,967,1566,1538.171857802015,-27.82814219798502,27.82814219798502,774.4054981912743,967,358801,1,Treino
5,1,Treino,2023,11,17,23,0,202311172300,2023-11-17 23:00,1012,45,62.89047619047619,15240,340,1283,130,78,29294,72,1616,1012,1616,1598.826044505102,-17.17395549489811,17.17395549489811,294.9447473407409,1012,364816,1,Treino
5,1,Treino,2023,11,18,2,0,202311180200,2023-11-18 02:00,1229,87,71.71017316017316,15324,437,1599,241,124,29282,51,1747,1229,1747,1752.862828790918,5.862828790918002,5.862828790918002,34.37276143161704,1229,268324,1,Treino
5,1,Treino,2023,11,18,3,0,202311180300,2023-11-18 03:00,1326,97,72.56017316017315,15329,439,1734,252,144,29283,42,1763,1326,1763,1764.908925907936,1.908925907935782,1.908925907935782,3.643998121988449,1326,190969,1,Treino
5,1,Treino,2023,11,18,4,0,202311180400,2023-11-18 04:00,1433,107,72.99863469863469,15326,429,1796,197,56,29289,41,1794,1433,1794,1772.170706751957,-21.82929324804263,21.82929324804263,476.5180437090396,1433,130321,1,Treino
5,1,Treino,2023,11,18,5,0,202311180500,2023-11-18 05:00,1511,78,81.33581418581417,15323,406,1830,96,30,29300,43,1848,1511,1848,1801.24415043073,-46.75584956927037,46.75584956927037,2186.10946894424,1511,113569,1,Treino
5,1,Treino,2023,11,18,6,0,202311180600,2023-11-18 06:00,1566,55,88.6588911088911,15322,382,1890,94,52,29312,47,1919,1566,1919,1864.335401623285,-54.66459837671505,54.66459837671505,2988.218315687558,1566,124609,1,Treino
8,1,Treino,2024,4,28,21,0,202404282100,2024-04-28 21:00,374,-2,57.61758241758241,14700,-61,454,6,35,29071,98,415,374,415,370.8617227074327,-44.1382772925673,44.1382772925673,1948.187522355562,374,1681,1,Treino
8,1,Treino,2024,4,28,22,0,202404282200,2024-04-28 22:00,368,-6,57.38186813186814,14700,-88,455,4,33,29076,92,437,368,437,369.3300377131178,-67.6699622868822,67.6699622868822,4579.223795908058,368,4761,1,Treino
8,1,Treino,2024,4,28,23,0,202404282300,2024-04-28 23:00,358,-10,57.23901098901099,14700,-115,455,1,45,29078,84,438,358,438,361.1076027734064,-76.89239722659363,76.89239722659363,5912.440751252264,358,6400,1,Treino
8,1,Treino,2024,4,29,0,0,202404290000,2024-04-29 00:00,351,-7,57.2401098901099,14700,-130,455,0,33,29081,79,465,351,465,382.6949443393718,-82.30505566062823,82.30505566062823,6774.122187299111,351,12996,1,Treino
8,1,Treino,2024,4,29,1,0,202404290100,2024-04-29 01:00,347,-4,57.21153846153847,14700,-141,454,-1,15,29088,83,507,347,507,407.544711026307,-99.45528897369297,99.45528897369297,9891.354504840776,347,25600,1,Treino
8,1,Treino,2024,4,29,2,0,202404290200,2024-04-29 02:00,345,-2,57.65439560439561,14700,-148,454,-1,5,29101,93,516,345,516,427.4609926154541,-88.53900738454593,88.53900738454593,7839.155828640678,345,29241,1,Treino
8,1,Treino,2024,4,29,3,0,202404290300,2024-04-29 03:00,349,4,58.96868131868133,14700,-132,454,0,0,29115,100,527,349,527,449.425838207236,-77.57416179276402,77.57416179276402,6017.750577849929,349,31684,1,Treino
8,1,Treino,2024,4,29,4,0,202404290400,2024-04-29 04:00,370,21,59.95439560439561,14708,-109,453,-1,-40,29124,101,534,370,534,517.5857112577634,-16.41428874223664,16.41428874223664,269.4288749135164,370,26896,1,Treino
8,1,Treino,2024,4,29,5,0,202404290500,2024-04-29 05:00,415,45,59.139010989011,14718,-78,447,-7,-41,29129,98,534,415,534,583.482292422304,49.482292422304,49.482292422304,2448.497263366404,415,14161,1,Treino
8,1,Treino,2024,4,29,6,0,202404290600,2024-04-29 06:00,437,22,59.15329670329671,14731,-42,444,-9,-52,29132,94,540,437,540,569.5583859066567,29.55838590665667,29.55838590665667,873.6981774068395,437,10609,1,Treino
8,1,Treino,2024,4,29,7,0,202404290700,2024-04-29 07:00,438,1,60.82472527472528,14734,-12,441,-6,-33,29134,91,561,438,561,486.3891063656198,-74.6108936343802,74.6108936343802,5566.785448920797,438,15129,1,Treino
8,1,Treino,2024,4,29,8,0,202404290800,2024-04-29 08:00,465,27,62.89395604395606,14737,8,423,-21,-26,29137,87,593,465,593,624.9353461646524,31.9353461646524,31.9353461646524,1019.866334656179,465,16384,1,Treino
8,1,Treino,2024,4,29,9,0,202404290900,2024-04-29 09:00,507,42,37.42967032967033,14738,27,413,-28,-13,29140,81,633,507,633,685.8056634703279,52.80566347032789,52.80566347032789,2788.438094541521,507,15876,1,Treino
8,1,Treino,2024,4,29,10,0,202404291000,2024-04-29 10:00,516,9,28.55824175824177,14738,38,411,-12,-5,29141,75,679,516,679,598.424507225481,-80.57549277451903,80.57549277451903,6492.410035856569,516,26569,1,Treino
8,1,Treino,2024,4,29,11,0,202404291100,2024-04-29 11:00,527,11,26.77967032967033,14740,40,409,-4,-5,29141,70,736,527,736,624.6179246132631,-111.3820753867369,111.3820753867369,12405.96671745675,527,43681,1,Treino
8,1,Treino,2024,4,29,12,0,202404291200,2024-04-29 12:00,534,7,25.87967032967033,14760,60,408,-3,-2,29141,65,795,534,795,618.008151606362,-176.991848393638,176.991848393638,31326.11439779652,534,68121,1,Treino
8,1,Treino,2024,4,29,13,0,202404291300,2024-04-29 13:00,534,0,25.76538461538462,14759,59,426,17,18,29141,63,793,534,793,574.9018195324113,-218.0981804675887,218.0981804675887,47566.81632327288,534,67081,1,Treino
8,1,Treino,2024,4,29,14,0,202404291400,2024-04-29 14:00,540,6,27.24395604395604,14753,53,445,37,19,29141,60,809,540,809,614.7792995110859,-194.2207004889141,194.2207004889141,37721.68049840447,540,72361,1,Treino
8,1,Treino,2024,4,29,15,0,202404291500,2024-04-29 15:00,561,21,31.07967032967033,14747,47,453,27,9,29140,52,842,561,842,727.3597786662051,-114.6402213337949,114.6402213337949,13142.38034746148,561,78961,1,Treino
8,1,Treino,2024,4,29,16,0,202404291600,2024-04-29 16:00,593,32,32.04395604395604,14739,39,456,11,3,29141,40,875,593,875,802.6333559119212,-72.36664408807883,72.36664408807883,5236.931176570674,593,79524,1,Treino
8,1,Treino,2024,4,29,17,0,202404291700,2024-04-29 17:00,633,40,34.01538461538462,14731,31,462,9,6,29142,27,927,633,927,871.2620159435841,-55.73798405641594,55.73798405641594,3106.722866673278,633,86436,1,Treino
8,1,Treino,2024,4,29,18,0,202404291800,2024-04-29 18:00,679,46,41.42252747252748,14738,30,481,25,20,29141,17,1030,679,1030,946.3257373808345,-83.67426261916546,83.67426261916546,7001.38222486107,679,123201,1,Treino
8,1,Treino,2024,4,29,19,0,202404291900,2024-04-29 19:00,736,57,53.75109890109891,14743,25,493,31,18,29141,12,1136,736,1136,1031.017247500823,-104.9827524991774,104.9827524991774,11021.37832230354,736,160000,1,Treino
8,1,Treino,2024,4,29,20,0,202404292000,2024-04-29 20:00,795,59,60.35109890109891,14770,39,511,30,21,29141,9,1180,795,1180,1103.010573752803,-76.98942624719666,76.98942624719666,5927.371753872534,795,148225,1,Treino
8,1,Treino,2024,4,29,21,0,202404292100,2024-04-29 21:00,793,-2,62.08681318681319,14833,99,545,52,37,29141,7,1211,793,1211,1081.983012845237,-129.0169871547628,129.0169871547628,16645.38297449222,793,174724,1,Treino
8,1,Treino,2024,4,29,22,0,202404292200,2024-04-29 22:00,809,16,69.00824175824177,14894,157,565,54,38,29140,3,1245,809,1245,1208.31562101864,-36.68437898136017,36.68437898136017,1345.74366124806,809,190096,1,Treino
8,1,Treino,2024,4,29,23,0,202404292300,2024-04-29 23:00,842,33,70.17967032967034,14906,168,570,25,15,29140,0,1271,842,1271,1211.943513238277,-59.05648676172291,59.05648676172291,3487.668628637553,842,184041,1,Treino
8,1,Treino,2024,4,30,0,0,202404300000,2024-04-30 00:00,875,33,71.97967032967034,14901,163,582,17,14,29141,0,1284,875,1284,1238.775706651181,-45.22429334881872,45.22429334881872,2045.236708900009,875,167281,1,Treino
8,1,Treino,2024,4,30,1,0,202404300100,2024-04-30 01:00,927,52,70.1510989010989,14891,151,621,51,41,29142,1,1285,927,1285,1296.799272861832,11.79927286183215,11.79927286183215,139.2228400679687,927,128164,1,Treino
8,1,Treino,2024,4,30,2,0,202404300200,2024-04-30 02:00,1030,103,71.80824175824176,14880,120,663,81,43,29141,0,1280,1030,1280,1343.556722552294,63.55672255229365,63.55672255229365,4039.456981589232,1030,62500,1,Treino
12,1,Treino,2024,10,6,0,0,202410060000,2024-10-06 00:00,320,-5,2.07948717948718,14860,-15,512,8,6,29121,-9,316,320,316,302.6484139103205,-13.35158608967947,13.35158608967947,178.2648511101224,320,16,1,Treino
12,1,Treino,2024,10,6,1,0,202410060100,2024-10-06 01:00,308,-12,2.187179487179487,14860,-15,511,1,0,29123,-7,323,308,323,292.2977202702875,-30.70227972971253,30.70227972971253,942.6299806015169,308,225,1,Treino
12,1,Treino,2024,10,6,2,0,202410060200,2024-10-06 02:00,299,-9,2.187179487179487,14859,-15,515,3,2,29123,-6,331,299,331,286.699295916108,-44.30070408389201,44.30070408389201,1962.552382328567,299,1024,1,Treino
12,1,Treino,2024,10,6,3,0,202410060300,2024-10-06 03:00,294,-5,2.27948717948718,14858,-15,523,12,9,29123,-6,335,294,335,285.043186266944,-49.95681373305604,49.95681373305604,2495.683238359256,294,1681,1,Treino
12,1,Treino,2024,10,6,4,0,202410060400,2024-10-06 04:00,294,0,2.510256410256411,14857,-14,522,7,-1,29122,-6,337,294,337,286.7485864799809,-50.25141352001907,50.25141352001907,2525.204560759955,294,1849,1,Treino
12,1,Treino,2024,10,6,5,0,202410060500,2024-10-06 05:00,300,6,2.617948717948718,14857,-13,515,-8,-6,29121,-7,337,300,337,300.1885102633763,-36.81148973662368,36.81148973662368,1355.085776629551,300,1369,1,Treino
12,1,Treino,2024,10,6,6,0,202410060600,2024-10-06 06:00,307,7,3.033333333333334,14857,-13,510,-12,-5,29121,-6,337,307,337,308.1615665365254,-28.83843346347464,28.83843346347464,831.6552446272541,307,900,1,Treino
12,1,Treino,2024,10,6,7,0,202410060700,2024-10-06 07:00,312,5,3.048717948717949,14857,-13,508,-7,-1,29121,-6,336,312,336,308.8424971031649,-27.15750289683513,27.15750289683513,737.5299635916083,312,576,1,Treino
12,1,Treino,2024,10,6,8,0,202410060800,2024-10-06 08:00,316,4,3.048717948717949,14846,-24,508,-2,14,29121,-5,336,316,336,312.3942702405878,-23.60572975941216,23.60572975941216,557.2304774743967,316,400,1,Treino
12,1,Treino,2024,10,6,9,0,202410060900,2024-10-06 09:00,323,7,3.033333333333333,14841,-26,507,-1,18,29120,-5,335,323,335,321.6205182491377,-13.37948175086228,13.37948175086228,179.0105319216568,323,144,1,Treino
12,1,Treino,2024,10,6,10,0,202410061000,2024-10-06 10:00,331,8,2.864102564102564,14841,-23,507,-1,11,29120,-5,334,331,334,326.0998684786234,-7.900131521376579,7.900131521376579,62.41207805504782,331,9,1,Treino
12,1,Treino,2024,10,6,11,0,202410061100,2024-10-06 11:00,335,4,2.802564102564102,14836,-27,506,-1,-1,29119,-5,333,335,333,319.0049549341687,-13.99504506583128,13.99504506583128,195.8612863946484,335,4,1,Treino
12,1,Treino,2024,10,6,12,0,202410061200,2024-10-06 12:00,337,2,2.802564102564102,14836,-25,506,-1,-8,29119,-5,332,337,332,315.1659701575589,-16.83402984244105,16.83402984244105,283.384560736196,337,25,1,Treino
12,1,Treino,2024,10,6,13,0,202410061300,2024-10-06 13:00,337,0,2.648717948717949,14842,-19,501,-5,-11,29119,-3,332,337,332,313.3925247017346,-18.6074752982654,18.6074752982654,346.238136975557,337,25,1,Treino
12,1,Treino,2024,10,6,14,0,202410061400,2024-10-06 14:00,337,0,2.417948717948718,14839,-21,491,-15,-12,29118,-3,332,337,332,316.2326193615158,-15.76738063848416,15.76738063848416,248.610292198845,337,25,1,Treino
12,1,Treino,2024,10,6,15,0,202410061500,2024-10-06 15:00,336,-1,2.341025641025641,14839,-21,480,-21,-10,29119,-4,331,336,331,318.4607290539661,-12.53927094603387,12.53927094603387,157.2333158580491,336,25,1,Treino
12,1,Treino,2024,10,6,16,0,202410061600,2024-10-06 16:00,336,0,2.223076923076923,14842,-17,470,-21,-14,29117,-6,331,336,331,320.3827692285532,-10.61723077144677,10.61723077144677,112.7255892541562,336,25,1,Treino
12,1,Treino,2024,10,6,17,0,202410061700,2024-10-06 17:00,335,-1,2.161538461538461,14850,-8,463,-17,-15,29117,-6,330,335,330,319.3781802984181,-10.6218197015819,10.6218197015819,112.8230537729134,335,25,1,Treino
12,1,Treino,2024,10,6,18,0,202410061800,2024-10-06 18:00,334,-1,2.053846153846154,14858,1,461,-9,-1,29118,-4,330,334,330,322.671382130486,-7.328617869514005,7.328617869514005,53.70863987736,334,16,1,Treino
12,1,Treino,2024,10,6,19,0,202410061900,2024-10-06 19:00,333,-1,1.9,14858,1,461,-2,7,29117,-4,330,333,330,322.9813898511009,-7.018610148899143,7.018610148899143,49.26088842223005,333,9,1,Treino
12,1,Treino,2024,10,6,20,0,202410062000,2024-10-06 20:00,332,-1,1.702797202797202,14858,1,461,0,5,29117,-4,330,332,330,321.321696257305,-8.678303742694993,8.678303742694993,75.31295585047393,332,4,1,Treino
12,1,Treino,2024,10,7,0,0,202410070000,2024-10-07 00:00,331,0,1.46074592074592,14852,11,455,-3,-1,29116,-4,335,331,335,318.6457870858823,-16.35421291411774,16.35421291411774,267.4602800402954,331,16,1,Treino
12,1,Treino,2024,10,7,2,0,202410070200,2024-10-07 02:00,330,0,1.383822843822843,14849,13,480,25,15,29114,-5,337,330,337,313.864701153401,-23.13529884659897,23.13529884659897,535.2420527214437,330,49,1,Treino
12,1,Treino,2024,10,7,3,0,202410070300,2024-10-07 03:00,330,0,1.383822843822843,14848,6,495,30,20,29115,-4,337,330,337,312.202808820451,-24.79719117954903,24.79719117954903,614.9006903951043,330,49,1,Treino
12,1,Treino,2024,10,7,4,0,202410070400,2024-10-07 04:00,330,0,1.537668997668997,14847,8,500,20,15,29115,-3,337,330,337,309.7158015429202,-27.28419845707981,27.28419845707981,744.4274854453163,330,49,1,Treino
12,1,Treino,2024,10,7,5,0,202410070500,2024-10-07 05:00,330,0,1.62997668997669,14846,7,502,7,13,29115,-4,337,330,337,309.8442385758299,-27.15576142417012,27.15576142417012,737.4353785264461,330,49,1,Treino
12,1,Treino,2024,10,7,6,0,202410070600,2024-10-07 06:00,330,0,1.645361305361305,14845,3,502,2,10,29115,-2,338,330,338,309.4586816588753,-28.54131834112468,28.54131834112468,814.60685264942,330,64,1,Treino
12,1,Treino,2024,10,7,7,0,202410070700,2024-10-07 07:00,333,3,1.629976689976689,14845,-5,500,-2,5,29115,-2,338,333,338,315.7022785706567,-22.29772142934326,22.29772142934326,497.1883809405934,333,25,1,Treino
12,1,Treino,2024,10,7,8,0,202410070800,2024-10-07 08:00,335,2,1.645361305361305,14843,-15,492,-10,-6,29114,-4,338,335,338,316.7475046544714,-21.25249534552859,21.25249534552859,451.6685584117142,335,9,1,Treino
12,1,Treino,2024,10,7,9,0,202410070900,2024-10-07 09:00,336,1,1.62997668997669,14843,-15,482,-18,-10,29114,-3,339,336,339,318.4448334928012,-20.55516650719881,20.55516650719881,422.5148701386676,336,9,1,Treino
12,1,Treino,2024,10,7,10,0,202410071000,2024-10-07 10:00,337,1,1.62997668997669,14842,-16,478,-14,-4,29113,-4,339,337,339,320.5971476840831,-18.4028523159169,18.4028523159169,338.6649733614481,337,4,1,Treino
12,1,Treino,2024,10,7,13,0,202410071300,2024-10-07 13:00,337,0,1.506899766899767,14841,-13,472,-4,0,29113,-3,341,337,341,319.011005620276,-21.98899437972398,21.98899437972398,483.5158738315326,337,16,1,Treino
12,1,Treino,2024,10,7,14,0,202410071400,2024-10-07 14:00,338,1,1.614592074592074,14840,-12,472,-2,1,29113,-3,339,338,339,320.5615670414071,-18.4384329585929,18.4384329585929,339.9758099685249,338,1,1,Treino
12,1,Treino,2024,10,7,15,0,202410071500,2024-10-07 15:00,338,0,1.86074592074592,14840,-11,472,0,-10,29114,-1,338,338,338,316.2287546493671,-21.77124535063285,21.77124535063285,473.9871241174526,338,0,1,Treino
12,1,Treino,2024,10,7,16,0,202410071600,2024-10-07 16:00,338,0,1.72997668997669,14839,-10,472,0,-15,29113,-1,339,338,339,314.4334968969245,-24.56650310307555,24.56650310307555,603.5130747134205,338,1,1,Treino
12,1,Treino,2024,10,7,17,0,202410071700,2024-10-07 17:00,339,1,1.806899766899767,14838,-10,472,0,-15,29112,-3,348,339,348,316.018320062896,-31.98167993710399,31.98167993710399,1022.82785159936,339,81,1,Treino
12,1,Treino,2024,10,7,18,0,202410071800,2024-10-07 18:00,339,0,2.245361305361306,14838,-9,465,-7,-12,29112,-3,359,339,359,317.8608876220248,-41.13911237797515,41.13911237797515,1692.426567247668,339,400,1,Treino
12,1,Treino,2024,10,7,19,0,202410071900,2024-10-07 19:00,341,2,3.399207459207459,14838,-8,456,-16,-11,29110,-5,366,341,366,325.5970860815701,-40.40291391842993,40.40291391842993,1632.395453100059,341,625,1,Treino
12,1,Treino,2024,10,7,20,0,202410072000,2024-10-07 20:00,342,1,3.553053613053613,14838,-7,443,-22,-13,29108,-7,369,342,369,327.8201270815179,-41.17987291848215,41.17987291848215,1695.781933582339,342,729,1,Treino
12,1,Treino,2024,10,7,21,0,202410072100,2024-10-07 21:00,341,-1,4.860745920745921,14838,-7,434,-22,-7,29106,-9,370,341,370,328.3722271396285,-41.62777286037146,41.62777286037146,1732.871473314679,341,841,1,Treino
12,1,Treino,2024,10,7,22,0,202410072200,2024-10-07 22:00,339,-2,7.42997668997669,14837,-6,430,-13,4,29106,-8,370,339,370,328.7435160424685,-41.25648395753149,41.25648395753149,1702.097468538053,339,961,1,Treino
12,1,Treino,2024,10,7,23,0,202410072300,2024-10-07 23:00,338,-1,8.937668997668998,14837,-6,436,2,16,29104,-10,369,338,369,329.9024319329379,-39.09756806706207,39.09756806706207,1528.619828758552,338,961,1,Treino
12,1,Treino,2024,10,8,0,0,202410080000,2024-10-08 00:00,339,1,9.537668997668998,14836,-6,446,16,14,29102,-11,365,339,365,328.9852489395404,-36.01475106045962,36.01475106045962,1297.062293946877,339,676,1,Treino
12,1,Treino,2024,10,8,1,0,202410080100,2024-10-08 01:00,348,9,11.06074592074592,14836,-6,458,22,14,29099,-14,360,348,360,344.5558517124604,-15.44414828753963,15.44414828753963,238.5217163275134,348,144,1,Treino
12,1,Treino,2024,10,8,2,0,202410080200,2024-10-08 02:00,359,11,11.76843822843823,14836,-6,472,26,16,29097,-16,357,359,357,353.4570607526243,-3.542939247375671,3.542939247375671,12.55241851059488,359,4,1,Treino
12,1,Treino,2024,10,8,3,0,202410080300,2024-10-08 03:00,366,7,12.12228438228438,14835,-6,477,19,7,29093,-20,357,366,357,350.2235360030061,-6.776463996993925,6.776463996993925,45.92046430255488,366,81,1,Treino
12,1,Treino,2024,10,8,4,0,202410080400,2024-10-08 04:00,369,3,13.10689976689977,14835,-5,478,6,1,29090,-23,359,369,359,346.2346101711432,-12.76538982885677,12.76538982885677,162.9551774826799,369,100,1,Treino
12,1,Treino,2024,10,8,5,0,202410080500,2024-10-08 05:00,370,1,14.78382284382284,14835,-5,477,0,-1,29089,-25,362,370,362,345.4386193069322,-16.5613806930678,16.5613806930678,274.279330460719,370,64,1,Treino
12,1,Treino,2024,10,8,6,0,202410080600,2024-10-08 06:00,370,0,15.64536130536131,14835,-4,469,-9,-8,29090,-23,368,370,368,344.7753720440663,-23.22462795593367,23.22462795593367,539.3833436915357,370,4,1,Treino
12,1,Treino,2024,10,8,7,0,202410080700,2024-10-08 07:00,369,-1,16.70689976689977,14835,-3,461,-16,-8,29095,-17,375,369,375,345.501819244355,-29.49818075564497,29.49818075564497,870.142667892703,369,36,1,Treino
12,1,Treino,2024,10,8,8,0,202410080800,2024-10-08 08:00,365,-4,17.38102564102564,14836,-2,457,-12,3,29100,-12,384,365,384,342.0621659523,-41.93783404769999,41.93783404769999,1758.781924612425,365,361,1,Treino
12,1,Treino,2024,10,8,9,0,202410080900,2024-10-08 09:00,360,-5,17.92564102564103,14836,-2,461,0,13,29105,-5,402,360,402,337.175155610781,-64.82484438921904,64.82484438921904,4202.260450086463,360,1764,1,Treino
12,1,Treino,2024,10,8,10,0,202410081000,2024-10-08 10:00,357,-3,18.26153846153846,14837,-1,473,16,25,29108,0,410,357,410,336.5849074450782,-73.41509255492178,73.41509255492178,5389.775814847732,357,2809,1,Treino
12,1,Treino,2024,10,8,11,0,202410081100,2024-10-08 11:00,357,0,18.98461538461539,14837,-1,479,18,15,29110,4,410,357,410,337.5485496961278,-72.4514503038722,72.4514503038722,5249.212651134464,357,2809,1,Treino
12,1,Treino,2024,10,8,12,0,202410081200,2024-10-08 12:00,359,2,19.8923076923077,14837,0,482,9,7,29111,5,409,359,409,341.1654034690251,-67.83459653097486,67.83459653097486,4601.532486520147,359,2500,1,Treino
12,1,Treino,2024,10,8,13,0,202410081300,2024-10-08 13:00,362,3,19.92307692307693,14838,1,482,3,-6,29112,8,417,362,417,342.8315215524036,-74.16847844759639,74.16847844759639,5500.963195231569,362,3025,1,Treino
12,1,Treino,2024,10,8,14,0,202410081400,2024-10-08 14:00,368,6,20.13846153846154,14837,1,482,0,-10,29112,10,458,368,458,352.3377250605685,-105.6622749394315,105.6622749394315,11164.51634537602,368,8100,1,Treino
12,1,Treino,2024,10,8,15,0,202410081500,2024-10-08 15:00,375,7,20.29230769230769,14837,1,481,-1,-13,29116,17,491,375,491,361.165078612824,-129.834921387176,129.834921387176,16857.10681161417,375,13456,1,Treino
12,1,Treino,2024,10,8,16,0,202410081600,2024-10-08 16:00,384,9,20.23076923076923,14839,3,475,-7,-20,29126,29,491,384,491,378.8344762432181,-112.1655237567819,112.1655237567819,12581.10471963321,384,11449,1,Treino
12,1,Treino,2024,10,8,17,0,202410081700,2024-10-08 17:00,402,18,20.32307692307692,14839,4,465,-16,-15,29120,27,479,402,479,415.0664975438077,-63.93350245619229,63.93350245619229,4087.492736315945,402,5929,1,Treino
12,1,Treino,2024,10,8,18,0,202410081800,2024-10-08 18:00,410,8,20.27692307692308,14830,-5,459,-16,-7,29116,26,492,410,492,405.1125490824904,-86.88745091750957,86.88745091750957,7549.429126942634,410,6724,1,Treino
12,1,Treino,2024,10,8,19,0,202410081900,2024-10-08 19:00,410,0,20.26153846153846,14828,-7,450,-15,-8,29114,25,520,410,520,386.5182807375171,-133.4817192624829,133.4817192624829,17817.3693772683,410,12100,1,Treino
12,1,Treino,2024,10,8,20,0,202410082000,2024-10-08 20:00,409,-1,20.26153846153846,14833,-2,437,-22,-5,29114,24,538,409,538,388.4702309830619,-149.5297690169381,149.5297690169381,22359.15182225885,409,16641,1,Treino
12,1,Treino,2024,10,8,21,0,202410082100,2024-10-08 21:00,417,8,20.29230769230769,14840,5,429,-21,0,29114,19,580,417,580,420.0865748558068,-159.9134251441932,159.9134251441932,25572.30354134748,417,26569,1,Treino
12,1,Treino,2024,10,8,22,0,202410082200,2024-10-08 22:00,458,41,20.32307692307692,14843,7,428,-9,3,29114,14,617,458,617,491.2179440057047,-125.7820559942953,125.7820559942953,15821.12561015204,458,25281,1,Treino
