EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6a_nivel_86448000,inp05_input_6b_nivel_D-14H_86448000,inp06_input_7a_nivel_86472000,inp07_input_7b_nivel_D-2h_86472000,inp08_input_7c_nivel_A-14h_86472000,inp09_input_10a_nivel_86430900,inp10_input_10b_nivel_D-14h_86430900,saida_8h_conv_nivel_8h_86472600,NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA,RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
4,1,Treino,2023,9,8,3,0,202309080300,2023-09-08 03:00,555,0,24.24107142857143,14939,-32,662,-4,6,29152,-7,641,555,641,529.9267588424284,-111.0732411575716,111.0732411575716,12337.26490124806,555,7396,1,Treino
4,1,Treino,2023,9,8,4,0,202309080400,2023-09-08 04:00,557,2,29.24107142857143,14940,-28,657,-7,1,29154,-5,656,557,656,540.0820181228966,-115.9179818771034,115.9179818771034,13436.97852246048,557,9801,1,Treino
4,1,Treino,2023,9,8,5,0,202309080500,2023-09-08 05:00,564,7,32.21607142857142,14946,-19,656,-6,5,29159,1,666,564,666,559.548526138754,-106.451473861246,106.451473861246,11331.91628723153,564,10404,1,Treino
4,1,Treino,2023,9,8,6,0,202309080600,2023-09-08 06:00,572,8,34.02857142857142,14960,-2,663,6,13,29164,7,676,572,676,576.6502119646143,-99.3497880353857,99.3497880353857,9870.380382676067,572,10816,1,Treino
4,1,Treino,2023,9,8,7,0,202309080700,2023-09-08 07:00,581,9,34.42857142857142,14971,12,673,17,19,29169,13,686,581,686,596.8038373398064,-89.19616266019364,89.19616266019364,7955.955433303721,581,11025,1,Treino
4,1,Treino,2023,9,8,8,0,202309080800,2023-09-08 08:00,594,13,34.65357142857142,14982,26,682,19,13,29173,18,696,594,696,622.0384942025277,-73.96150579747234,73.96150579747234,5470.304339829535,594,10404,1,Treino
4,1,Treino,2023,9,8,9,0,202309080900,2023-09-08 09:00,609,15,34.72857142857143,14969,16,694,21,18,29174,20,705.539,609,705.539,635.8036740877121,-69.73532591228786,69.73532591228786,4863.015680093007,609,9319.778520999998,1,Treino
4,1,Treino,2023,9,8,10,0,202309081000,2023-09-08 10:00,626,17,34.82857142857143,14962,11,714,32,26,29176,23,712.6342,626,712.6342,657.562690777906,-55.07150922209394,55.07150922209394,3032.871127999178,626,7505.484609639994,1,Treino
4,1,Treino,2023,9,8,11,0,202309081100,2023-09-08 11:00,641,15,34.95357142857143,14963,15,732,38,24,29178,26,717.6686,641,717.6686,678.5845187773077,-39.08408122269225,39.08408122269225,1527.565405022005,641,5878.074225959996,1,Treino
4,1,Treino,2023,9,8,12,0,202309081200,2023-09-08 12:00,656,15,34.97857142857143,14965,20,754,40,28,29179,27,720.6422,656,720.6422,691.5356442433537,-29.10655575664634,29.10655575664634,847.1915880147624,656,4178.61402084,1,Treino
4,1,Treino,2023,9,8,13,0,202309081300,2023-09-08 13:00,666,10,34.97857142857143,14967,23,771,39,22,29180,29,721,666,721,695.4533699313262,-25.54663006867384,25.54663006867384,652.6303078656701,666,3025,1,Treino
4,1,Treino,2023,9,8,14,0,202309081400,2023-09-08 14:00,676,10,34.97857142857143,14969,27,784,30,17,29180,29,721,676,721,697.5118951608687,-23.48810483913132,23.48810483913132,551.6910689340243,676,2025,1,Treino
4,1,Treino,2023,9,8,15,0,202309081500,2023-09-08 15:00,686,10,34.97857142857143,14970,31,795,24,17,29180,29,717,686,717,701.5531198050985,-15.4468801949015,15.4468801949015,238.6061077556401,686,961,1,Treino
4,1,Treino,2023,9,8,16,0,202309081600,2023-09-08 16:00,696,10,34.97857142857143,14970,32,805,21,12,29180,29,712,696,712,708.0168129041346,-3.983187095865446,3.983187095865446,15.86577944066901,696,256,1,Treino
4,1,Treino,2023,9,8,17,0,202309081700,2023-09-08 17:00,705.539,9.538999999999987,34.97857142857143,14970,31,814,19,11,29179,27,706,705.539,706,710.6563439869703,4.656343986970342,4.656343986970342,21.68153932499485,705.539,0.2125210000000117,1,Treino
4,1,Treino,2023,9,8,18,0,202309081800,2023-09-08 18:00,712.6342,7.095199999999977,34.97857142857143,14968,28,825,20,16,29180,26,701,712.6342,701,712.4657965459904,11.46579654599043,11.46579654599043,131.464490434046,712.6342,135.3546096399992,1,Treino
4,1,Treino,2023,9,8,19,0,202309081900,2023-09-08 19:00,717.6686,5.034400000000005,34.97857142857143,14971,25,837,23,13,29179,20,693,717.6686,693,708.5221499855725,15.52214998557247,15.52214998557247,240.9371401746074,717.6686,608.5398259599984,1,Treino
4,1,Treino,2023,9,8,20,0,202309082000,2023-09-08 20:00,720.6422,2.973600000000033,34.97857142857143,14969,9,839,14,-5,29179,15,688,720.6422,688,696.1145581204718,8.11455812047177,8.11455812047177,65.84605349051435,720.6422,1065.51322084,1,Treino
4,1,Treino,2023,9,8,21,0,202309082100,2023-09-08 21:00,721,0.3577999999999975,35.12857142857143,14967,-4,844,7,-5,29179,10,681,721,681,681.9472581391606,0.9472581391605672,0.9472581391605672,0.8972979822059406,721,1600,1,Treino
4,1,Treino,2023,9,8,22,0,202309082200,2023-09-08 22:00,721,0,36.02857142857142,14965,-17,844,5,-9,29178,5,693,721,693,677.386444014698,-15.61355598530201,15.61355598530201,243.7831305061603,721,784,1,Treino
4,1,Treino,2023,9,8,23,0,202309082300,2023-09-08 23:00,717,-4,36.35357142857143,14963,-6,843,-1,-13,29178,4,688,717,688,663.0320622712311,-24.9679377287689,24.9679377287689,623.3979144276816,717,841,1,Treino
4,1,Treino,2023,9,9,0,0,202309090000,2023-09-09 00:00,712,-5,36.35357142857143,14962,0,840,-4,-23,29177,1,665,712,665,651.8070225790049,-13.19297742099513,13.19297742099513,174.0546532308874,712,2209,1,Treino
4,1,Treino,2023,9,9,1,0,202309090100,2023-09-09 01:00,706,-6,36.32857142857143,14959,-4,835,-8,-23,29176,-2,661,706,661,641.0083635262229,-19.99163647377713,19.99163647377713,399.6655288996562,706,2025,1,Treino
4,1,Treino,2023,9,9,2,0,202309090200,2023-09-09 02:00,701,-5,35.60357142857143,14957,-8,827,-13,-30,29176,-3,659,701,659,635.5643291106062,-23.4356708893938,23.4356708893938,549.2306700359802,701,1764,1,Treino
4,1,Treino,2023,9,9,3,0,202309090300,2023-09-09 03:00,693,-8,35.10357142857143,14955,-12,821,-14,-23,29176,-4,658,693,658,623.8133409001805,-34.18665909981951,34.18665909981951,1168.727660407272,693,1225,1,Treino
4,1,Treino,2023,9,9,4,0,202309090400,2023-09-09 04:00,688,-5,34.25357142857143,14953,-16,812,-15,-22,29176,-4,656,688,656,627.7442747960403,-28.25572520395974,28.25572520395974,798.3860068016858,688,1024,1,Treino
4,1,Treino,2023,9,9,5,0,202309090500,2023-09-09 05:00,681,-7,33.65357142857143,14950,-20,806,-15,-17,29176,-4,655,681,655,619.0488614701935,-35.95113852980649,35.95113852980649,1292.484361589336,681,676,1,Treino
4,1,Treino,2023,9,9,6,0,202309090600,2023-09-09 06:00,693,12,32.70714285714286,14946,-24,798,-14,-18,29174,-6,654,693,654,653.1337837004743,-0.8662162995257177,0.8662162995257177,0.7503306775640278,693,1521,1,Treino
4,1,Treino,2023,9,9,7,0,202309090700,2023-09-09 07:00,688,-5,36.65714285714285,14945,-25,794,-12,-13,29175,-4,656,688,656,639.6519730788534,-16.34802692114658,16.34802692114658,267.2579842145335,688,1024,1,Treino
4,1,Treino,2023,9,9,8,0,202309090800,2023-09-09 08:00,665,-23,39.34464285714284,14944,-24,786,-12,-19,29175,-5,655,665,655,572.8967890473964,-82.1032109526036,82.1032109526036,6740.937248727729,665,100,1,Treino
4,1,Treino,2023,9,9,9,0,202309090900,2023-09-09 09:00,661,-4,39.85714285714285,14944,-27,779,-15,-19,29174,-5,654,661,654,617.5429225833797,-36.45707741662034,36.45707741662034,1329.118493761448,661,49,1,Treino
4,1,Treino,2023,9,9,10,0,202309091000,2023-09-09 10:00,659,-2,39.90714285714285,14945,-24,776,-10,-5,29174,-5,652,659,652,623.8343332658925,-28.1656667341075,28.1656667341075,793.30478257681,659,49,1,Treino
4,1,Treino,2023,9,9,11,0,202309091100,2023-09-09 11:00,658,-1,39.13214285714285,14945,-22,774,-5,-7,29175,-4,650,658,650,627.896200239438,-22.10379976056197,22.10379976056197,488.5779638550194,658,64,1,Treino
4,1,Treino,2023,9,9,12,0,202309091200,2023-09-09 12:00,656,-2,35.55714285714285,14947,-18,773,-3,-1,29176,-2,649,656,649,624.7263904917053,-24.27360950829473,24.27360950829473,589.2081185611761,656,49,1,Treino
4,1,Treino,2023,9,9,13,0,202309091300,2023-09-09 13:00,655,-1,32.41964285714285,14947,-16,771,-3,-1,29177,-1,647,655,647,625.0537051136156,-21.94629488638441,21.94629488638441,481.6398592401424,655,64,1,Treino
4,1,Treino,2023,9,9,14,0,202309091400,2023-09-09 14:00,654,-1,26.51964285714284,14947,-15,768,-5,0,29177,0,644,654,644,619.483537151867,-24.51646284813296,24.51646284813296,601.0569505838837,654,100,1,Treino
4,1,Treino,2023,9,9,15,0,202309091500,2023-09-09 15:00,656,2,21.09464285714285,14947,-12,767,-4,4,29176,0,635,656,635,622.6863563370235,-12.31364366297646,12.31364366297646,151.6258202587603,656,441,1,Treino
4,1,Treino,2023,9,9,16,0,202309091600,2023-09-09 16:00,655,-1,16.11964285714286,14945,-12,766,-2,7,29176,0,639,655,639,611.9884630120371,-27.01153698796293,27.01153698796293,729.6231304520893,655,256,1,Treino
4,1,Treino,2023,9,9,17,0,202309091700,2023-09-09 17:00,654,-1,13.14464285714286,14945,-10,764,-3,4,29176,0,637,654,637,607.4673677979359,-29.53263220206406,29.53263220206406,872.1763647823914,654,289,1,Treino
4,1,Treino,2023,9,9,18,0,202309091800,2023-09-09 18:00,652,-2,11.33214285714286,14944,-9,763,-3,8,29176,0,635,652,635,602.4889665362907,-32.51103346370928,32.51103346370928,1056.967296878425,652,289,1,Treino
4,1,Treino,2023,9,9,19,0,202309091900,2023-09-09 19:00,650,-2,10.93214285714286,14943,-7,762,-2,5,29174,-2,634,650,634,596.8467592486421,-37.15324075135788,37.15324075135788,1380.36329832836,650,256,1,Treino
4,1,Treino,2023,9,9,20,0,202309092000,2023-09-09 20:00,649,-1,10.73214285714286,14941,-5,758,-5,4,29174,0,631,649,631,598.3877245013678,-32.61227549863224,32.61227549863224,1063.560513198689,649,324,1,Treino
4,1,Treino,2023,9,9,21,0,202309092100,2023-09-09 21:00,647,-2,10.80714285714286,14940,-5,756,-6,2,29174,-1,628,647,628,593.7410330370308,-34.25896696296923,34.25896696296923,1173.676817369817,647,361,1,Treino
4,1,Treino,2023,9,9,22,0,202309092200,2023-09-09 22:00,644,-3,11.95714285714286,14939,-5,753,-5,5,29173,-2,625,644,625,590.4687003844833,-34.53129961551667,34.53129961551667,1192.410653136582,644,361,1,Treino
4,1,Treino,2023,9,9,23,0,202309092300,2023-09-09 23:00,635,-9,11.83214285714286,14937,-7,753,-3,7,29171,-3,622,635,622,564.3226480687244,-57.67735193127555,57.67735193127555,3326.676925804216,635,169,1,Treino
4,1,Treino,2023,9,10,0,0,202309100000,2023-09-10 00:00,639,4,11.84464285714286,14936,-9,748,-5,-2,29171,-3,618,639,618,596.8738376933212,-21.12616230667879,21.12616230667879,446.3147338081358,639,441,1,Treino
4,1,Treino,2023,9,10,1,0,202309100100,2023-09-10 01:00,637,-2,11.84464285714286,14934,-11,748,-5,2,29170,-5,605,637,605,582.018288667893,-22.98171133210701,22.98171133210701,528.1590557522958,637,1024,1,Treino
4,1,Treino,2023,9,10,2,0,202309100200,2023-09-10 02:00,635,-2,11.84464285714286,14932,-15,744,-4,-3,29169,-7,580,635,580,578.4922902165872,-1.507709783412793,1.507709783412793,2.27318879099865,635,3025,1,Treino
4,1,Treino,2023,9,10,3,0,202309100300,2023-09-10 03:00,634,-1,11.84464285714286,14930,-17,742,-6,0,29168,-9,562,634,562,580.3253003010544,18.32530030105443,18.32530030105443,335.8166311238255,634,5184,1,Treino
4,1,Treino,2023,9,10,4,0,202309100400,2023-09-10 04:00,631,-3,11.86964285714286,14928,-19,737,-7,-2,29167,-10,550,631,550,572.5084941865906,22.50849418659061,22.50849418659061,506.6323105477833,631,6561,1,Treino
4,1,Treino,2023,9,10,5,0,202309100500,2023-09-10 05:00,628,-3,11.86964285714286,14926,-21,734,-8,-2,29166,-10,544,628,544,569.2788620758638,25.2788620758638,25.2788620758638,639.020867850545,628,7056,1,Treino
4,1,Treino,2023,9,10,6,0,202309100600,2023-09-10 06:00,625,-3,11.86964285714286,14923,-22,729,-8,-4,29165,-11,542,625,542,565.7615489163246,23.76154891632461,23.76154891632461,564.6112069028874,625,6889,1,Treino
4,1,Treino,2023,9,10,7,0,202309100700,2023-09-10 07:00,622,-3,11.86964285714286,14933,-12,724,-10,-3,29164,-12,545,622,545,565.2345629130297,20.23456291302966,20.23456291302966,409.4375362813555,622,5929,1,Treino
4,1,Treino,2023,9,10,8,0,202309100800,2023-09-10 08:00,618,-4,11.86964285714286,14947,3,668,-61,-55,29163,-13,552,618,552,555.589864946129,3.589864946128955,3.589864946128955,12.88713033144545,618,4356,1,Treino
4,1,Treino,2023,9,10,9,0,202309100900,2023-09-10 09:00,605,-13,11.71964285714286,14951,8,651,-73,-16,29163,-11,562,605,562,559.4413490932508,-2.558650906749222,2.558650906749222,6.546694462608614,605,1849,1,Treino
4,1,Treino,2023,9,10,10,0,202309101000,2023-09-10 10:00,580,-25,10.81964285714286,14963,22,640,-28,-7,29162,-12,577,580,577,528.9690275899428,-48.03097241005719,48.03097241005719,2306.974310655675,580,9,1,Treino
4,1,Treino,2023,9,10,11,0,202309101100,2023-09-10 11:00,562,-18,10.49464285714286,14979,39,634,-17,-4,29161,-13,604,562,604,526.2040881702417,-77.79591182975832,77.79591182975832,6052.203897423531,562,1764,1,Treino
4,1,Treino,2023,9,10,12,0,202309101200,2023-09-10 12:00,550,-12,10.49464285714286,14982,43,636,-4,5,29160,-13,618,550,618,525.2705219228278,-92.72947807717219,92.72947807717219,8598.756104464757,550,4624,1,Treino
4,1,Treino,2023,9,10,13,0,202309101300,2023-09-10 13:00,544,-6,10.49464285714286,14978,41,640,6,4,29160,-11,623,544,623,523.7270591944607,-99.27294080553929,99.27294080553929,9855.116776180108,544,6241,1,Treino
4,1,Treino,2023,9,10,14,0,202309101400,2023-09-10 14:00,542,-2,10.49464285714286,14974,38,652,16,17,29160,-11,619,542,619,528.0655953513561,-90.93440464864386,90.93440464864386,8269.065948803303,542,5929,1,Treino
4,1,Treino,2023,9,10,15,0,202309101500,2023-09-10 15:00,545,3,10.46964285714286,14971,37,667,27,15,29159,-11,607,545,607,531.1047059900483,-75.89529400995173,75.89529400995173,5760.095652857014,545,3844,1,Treino
4,1,Treino,2023,9,10,16,0,202309101600,2023-09-10 16:00,552,7,10.46964285714286,14960,28,678,26,15,29158,-11,593,552,593,534.6974261124101,-58.30257388758992,58.30257388758992,3399.190121917881,552,1681,1,Treino
4,1,Treino,2023,9,10,17,0,202309101700,2023-09-10 17:00,562,10,10.46964285714286,14936,6,732,65,56,29158,-10,579,562,579,536.4675074830631,-42.53249251693694,42.53249251693694,1809.012919703297,562,289,1,Treino
4,1,Treino,2023,9,10,18,0,202309101800,2023-09-10 18:00,577,15,10.44107142857143,14936,8,745,67,18,29157,-10,568,577,568,549.785560867357,-18.21443913264295,18.21443913264295,331.7657929167549,577,81,1,Treino
4,1,Treino,2023,9,10,19,0,202309101900,2023-09-10 19:00,604,27,5.466071428571428,14935,9,747,15,5,29156,-10,560,604,560,552.7984530750825,-7.201546924917466,7.201546924917466,51.86227811178821,604,1936,1,Treino
4,1,Treino,2023,9,10,20,0,202309102000,2023-09-10 20:00,618,14,2.353571428571429,14934,11,740,-5,-2,29155,-10,554,618,554,562.0787997819141,8.078799781914086,8.078799781914086,65.26700591625507,618,4096,1,Treino
4,1,Treino,2023,9,10,21,0,202309102100,2023-09-10 21:00,623,5,1.766071428571429,14933,0,722,-25,-13,29155,-9,549,623,549,558.9957101935627,9.995710193562672,9.995710193562672,99.91422227369272,623,5476,1,Treino
4,1,Treino,2023,9,10,22,0,202309102200,2023-09-10 22:00,619,-4,1.691071428571429,14931,-16,700,-40,34,29153,-10,544,619,544,568.751027379875,24.75102737987504,24.75102737987504,612.6133563593239,619,5625,1,Treino
4,1,Treino,2023,9,10,23,0,202309102300,2023-09-10 23:00,607,-12,1.666071428571429,14929,-22,682,-40,-1,29153,-10,540,607,540,535.552519009372,-4.447480990628037,4.447480990628037,19.78008716199774,607,4489,1,Treino
4,1,Treino,2023,9,11,0,0,202309110000,2023-09-11 00:00,593,-14,1.591071428571428,14927,-36,671,-29,0,29152,-10,537,593,537,521.926032711679,-15.073967288321,15.073967288321,227.2244898093716,593,3136,1,Treino
4,1,Treino,2023,9,11,1,0,202309110100,2023-09-11 01:00,579,-14,1.541071428571429,14926,-53,662,-20,-3,29152,-9,533,579,533,511.4564530923583,-21.54354690764171,21.54354690764171,464.1244133617588,579,2116,1,Treino
4,1,Treino,2023,9,11,2,0,202309110200,2023-09-11 02:00,568,-11,1.5125,14923,-59,657,-14,-7,29151,-9,529,568,529,504.5697842279616,-24.43021577203842,24.43021577203842,596.835442668355,568,1521,1,Treino
4,1,Treino,2023,9,11,3,0,202309110300,2023-09-11 03:00,560,-8,1.5125,14921,-57,650,-12,-11,29150,-10,526,560,526,501.1312517479963,-24.86874825200368,24.86874825200368,618.4546396215363,560,1156,1,Treino
4,1,Treino,2023,9,11,4,0,202309110400,2023-09-11 04:00,554,-6,1.4875,14920,-54,645,-12,-17,29150,-10,522,554,522,497.6254551753648,-24.37454482463522,24.37454482463522,594.1184354081518,554,1024,1,Treino
4,1,Treino,2023,9,11,5,0,202309110500,2023-09-11 05:00,549,-5,1.4875,14917,-54,641,-9,-19,29149,-10,519,549,519,492.948504325798,-26.05149567420199,26.05149567420199,678.6804268629649,549,900,1,Treino
4,1,Treino,2023,9,11,6,0,202309110600,2023-09-11 06:00,544,-5,1.4875,14916,-44,636,-9,-16,29148,-10,517,544,517,486.9245598110853,-30.07544018891474,30.07544018891474,904.5321025569879,544,729,1,Treino
4,1,Treino,2023,9,11,7,0,202309110700,2023-09-11 07:00,540,-4,1.4875,14914,-22,633,-8,-57,29148,-10,513,540,513,466.4790911264092,-46.52090887359077,46.52090887359077,2164.194962424936,540,729,1,Treino
4,1,Treino,2023,9,11,8,0,202309110800,2023-09-11 08:00,537,-3,1.4625,14912,-24,629,-7,-17,29147,-10,509,537,509,478.7506601409526,-30.24933985904738,30.24933985904738,915.0225619081526,537,784,1,Treino
4,1,Treino,2023,9,11,9,0,202309110900,2023-09-11 09:00,533,-4,1.3125,14910,-25,624,-9,-7,29147,-9,507,533,507,477.802607062509,-29.19739293749103,29.19739293749103,852.4877543462511,533,676,1,Treino
4,1,Treino,2023,9,11,10,0,202309111000,2023-09-11 10:00,529,-4,0.0875,14908,-26,620,-9,3,29146,-9,504,529,504,476.6629230381429,-27.33707696185706,27.33707696185706,747.3157768184963,529,625,1,Treino
4,1,Treino,2023,9,11,11,0,202309111100,2023-09-11 11:00,526,-3,0.0875,14906,-27,617,-7,15,29145,-10,501,526,501,479.2977336156687,-21.70226638433132,21.70226638433132,470.9883662164774,526,625,1,Treino
4,1,Treino,2023,9,11,12,0,202309111200,2023-09-11 12:00,522,-4,0.05,14905,-26,616,-4,21,29145,-8,498,522,498,473.5451175275035,-24.45488247249648,24.45488247249648,598.0412767436155,522,576,1,Treino
4,1,Treino,2023,9,11,13,0,202309111300,2023-09-11 13:00,519,-3,0.05,14903,-26,610,-7,12,29145,-8,495,519,495,471.8890972655219,-23.11090273447815,23.11090273447815,534.1138252025094,519,576,1,Treino
4,1,Treino,2023,9,11,14,0,202309111400,2023-09-11 14:00,517,-2,0.05,14901,-26,608,-8,9,29144,-8,492,517,492,470.7151124054851,-21.28488759451488,21.28488759451488,453.0464399111336,517,625,1,Treino
4,1,Treino,2023,9,11,15,0,202309111500,2023-09-11 15:00,513,-4,0.07500000000000001,14900,-26,604,-6,5,29144,-8,489,513,489,461.6228689447668,-27.37713105523324,27.37713105523324,749.507304815416,513,576,1,Treino
4,1,Treino,2023,9,11,16,0,202309111600,2023-09-11 16:00,509,-4,0.05,14899,-24,601,-7,2,29144,-7,486,509,486,457.062498755188,-28.93750124481198,28.93750124481198,837.378978293495,509,529,1,Treino
4,1,Treino,2023,9,11,17,0,202309111700,2023-09-11 17:00,507,-2,0.05,14896,-25,598,-6,4,29143,-7,483,507,483,459.0106397116045,-23.98936028839546,23.98936028839546,575.4894070464451,507,576,1,Treino
4,1,Treino,2023,9,11,18,0,202309111800,2023-09-11 18:00,504,-3,0.05,14894,-26,594,-7,1,29142,-8,481,504,481,453.6802145322531,-27.3197854677469,27.3197854677469,746.3706780037145,504,529,1,Treino
4,1,Treino,2023,9,11,19,0,202309111900,2023-09-11 19:00,501,-3,0.05,14893,-24,591,-7,1,29142,-7,478,501,478,450.7893555588805,-27.21064444111948,27.21064444111948,740.4191709010267,501,529,1,Treino
5,1,Treino,2023,11,15,23,0,202311152300,2023-11-15 23:00,593,-11,11.33269230769231,14939,-19,684,-21,-9,29171,19,601,593,601,535.1295473169412,-65.87045268305883,65.87045268305883,4338.916536671092,593,64,1,Treino
5,1,Treino,2023,11,16,0,0,202311160000,2023-11-16 00:00,584,-9,10.95192307692308,14948,-6,679,-13,-5,29171,19,627,584,627,532.6279864061988,-94.37201359380117,94.37201359380117,8906.076949748593,584,1849,1,Treino
5,1,Treino,2023,11,16,1,0,202311160100,2023-11-16 01:00,577,-7,15.03333333333333,14912,-39,677,-7,36,29171,20,648,577,648,533.9681884276115,-114.0318115723885,114.0318115723885,13003.25405048072,577,5041,1,Treino
5,1,Treino,2023,11,16,2,0,202311160200,2023-11-16 02:00,573,-4,15.63269230769231,14890,-57,679,0,33,29172,21,657,573,657,537.3952338749257,-119.6047661250743,119.6047661250743,14305.30007983373,573,7056,1,Treino
5,1,Treino,2023,11,16,3,0,202311160300,2023-11-16 03:00,572,-1,15.80064102564103,14884,-60,681,4,-6,29174,23,659,572,659,542.5179912896125,-116.4820087103875,116.4820087103875,13568.05835320679,572,7569,1,Treino
5,1,Treino,2023,11,16,4,0,202311160400,2023-11-16 04:00,573,1,17.13397435897436,14888,-53,694,15,0,29177,27,662,573,662,548.5505944891514,-113.4494055108486,113.4494055108486,12870.76761076496,573,7921,1,Treino
5,1,Treino,2023,11,16,5,0,202311160500,2023-11-16 05:00,575,2,18.34423076923077,14899,-40,710,29,9,29187,37,668,575,668,560.4789680483909,-107.5210319516091,107.5210319516091,11560.77231193894,575,8649,1,Treino
5,1,Treino,2023,11,16,6,0,202311160600,2023-11-16 06:00,585,10,18.4775641025641,14911,-25,738,44,26,29193,43,679,585,679,601.0968784237922,-77.90312157620781,77.90312157620781,6068.896351317415,585,8836,1,Treino
5,1,Treino,2023,11,16,7,0,202311160700,2023-11-16 07:00,601,16,18.72371794871795,14926,-9,763,53,26,29195,45,690,601,690,635.2498076128022,-54.75019238719779,54.75019238719779,2997.58356643517,601,7921,1,Treino
5,1,Treino,2023,11,16,8,0,202311160800,2023-11-16 08:00,627,26,18.98525641025641,14938,4,773,35,-36,29198,48,693,627,693,675.7350282025945,-17.26497179740545,17.26497179740545,298.0792511652056,627,4356,1,Treino
5,1,Treino,2023,11,16,9,0,202311160900,2023-11-16 09:00,648,21,21.44679487179487,14916,-17,776,13,1,29198,47,693,648,693,691.6139426605441,-1.386057339455874,1.386057339455874,1.921154948259497,648,2025,1,Treino
5,1,Treino,2023,11,16,10,0,202311161000,2023-11-16 10:00,657,9,22.63910256410256,14885,-48,776,3,17,29196,41,700,657,700,679.1993598777367,-20.8006401222633,20.8006401222633,432.6666294959099,657,1849,1,Treino
5,1,Treino,2023,11,16,11,0,202311161100,2023-11-16 11:00,659,2,23.79294871794871,14878,-56,790,14,31,29197,32,713,659,713,659.0449688781488,-53.95503112185122,53.95503112185122,2911.145383359934,659,2916,1,Treino
5,1,Treino,2023,11,16,12,0,202311161200,2023-11-16 12:00,662,3,26.11602564102564,14853,-82,803,27,26,29199,29,731,662,731,674.4748079849875,-56.52519201501252,56.52519201501252,3195.097332334035,662,4761,1,Treino
5,1,Treino,2023,11,16,13,0,202311161300,2023-11-16 13:00,668,6,26.94679487179487,14888,-51,820,30,25,29202,31,746,668,746,687.810475009371,-58.18952499062902,58.18952499062902,3386.02081863504,668,6084,1,Treino
5,1,Treino,2023,11,16,14,0,202311161400,2023-11-16 14:00,679,11,26.97628205128205,14882,-66,829,26,14,29206,35,764,679,764,718.951353244579,-45.04864675542103,45.04864675542103,2029.380574494706,679,7225,1,Treino
5,1,Treino,2023,11,16,15,0,202311161500,2023-11-16 15:00,690,11,26.97628205128205,14889,-23,820,0,-7,29213,42,793,690,793,739.8114446847451,-53.18855531525492,53.18855531525492,2829.022416523932,690,10609,1,Treino
5,1,Treino,2023,11,16,16,0,202311161600,2023-11-16 16:00,693,3,27.07628205128205,14898,8,828,-1,6,29219,47,817,693,817,746.4972747121761,-70.50272528782386,70.50272528782386,4970.634273010359,693,15376,1,Treino
5,1,Treino,2023,11,16,17,0,202311161700,2023-11-16 17:00,693,0,27.09294871794872,14910,26,843,23,13,29224,50,831,693,831,767.2838843488823,-63.71611565111766,63.71611565111766,4059.743393666601,693,19044,1,Treino
5,1,Treino,2023,11,16,18,0,202311161800,2023-11-16 18:00,700,7,27.07628205128205,14910,22,867,39,11,29226,49,841,700,841,803.0539650485805,-37.94603495141951,37.94603495141951,1439.901568534351,700,19881,1,Treino
5,1,Treino,2023,11,16,19,0,202311161900,2023-11-16 19:00,713,13,27.09294871794872,14901,2,890,47,7,29227,40,856,713,856,820.879974410031,-35.12002558996903,35.12002558996903,1233.41619744008,713,20449,1,Treino
5,1,Treino,2023,11,16,20,0,202311162000,2023-11-16 20:00,731,18,26.91217948717949,14905,-6,900,33,-18,29227,34,868,731,868,819.619201597878,-48.38079840212197,48.38079840212197,2340.701654026768,731,18769,1,Treino
5,1,Treino,2023,11,16,21,0,202311162100,2023-11-16 21:00,746,15,26.91474358974359,14918,-8,940,50,15,29226,31,876,746,876,827.8175520974495,-48.18244790255051,48.18244790255051,2321.548285881994,746,16900,1,Treino
5,1,Treino,2023,11,16,22,0,202311162200,2023-11-16 22:00,764,18,26.93141025641026,14918,-20,974,74,24,29226,28,879,764,879,858.1946699781491,-20.80533002185086,20.80533002185086,432.8617573181289,764,13225,1,Treino
5,1,Treino,2023,11,16,23,0,202311162300,2023-11-16 23:00,793,29,26.51602564102564,14902,-14,984,44,7,29225,27,880,793,880,860.1188944938531,-19.88110550614692,19.88110550614692,395.2583561465455,793,7569,1,Treino
5,1,Treino,2023,11,17,0,0,202311170000,2023-11-17 00:00,817,24,25.41602564102564,14905,20,994,20,10,29225,29,883,817,883,877.014123685216,-5.985876314784036,5.985876314784036,35.83071525589251,817,4356,1,Treino
5,1,Treino,2023,11,17,1,0,202311170100,2023-11-17 01:00,831,14,22.76217948717949,14910,32,1009,25,1,29226,29,888,831,888,902.27706223988,14.27706223988002,14.27706223988002,203.834506201408,831,3249,1,Treino
5,1,Treino,2023,11,17,2,0,202311170200,2023-11-17 02:00,841,10,21.92884615384616,14917,64,1029,35,7,29225,26,886,841,886,933.9394739713263,47.93947397132627,47.93947397132627,2298.193164647469,841,2025,1,Treino
