EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_4a_nivel_86298000,inp05_input_4b_nivel_D-10H_86298000,inp06_input_7a_nivel_86472000,inp07_input_7b_nivel_D-2h_86472000,inp08_input_7c_nivel_A-14h_86472000,inp09_input_8a_nivel_86125130,inp10_input_8b_nivel_D-11h_86125130,inp11_input_14_nivel_D-8h_86472600,inp12_input_15_nivel_D-12h_86472600,saida_8h_conv_nivel_8h_86472600,NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
4,1,Treino,2023,9,6,23,0,202309062300,2023-09-06 23:00,723,-7,0.05,325,-53,874,-16,-5,194,-17,-63,-171,646,723,646,642.7555429598684,-77,-80.24445704013158,-3.244457040131579,3.244457040131579,10.52650148525936,723,5929,1,Treino
4,1,Treino,2023,9,7,0,0,202309070000,2023-09-07 00:00,712,-11,0.05,320,-51,864,-19,7,193,-16,-53,-158,638,712,638,630.103390542503,-74,-81.896609457497,-7.896609457496993,7.896609457496993,62.35644092423095,712,5476,1,Treino
4,1,Treino,2023,9,7,1,0,202309070100,2023-09-07 01:00,703,-9,0.025,314,-48,854,-20,16,193,-15,-48,-149,632,703,632,630.3467057817072,-71,-72.65329421829279,-1.653294218292785,1.653294218292785,2.733381772240353,703,5041,1,Treino
4,1,Treino,2023,9,7,2,0,202309070200,2023-09-07 02:00,696,-7,0.025,309,-49,844,-20,23,191,-15,-50.88643324999998,-126,627,696,627,630.2308413386986,-69,-65.76915866130139,3.23084133869861,3.23084133869861,10.43833575584383,696,4761,1,Treino
4,1,Treino,2023,9,7,3,0,202309070300,2023-09-07 03:00,686,-10,0.025,304,-49,834,-20,29,189,-15,-57.47807689000001,-100,622,686,622,624.3834020807836,-64,-61.61659791921636,2.38340208078364,2.38340208078364,5.680605478683783,686,4096,1,Treino
4,1,Treino,2023,9,7,4,0,202309070400,2023-09-07 04:00,678,-8,0,300,-46,819,-25,2,189,-13,-62.59238581,-87,617,678,617,617.8415796984891,-61,-60.15842030151089,0.8415796984891131,0.8415796984891131,0.7082563889090264,678,3721,1,Treino
4,1,Treino,2023,9,7,5,0,202309070500,2023-09-07 05:00,669,-9,0,296,-46,811,-23,20,188,-13,-68,-82,611,669,611,615.9145347697915,-58,-53.08546523020846,4.914534769791544,4.914534769791544,24.15265200349003,669,3364,1,Treino
4,1,Treino,2023,9,7,6,0,202309070600,2023-09-07 06:00,657,-12,0,292,-44,800,-19,48,187,-12,-73,-89.88643324999998,606,657,606,614.0450442488672,-51,-42.95495575113284,8.045044248867157,8.045044248867157,64.72273696623051,657,2601,1,Treino
4,1,Treino,2023,9,7,7,0,202309070700,2023-09-07 07:00,646,-11,0,289,-42,785,-26,10,186,-12,-77,-97.47807689000001,600,646,600,594.1205678857085,-46,-51.87943211429149,-5.87943211429149,5.87943211429149,34.5677219865621,646,2116,1,Treino
4,1,Treino,2023,9,7,8,0,202309070800,2023-09-07 08:00,638,-8,0,286,-41,770,-30,-5,184,-12,-74,-102.59238581,595,638,595,591.4979845700493,-43,-46.50201542995069,-3.502015429950688,3.502015429950688,12.26411207161271,638,1849,1,Treino
4,1,Treino,2023,9,7,9,0,202309070900,2023-09-07 09:00,632,-6,0,283,-42,760,-25,-7,184,-10,-71,-105,590,632,590,592.7301878063138,-42,-39.26981219368622,2.730187806313779,2.730187806313779,7.453925457744446,632,1764,1,Treino
4,1,Treino,2023,9,7,10,0,202309071000,2023-09-07 10:00,627,-5,0,279,-41,756,-14,-5,183,-11,-69,-103,585,627,585,593.3578231190337,-42,-33.6421768809663,8.357823119033696,8.357823119033696,69.85320728905414,627,1764,1,Treino
4,1,Treino,2023,9,7,11,0,202309071100,2023-09-07 11:00,622,-5,0,276,-38,748,-12,-3,183,-10,-64,-101,579,622,579,591.2277413287312,-43,-30.77225867126879,12.22774132873121,12.22774132873121,149.5176580023614,622,1849,1,Treino
4,1,Treino,2023,9,7,12,0,202309071200,2023-09-07 12:00,617,-5,0,273,-36,744,-12,3,182,-11,-61,-95,575,617,575,588.8610707521213,-42,-28.13892924787865,13.86107075212135,13.86107075212135,192.1292823953139,617,1764,1,Treino
4,1,Treino,2023,9,7,13,0,202309071300,2023-09-07 13:00,611,-6,0.025,270,-34,736,-12,1,181,-10,-58,-92,570,611,570,580.5611768382696,-41,-30.4388231617304,10.5611768382696,10.5611768382696,111.5384562092023,611,1681,1,Treino
4,1,Treino,2023,9,7,14,0,202309071400,2023-09-07 14:00,606,-5,0.75,267,-33,730,-14,4,180,-9,-51,-90,566,606,566,576.885716887463,-40,-29.11428311253701,10.88571688746299,10.88571688746299,118.4988321539969,606,1600,1,Treino
4,1,Treino,2023,9,7,15,0,202309071500,2023-09-07 15:00,600,-6,1.275,263,-33,724,-12,4,179,-10,-46,-86,562,600,562,569.2174523264632,-38,-30.78254767353678,7.217452326463217,7.217452326463217,52.09161808476931,600,1444,1,Treino
4,1,Treino,2023,9,7,16,0,202309071600,2023-09-07 16:00,595,-5,2.125,261,-31,718,-12,4,179,-9,-43,-83,560,595,560,566.7423461600953,-35,-28.25765383990472,6.742346160095281,6.742346160095281,45.45923174255157,595,1225,1,Treino
4,1,Treino,2023,9,7,17,0,202309071700,2023-09-07 17:00,590,-5,2.725,259,-30,709,-15,1,178,-9,-42,-79,557,590,557,561.9413491236195,-33,-28.05865087638051,4.941349123619489,4.941349123619489,24.41693116149509,590,1089,1,Treino
4,1,Treino,2023,9,7,18,0,202309071800,2023-09-07 18:00,585,-5,3.7,257,-29,705,-13,11,178,-8,-42,-72,555,585,555,560.6569182279974,-30,-24.34308177200262,5.65691822799738,5.65691822799738,32.00072383824902,585,900,1,Treino
4,1,Treino,2023,9,7,19,0,202309071900,2023-09-07 19:00,579,-6,4.725,255,-28,699,-10,2,177,-7,-43,-67,555,579,555,549.3862473458175,-24,-29.61375265418246,-5.613752654182463,5.613752654182463,31.51421886234064,579,576,1,Treino
4,1,Treino,2023,9,7,20,0,202309072000,2023-09-07 20:00,575,-4,5.149999999999999,252,-27,693,-12,5,176,-8,-42,-63,557,575,557,551.3032725430559,-18,-23.69672745694413,-5.696727456944132,5.696727456944132,32.45270371870115,575,324,1,Treino
4,1,Treino,2023,9,7,21,0,202309072100,2023-09-07 21:00,570,-5,5.225,249,-27,687,-12,9,176,-7,-41,-62,564,570,564,546.3996664411719,-6,-23.60033355882808,-17.60033355882808,17.60033355882808,309.77174138201,570,36,1,Treino
4,1,Treino,2023,9,7,22,0,202309072200,2023-09-07 22:00,566,-4,5.25,245,-28,681,-12,9,175,-8,-40,-61,572,566,572,545.521563524649,6,-20.47843647535103,-26.47843647535103,26.47843647535103,701.1075981792,566,36,1,Treino
4,1,Treino,2023,9,7,23,0,202309072300,2023-09-07 23:00,562,-4,6.05,243,-27,676,-11,5,175,-7,-38,-60,581,562,581,540.3550279108124,19,-21.6449720891876,-40.6449720891876,40.6449720891876,1652.013756130839,562,361,1,Treino
4,1,Treino,2023,9,8,0,0,202309080000,2023-09-08 00:00,560,-2,9.7,242,-25,672,-9,0,174,-7,-35,-57,594,560,594,539.9653388845965,34,-20.03466111540354,-54.03466111540354,54.03466111540354,2919.744601856503,560,1156,1,Treino
4,1,Treino,2023,9,8,1,0,202309080100,2023-09-08 01:00,557,-3,12.8875,240,-23,666,-10,2,174,-6,-33,-54,609,557,609,535.427144686514,52,-21.572855313486,-73.572855313486,73.572855313486,5412.965038979146,557,2704,1,Treino
4,1,Treino,2023,9,8,3,0,202309080300,2023-09-08 03:00,555,0,24.24107142857143,238,-21,662,-4,6,173,-6,-24,-45,641,555,641,537.4674916806431,86,-17.53250831935691,-103.5325083193569,103.5325083193569,10718.98027889771,555,7396,1,Treino
4,1,Treino,2023,9,8,4,0,202309080400,2023-09-08 04:00,557,2,29.24107142857143,241,-16,657,-7,1,174,-4,-18,-38,656,557,656,538.466283174325,99,-18.53371682567501,-117.533716825675,117.533716825675,13814.17459085796,557,9801,1,Treino
4,1,Treino,2023,9,8,5,0,202309080500,2023-09-08 05:00,564,7,32.21607142857142,247,-8,656,-6,5,176,-2,-6,-26,666,564,666,546.7881841448519,102,-17.21181585514807,-119.2118158551481,119.2118158551481,14211.45703948173,564,10404,1,Treino
4,1,Treino,2023,9,8,6,0,202309080600,2023-09-08 06:00,572,8,34.02857142857142,255,3,663,6,13,178,1,6,-13,676,572,676,563.7634743156559,104,-8.236525684344087,-112.2365256843441,112.2365256843441,12597.03769769243,572,10816,1,Treino
4,1,Treino,2023,9,8,7,0,202309080700,2023-09-08 07:00,581,9,34.42857142857142,261,12,673,17,19,179,3,19,2,686,581,686,581.1216680985395,105,0.1216680985395442,-104.8783319014605,104.8783319014605,10999.4645024329,581,11025,1,Treino
4,1,Treino,2023,9,8,8,0,202309080800,2023-09-08 08:00,594,13,34.65357142857142,267,22,682,19,13,181,5,34,19,696,594,696,604.888800990584,102,10.88880099058395,-91.11119900941605,91.11119900941605,8301.250584933417,594,10404,1,Treino
4,1,Treino,2023,9,8,9,0,202309080900,2023-09-08 09:00,609,15,34.72857142857143,271,28,694,21,18,183,8,52,39,705.539,609,705.539,630.9109214345712,96.53899999999999,21.91092143457115,-74.62807856542884,74.62807856542884,5569.350110367819,609,9319.778520999998,1,Treino
4,1,Treino,2023,9,8,10,0,202309081000,2023-09-08 10:00,626,17,34.82857142857143,274,32,714,32,26,186,11,71,60,712.6342,626,712.6342,666.2957679902568,86.63419999999996,40.29576799025676,-46.3384320097432,46.3384320097432,2147.250281121593,626,7505.484609639994,1,Treino
4,1,Treino,2023,9,8,11,0,202309081100,2023-09-08 11:00,641,15,34.95357142857143,277,37,732,38,24,187,13,86,79,717.6686,641,717.6686,701.5845994272406,76.66859999999997,60.58459942724062,-16.08400057275935,16.08400057275935,258.6950744245231,641,5878.074225959996,1,Treino
4,1,Treino,2023,9,8,13,0,202309081300,2023-09-08 13:00,666,10,34.97857142857143,278,40,771,39,22,189,15,102,109,721,666,721,731.8005668284823,55,65.80056682848226,10.80056682848226,10.80056682848226,116.6522438165114,666,3025,1,Treino
4,1,Treino,2023,9,8,14,0,202309081400,2023-09-08 14:00,676,10,34.97857142857143,280,39,784,30,17,190,17,104,121,721,676,721,734.9461428506714,45,58.94614285067144,13.94614285067144,13.94614285067144,194.494900411334,676,2025,1,Treino
4,1,Treino,2023,9,8,15,0,202309081500,2023-09-08 15:00,686,10,34.97857142857143,281,34,795,24,17,190,16,105,131,717,686,717,737.0596481066195,31,51.05964810661953,20.05964810661953,20.05964810661953,402.3894821614047,686,961,1,Treino
4,1,Treino,2023,9,8,16,0,202309081600,2023-09-08 16:00,696,10,34.97857142857143,281,26,805,21,12,191,15,102,139,712,696,712,744.299559546343,16,48.29955954634295,32.29955954634295,32.29955954634295,1043.261546887754,696,256,1,Treino
4,1,Treino,2023,9,8,17,0,202309081700,2023-09-08 17:00,705.539,9.538999999999987,34.97857142857143,281,20,814,19,11,191,13,96.53899999999999,141.539,706,705.539,706,747.8666724424152,0.4610000000000127,42.32767244241518,41.86667244241517,41.86667244241517,1752.818261400485,705.539,0.2125210000000117,1,Treino
4,1,Treino,2023,9,8,18,0,202309081800,2023-09-08 18:00,712.6342,7.095199999999977,34.97857142857143,280,13,825,20,16,191,12,86.63419999999996,140.6342,701,712.6342,701,746.8624636784318,-11.63419999999996,34.22826367843186,45.86246367843182,45.86246367843182,2103.365574655478,712.6342,135.3546096399992,1,Treino
4,1,Treino,2023,9,8,19,0,202309081900,2023-09-08 19:00,717.6686,5.034400000000005,34.97857142857143,278,7,837,23,13,191,10,76.66859999999997,136.6686,693,717.6686,693,744.1566864044336,-24.66859999999997,26.4880864044336,51.15668640443357,51.15668640443357,2617.006563881559,717.6686,608.5398259599984,1,Treino
4,1,Treino,2023,9,8,20,0,202309082000,2023-09-08 20:00,720.6422,2.973600000000033,34.97857142857143,277,3,839,14,-5,192,9,64.6422,126.6422,688,720.6422,688,730.3323226320554,-32.6422,9.690122632055363,42.33232263205537,42.33232263205537,1792.025539424427,720.6422,1065.51322084,1,Treino
4,1,Treino,2023,9,8,21,0,202309082100,2023-09-08 21:00,721,0.3577999999999975,35.12857142857143,275,-2,844,7,-5,193,7,55,112,681,721,681,709.4562531124952,-40,-11.54374688750477,28.45625311249523,28.45625311249523,809.7583412023946,721,1600,1,Treino
4,1,Treino,2023,9,8,22,0,202309082200,2023-09-08 22:00,721,0,36.02857142857142,272,-5,844,5,-9,193,6,45,95,693,721,693,700.1784243709556,-28,-20.82157562904445,7.178424370955554,7.178424370955554,51.52977644952864,721,784,1,Treino
4,1,Treino,2023,9,8,23,0,202309082300,2023-09-08 23:00,717,-4,36.35357142857143,270,-8,843,-1,-13,193,5,31,76,688,717,688,671.3946574051688,-29,-45.6053425948312,-16.6053425948312,16.6053425948312,275.7374026917154,717,841,1,Treino
4,1,Treino,2023,9,9,0,0,202309090000,2023-09-09 00:00,712,-5,36.35357142857143,268,-12,840,-4,-23,193,4,16,56,665,712,665,650.6728111925567,-47,-61.32718880744335,-14.32718880744335,14.32718880744335,205.26833912413,712,2209,1,Treino
4,1,Treino,2023,9,9,1,0,202309090100,2023-09-09 01:00,706,-6,36.32857142857143,264,-17,835,-8,-23,193,3,0.4610000000000127,40,661,706,661,629.9196860468586,-45,-76.0803139531414,-31.0803139531414,31.0803139531414,965.985915425836,706,2025,1,Treino
4,1,Treino,2023,9,9,2,0,202309090200,2023-09-09 02:00,701,-5,35.60357142857143,261,-20,827,-13,-30,193,3,-11.63419999999996,25,659,701,659,619.28001112535,-42,-81.71998887464997,-39.71998887464997,39.71998887464997,1577.677516202318,701,1764,1,Treino
4,1,Treino,2023,9,9,3,0,202309090300,2023-09-09 03:00,693,-8,35.10357142857143,260,-21,821,-14,-23,193,2,-24.66859999999997,7,658,693,658,598.3243879167503,-35,-94.67561208324969,-59.67561208324969,59.67561208324969,3561.178677510496,693,1225,1,Treino
4,1,Treino,2023,9,9,4,0,202309090400,2023-09-09 04:00,688,-5,34.25357142857143,259,-21,812,-15,-22,193,2,-32.6422,-8,656,688,656,602.804259833427,-32,-85.19574016657305,-53.19574016657305,53.19574016657305,2829.786771869553,688,1024,1,Treino
4,1,Treino,2023,9,9,5,0,202309090500,2023-09-09 05:00,681,-7,33.65357142857143,258,-20,806,-15,-17,191,0,-40,-24.53899999999999,655,681,655,590.6958945833778,-26,-90.30410541662218,-64.30410541662218,64.30410541662218,4135.017973432058,681,676,1,Treino
4,1,Treino,2023,9,9,7,0,202309090700,2023-09-09 07:00,688,-5,36.65714285714285,255,-20,794,-12,-13,190,-2,-29,-29.66859999999997,656,688,656,617.0401899402565,-32,-70.95981005974352,-38.95981005974352,38.95981005974352,1517.866799891292,688,1024,1,Treino
4,1,Treino,2023,9,9,8,0,202309090800,2023-09-09 08:00,665,-23,39.34464285714284,254,-18,786,-12,-19,190,-3,-47,-55.6422,655,665,655,532.946022449892,-10,-132.053977550108,-122.053977550108,122.053977550108,14897.17343580227,665,100,1,Treino
4,1,Treino,2023,9,9,9,0,202309090900,2023-09-09 09:00,661,-4,39.85714285714285,254,-16,779,-15,-19,189,-4,-45,-60,654,661,654,586.7197932108854,-7,-74.28020678911457,-67.28020678911457,67.28020678911457,4526.626225586018,661,49,1,Treino
4,1,Treino,2023,9,9,10,0,202309091000,2023-09-09 10:00,659,-2,39.90714285714285,255,-13,776,-10,-5,189,-4,-42,-62,652,659,652,600.0371073971246,-7,-58.9628926028754,-51.9628926028754,51.9628926028754,2700.142207657963,659,49,1,Treino
4,1,Treino,2023,9,9,11,0,202309091100,2023-09-09 11:00,658,-1,39.13214285714285,255,-9,774,-5,-7,189,-4,-35,-59,650,658,650,602.8182023230708,-8,-55.18179767692925,-47.18179767692925,47.18179767692925,2226.122032026686,658,64,1,Treino
4,1,Treino,2023,9,9,12,0,202309091200,2023-09-09 12:00,656,-2,35.55714285714285,256,-5,773,-3,-1,189,-4,-32,-56,649,656,649,604.8216058656012,-7,-51.17839413439879,-44.17839413439879,44.17839413439879,1951.730508294281,656,49,1,Treino
4,1,Treino,2023,9,9,13,0,202309091300,2023-09-09 13:00,655,-1,32.41964285714285,257,-3,771,-3,-1,189,-4,-26,-51,647,655,647,605.2384573779306,-8,-49.76154262206944,-41.76154262206944,41.76154262206944,1744.026442174923,655,64,1,Treino
4,1,Treino,2023,9,9,14,0,202309091400,2023-09-09 14:00,654,-1,26.51964285714284,256,-3,768,-5,0,189,-4,-39,-47,644,654,644,607.5049157770909,-10,-46.4950842229091,-36.4950842229091,36.4950842229091,1331.891172437229,654,100,1,Treino
4,1,Treino,2023,9,9,15,0,202309091500,2023-09-09 15:00,656,2,21.09464285714285,256,-2,767,-4,4,189,-4,-32,-37,635,656,635,614.717665021978,-21,-41.28233497802205,-20.28233497802205,20.28233497802205,411.3731121606967,656,441,1,Treino
4,1,Treino,2023,9,9,17,0,202309091700,2023-09-09 17:00,654,-1,13.14464285714286,256,1,764,-3,4,189,-2,-7,-27,637,654,637,617.9619231907488,-17,-36.03807680925115,-19.03807680925115,19.03807680925115,362.4483685949465,654,289,1,Treino
4,1,Treino,2023,9,9,18,0,202309091800,2023-09-09 18:00,652,-2,11.33214285714286,255,1,763,-3,8,188,-2,-7,-41,635,652,635,613.0716959488666,-17,-38.92830405113341,-21.92830405113341,21.92830405113341,480.8505185589539,652,289,1,Treino
4,1,Treino,2023,9,9,19,0,202309091900,2023-09-09 19:00,650,-2,10.93214285714286,256,2,762,-2,5,188,-2,-8,-38,634,650,634,612.8462134802755,-16,-37.15378651972446,-21.15378651972446,21.15378651972446,447.4826841220764,650,256,1,Treino
4,1,Treino,2023,9,9,20,0,202309092000,2023-09-09 20:00,649,-1,10.73214285714286,255,0,758,-5,4,187,-2,-7,-16,631,649,631,613.9205188137215,-18,-35.07948118627849,-17.07948118627849,17.07948118627849,291.7086775924407,649,324,1,Treino
4,1,Treino,2023,9,9,21,0,202309092100,2023-09-09 21:00,647,-2,10.80714285714286,255,0,756,-6,2,186,-3,-8,-14,628,647,628,610.5123050732543,-19,-36.48769492674569,-17.48769492674569,17.48769492674569,305.8194738509269,647,361,1,Treino
4,1,Treino,2023,9,9,22,0,202309092200,2023-09-09 22:00,644,-3,11.95714285714286,254,-2,753,-5,5,186,-3,-10,-15,625,644,625,606.8777235147224,-19,-37.12227648527755,-18.12227648527755,18.12227648527755,328.4169050088437,644,361,1,Treino
4,1,Treino,2023,9,9,23,0,202309092300,2023-09-09 23:00,635,-9,11.83214285714286,252,-5,753,-3,7,184,-5,-21,-23,622,635,622,580.6397100459379,-13,-54.36028995406207,-41.36028995406207,41.36028995406207,1710.673585084088,635,169,1,Treino
4,1,Treino,2023,9,10,0,0,202309100000,2023-09-10 00:00,639,4,11.84464285714286,251,-5,748,-5,-2,183,-6,-16,-17,618,639,618,604.0052971317423,-21,-34.99470286825772,-13.99470286825772,13.99470286825772,195.8517083708208,639,441,1,Treino
4,1,Treino,2023,9,10,1,0,202309100100,2023-09-10 01:00,637,-2,11.84464285714286,250,-6,748,-5,2,183,-6,-17,-18,605,637,605,597.0886653955597,-32,-39.9113346044403,-7.911334604440299,7.911334604440299,62.58921522341454,637,1024,1,Treino
4,1,Treino,2023,9,10,2,0,202309100200,2023-09-10 02:00,635,-2,11.84464285714286,249,-7,744,-4,-3,183,-6,-17,-19,580,635,580,597.1108942920955,-55,-37.88910570790449,17.11089429209551,17.11089429209551,292.7827034752667,635,3025,1,Treino
4,1,Treino,2023,9,10,3,0,202309100300,2023-09-10 03:00,634,-1,11.84464285714286,247,-9,742,-6,0,183,-6,-16,-22,562,634,562,596.0040919350399,-72,-37.99590806496008,34.00409193503992,34.00409193503992,1156.278268326647,634,5184,1,Treino
4,1,Treino,2023,9,10,4,0,202309100400,2023-09-10 04:00,631,-3,11.86964285714286,247,-8,737,-7,-2,183,-6,-18,-24,550,631,550,592.0627011110149,-81,-38.93729888898508,42.06270111101492,42.06270111101492,1769.270824754575,631,6561,1,Treino
4,1,Treino,2023,9,10,5,0,202309100500,2023-09-10 05:00,628,-3,11.86964285714286,245,-11,734,-8,-2,182,-6,-19,-26,544,628,544,587.2784521685127,-84,-40.72154783148733,43.27845216851267,43.27845216851267,1873.024422102239,628,7056,1,Treino
4,1,Treino,2023,9,10,6,0,202309100600,2023-09-10 06:00,625,-3,11.86964285714286,244,-11,729,-8,-4,181,-7,-19,-27,542,625,542,585.481507959596,-83,-39.518492040404,43.481507959596,43.481507959596,1890.64153444041,625,6889,1,Treino
4,1,Treino,2023,9,10,7,0,202309100700,2023-09-10 07:00,622,-3,11.86964285714286,243,-12,724,-10,-3,181,-6,-13,-28,545,622,545,582.9036221274383,-77,-39.09637787256167,37.90362212743833,37.90362212743833,1436.684570379632,622,5929,1,Treino
4,1,Treino,2023,9,10,8,0,202309100800,2023-09-10 08:00,618,-4,11.86964285714286,240,-14,668,-61,-55,181,-5,-21,-31,552,618,552,581.3018443236275,-66,-36.69815567637249,29.30184432362751,29.30184432362751,858.5980807661015,618,4356,1,Treino
4,1,Treino,2023,9,10,9,0,202309100900,2023-09-10 09:00,605,-13,11.71964285714286,240,-12,651,-73,-16,179,-7,-32,-42,562,605,562,549.3358862071847,-43,-55.66411379281533,-12.66411379281533,12.66411379281533,160.3797781573755,605,1849,1,Treino
4,1,Treino,2023,9,10,10,0,202309101000,2023-09-10 10:00,580,-25,10.81964285714286,238,-13,640,-28,-7,179,-5,-55,-64,577,580,577,533.5157182081947,-3,-46.4842817918053,-43.4842817918053,43.4842817918053,1890.88276294913,580,9,1,Treino
4,1,Treino,2023,9,10,11,0,202309101100,2023-09-10 11:00,562,-18,10.49464285714286,237,-13,634,-17,-4,178,-5,-72,-73,604,562,604,530.7912785331217,42,-31.20872146687827,-73.20872146687827,73.20872146687827,5359.516898814963,562,1764,1,Treino
4,1,Treino,2023,9,10,12,0,202309101200,2023-09-10 12:00,550,-12,10.49464285714286,236,-13,636,-4,5,178,-5,-81,-89,618,550,618,539.7794914201295,68,-10.22050857987051,-78.22050857987051,78.22050857987051,6118.447962493597,550,4624,1,Treino
4,1,Treino,2023,9,10,13,0,202309101300,2023-09-10 13:00,544,-6,10.49464285714286,235,-12,640,6,4,177,-6,-84,-93,623,544,623,551.0226755290979,79,7.02267552909791,-71.97732447090209,71.97732447090209,5180.735237989521,544,6241,1,Treino
4,1,Treino,2023,9,10,14,0,202309101400,2023-09-10 14:00,542,-2,10.49464285714286,234,-13,652,16,17,177,-6,-83,-93,619,542,619,563.7312949815299,77,21.73129498152991,-55.26870501847009,55.26870501847009,3054.62975441866,542,5929,1,Treino
4,1,Treino,2023,9,10,15,0,202309101500,2023-09-10 15:00,545,3,10.46964285714286,233,-12,667,27,15,177,-6,-77,-89,607,545,607,567.2953643135659,62,22.29536431356587,-39.70463568643413,39.70463568643413,1576.458094992459,545,3844,1,Treino
4,1,Treino,2023,9,10,16,0,202309101600,2023-09-10 16:00,552,7,10.46964285714286,232,-12,678,26,15,176,-6,-66,-79,593,552,593,562.4037794672215,41,10.40377946722151,-30.59622053277849,30.59622053277849,936.128710890416,552,1681,1,Treino
4,1,Treino,2023,9,10,17,0,202309101700,2023-09-10 17:00,562,10,10.46964285714286,230,-13,732,65,56,175,-6,-43,-66,579,562,579,552.0267310776181,17,-9.973268922381862,-26.97326892238186,26.97326892238186,727.5572363591313,562,289,1,Treino
4,1,Treino,2023,9,10,18,0,202309101800,2023-09-10 18:00,577,15,10.44107142857143,229,-11,745,67,18,174,-7,-3,-48,568,577,568,540.6336855907474,-9,-36.3663144092526,-27.3663144092526,27.3663144092526,748.9151643460663,577,81,1,Treino
4,1,Treino,2023,9,10,19,0,202309101900,2023-09-10 19:00,604,27,5.466071428571428,228,-12,747,15,5,173,-8,42,-18,560,604,560,511.3023211439568,-44,-92.69767885604324,-48.69767885604324,48.69767885604324,2371.463925966321,604,1936,1,Treino
4,1,Treino,2023,9,10,20,0,202309102000,2023-09-10 20:00,618,14,2.353571428571429,226,-12,740,-5,-2,173,-6,68,0,554,618,554,549.6371003018123,-64,-68.36289969818768,-4.362899698187675,4.362899698187675,19.03489377644611,618,4096,1,Treino
4,1,Treino,2023,9,10,21,0,202309102100,2023-09-10 21:00,623,5,1.766071428571429,225,-12,722,-25,-13,173,-6,79,18,549,623,549,575.136431410971,-74,-47.863568589029,26.136431410971,26.136431410971,683.1130469003915,623,5476,1,Treino
4,1,Treino,2023,9,10,22,0,202309102200,2023-09-10 22:00,619,-4,1.691071428571429,224,-12,700,-40,34,172,-6,77,39,544,619,544,565.422838518033,-75,-53.57716148196698,21.42283851803302,21.42283851803302,458.9380101697191,619,5625,1,Treino
4,1,Treino,2023,9,10,23,0,202309102300,2023-09-10 23:00,607,-12,1.666071428571429,222,-13,682,-40,-1,171,-7,62,45,540,607,540,545.6073584820916,-67,-61.39264151790837,5.607358482091627,5.607358482091627,31.44246914668491,607,4489,1,Treino
4,1,Treino,2023,9,11,0,0,202309110000,2023-09-11 00:00,593,-14,1.591071428571428,220,-14,671,-29,0,171,-6,41,43,537,593,537,529.5669488757562,-56,-63.43305112424378,-7.433051124243775,7.433051124243775,55.25024901562165,593,3136,1,Treino
4,1,Treino,2023,9,11,1,0,202309110100,2023-09-11 01:00,579,-14,1.541071428571429,219,-14,662,-20,-3,170,-7,17,35,533,579,533,517.7769730873458,-46,-61.22302691265418,-15.22302691265418,15.22302691265418,231.7405483833934,579,2116,1,Treino
4,1,Treino,2023,9,11,2,0,202309110200,2023-09-11 02:00,568,-11,1.5125,219,-13,657,-14,-7,170,-7,-9,26,529,568,529,515.3865362391034,-39,-52.61346376089659,-13.61346376089659,13.61346376089659,185.3263955692448,568,1521,1,Treino
4,1,Treino,2023,9,11,3,0,202309110300,2023-09-11 03:00,560,-8,1.5125,217,-13,650,-12,-11,169,-7,-44,15,526,560,526,515.5896112520597,-34,-44.41038874794026,-10.41038874794026,10.41038874794026,108.3761938832412,560,1156,1,Treino
4,1,Treino,2023,9,11,4,0,202309110400,2023-09-11 04:00,554,-6,1.4875,215,-14,645,-12,-17,169,-6,-64,2,522,554,522,513.7755371954396,-32,-40.2244628045604,-8.224462804560403,8.224462804560403,67.64178842359757,554,1024,1,Treino
4,1,Treino,2023,9,11,5,0,202309110500,2023-09-11 05:00,549,-5,1.4875,214,-14,641,-9,-19,168,-6,-74,-13,519,549,519,512.978435503273,-30,-36.02156449672702,-6.021564496727024,6.021564496727024,36.25923898824337,549,900,1,Treino
4,1,Treino,2023,9,11,6,0,202309110600,2023-09-11 06:00,544,-5,1.4875,212,-14,636,-9,-16,168,-5,-75,-33,517,544,517,510.8266433443647,-27,-33.1733566556353,-6.173356655635303,6.173356655635303,38.11033239767669,544,729,1,Treino
4,1,Treino,2023,9,11,7,0,202309110700,2023-09-11 07:00,540,-4,1.4875,211,-14,633,-8,-57,168,-5,-67,-64,513,540,513,501.4028956571702,-27,-38.59710434282977,-11.59710434282977,11.59710434282977,134.492829138481,540,729,1,Treino
4,1,Treino,2023,9,11,8,0,202309110800,2023-09-11 08:00,537,-3,1.4625,209,-15,629,-7,-17,167,-6,-56,-81,509,537,509,519.2219519057317,-28,-17.77804809426834,10.22195190573166,10.22195190573166,104.4883007630911,537,784,1,Treino
