EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_4a_nivel_86298000,inp05_input_4b_nivel_D-10H_86298000,inp06_input_7a_nivel_86472000,inp07_input_7b_nivel_D-2h_86472000,inp08_input_7c_nivel_A-14h_86472000,inp09_input_8a_nivel_86125130,inp10_input_8b_nivel_D-11h_86125130,inp11_input_14_nivel_D-8h_86472600,inp12_input_15_nivel_D-12h_86472600,saida_8h_conv_nivel_8h_86472600,NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
19,1,Treino,2025,8,20,19,0,202508201900,2025-08-20 19:00,356,7,8.958333333333334,107,23,413,98,45,89,2,3,-25,392,356,392,351.8311437122852,36,-4.168856287714789,-40.16885628771479,40.16885628771479,1613.537015463084,356,1296,1,Treino
19,1,Treino,2025,8,20,20,0,202508202000,2025-08-20 20:00,359,3,8.891666666666667,102,-2,436,55,41,90,4,36,-18,395,359,395,350.0966607237831,36,-8.903339276216911,-44.90333927621691,44.90333927621691,2016.309878155044,359,1296,1,Treino
19,1,Treino,2025,8,20,21,0,202508202100,2025-08-20 21:00,362,3,8.891666666666667,98,-15,447,34,24,90,4,70,-11,398,362,398,352.8680226719067,36,-9.131977328093285,-45.13197732809328,45.13197732809328,2036.895377543526,362,1296,1,Treino
19,1,Treino,2025,8,20,22,0,202508202200,2025-08-20 22:00,367,5,8.891666666666667,94,-21,453,17,13,90,3,98,-2,401,367,401,357.4098196661896,34,-9.590180333810395,-43.59018033381039,43.59018033381039,1900.10382153411,367,1156,1,Treino
19,1,Treino,2025,8,20,23,0,202508202300,2025-08-20 23:00,370,3,8.875000000000002,90,-26,453,6,4,90,2,111,17,402,370,402,351.9213221795005,32,-18.07867782049948,-50.07867782049948,50.07867782049948,2507.873972249386,370,1024,1,Treino
19,1,Treino,2025,8,21,0,0,202508210000,2025-08-21 00:00,373,3,8.875000000000002,87,-29,452,-1,0,90,2,88,50,403,373,403,348.3272039635879,30,-24.67279603641214,-54.67279603641214,54.67279603641214,2989.114626439123,373,900,1,Treino
19,1,Treino,2025,8,21,1,0,202508210100,2025-08-21 01:00,377,4,8.875000000000002,84,-30,446,-7,-5,90,1,49,85,408,377,408,351.0605686898093,31,-25.93943131019068,-56.93943131019068,56.93943131019068,3242.098837927923,377,961,1,Treino
19,1,Treino,2025,8,21,2,0,202508210200,2025-08-21 02:00,384,7,8.875000000000002,81,-32,412,-40,-34,90,1,35,115,418,384,418,380.5313571857904,34,-3.468642814209602,-37.4686428142096,37.4686428142096,1403.899194338821,384,1156,1,Treino
19,1,Treino,2025,8,21,3,0,202508210300,2025-08-21 03:00,392,8,8.683333333333335,80,-32,384,-62,-28,90,1,36,133,422,392,422,405.185952641157,30,13.18595264115697,-16.81404735884303,16.81404735884303,282.7121885854162,392,900,1,Treino
19,1,Treino,2025,8,21,4,0,202508210400,2025-08-21 04:00,395,3,8.683333333333335,78,-32,372,-40,-11,90,1,36,110,406,395,406,382.636926774744,11,-12.36307322525602,-23.36307322525602,23.36307322525602,545.8331905286745,395,121,1,Treino
19,1,Treino,2025,8,21,5,0,202508210500,2025-08-21 05:00,398,3,8.683333333333335,75,-32,371,-13,-1,90,1,36,70,396,398,396,385.3697362191011,-2,-12.63026378089887,-10.63026378089887,10.63026378089887,113.0025080514904,398,4,1,Treino
19,1,Treino,2025,8,21,6,0,202508210600,2025-08-21 06:00,401,3,8.683333333333335,74,-28,368,-4,-2,90,1,34,52,407,401,407,388.2202364266686,6,-12.77976357333137,-18.77976357333137,18.77976357333137,352.6795198702237,401,36,1,Treino
19,1,Treino,2025,8,21,7,0,202508210700,2025-08-21 07:00,402,1,8.683333333333335,73,-25,365,-6,-35,90,0,32,46,433,402,433,385.8134269172057,31,-16.18657308279433,-47.18657308279433,47.18657308279433,2226.57267929789,402,961,1,Treino
19,1,Treino,2025,8,21,8,0,202508210800,2025-08-21 08:00,403,1,8.683333333333335,72,-22,359,-9,-72,90,0,30,44,471,403,471,391.8915281915063,68,-11.10847180849373,-79.10847180849373,79.10847180849373,6258.150311875248,403,4624,1,Treino
19,1,Treino,2025,8,21,9,0,202508210900,2025-08-21 09:00,408,5,8.683333333333335,75,-15,338,-27,-53,90,0,31,46,530,408,530,420.7774524897603,122,12.77745248976032,-109.2225475102397,109.2225475102397,11929.56488462656,408,14884,1,Treino
19,1,Treino,2025,8,21,10,0,202508211000,2025-08-21 10:00,418,10,8.66666666666667,87,0,320,-39,-41,90,0,34,51,564,418,564,463.4247854834626,146,45.42478548346264,-100.5752145165374,100.5752145165374,10115.37377504751,418,21316,1,Treino
19,1,Treino,2025,8,21,11,0,202508211100,2025-08-21 11:00,422,4,8.16666666666667,109,25,307,-31,-24,90,0,30,52,579,422,579,436.640293429881,157,14.64029342988101,-142.359706570119,142.359706570119,20266.28605473038,422,24649,1,Treino
19,1,Treino,2025,8,21,12,0,202508211200,2025-08-21 12:00,406,-16,6.083333333333333,120,39,296,-24,-17,90,0,11,33,594,406,594,379.3394436529308,188,-26.66055634706925,-214.6605563470692,214.6605563470692,46079.15445123329,406,35344,1,Treino
19,1,Treino,2025,8,21,13,0,202508211300,2025-08-21 13:00,396,-10,3.258333333333333,120,40,288,-19,-8,90,0,-2,19,602,396,602,372.735812452845,206,-23.26418754715496,-229.264187547155,229.264187547155,52562.06769165704,396,42436,1,Treino
19,1,Treino,2025,8,21,14,0,202508211400,2025-08-21 14:00,407,11,0.866666666666667,117,39,283,-13,-4,90,0,6,23,612,407,612,435.9976507456437,205,28.99765074564368,-176.0023492543563,176.0023492543563,30976.82694305242,407,42025,1,Treino
19,1,Treino,2025,8,21,15,0,202508211500,2025-08-21 15:00,433,26,0.08333333333333334,113,38,280,-8,3,90,0,31,41,625,433,625,501.1537463742725,192,68.15374637427249,-123.8462536257275,123.8462536257275,15337.89453712803,433,36864,1,Treino
19,1,Treino,2025,8,21,16,0,202508211600,2025-08-21 16:00,471,38,0.03333333333333333,109,35,278,-5,32,91,1,68,76,630,471,630,525.9211217717194,159,54.92112177171941,-104.0788782282806,104.0788782282806,10832.41289325726,471,25281,1,Treino
19,1,Treino,2025,8,21,17,0,202508211700,2025-08-21 17:00,530,59,0.01666666666666667,106,33,277,-3,27,90,0,122,132,630,530,630,652.3501825622075,100,122.3501825622075,22.35018256220746,22.35018256220746,499.5306605640026,530,10000,1,Treino
19,1,Treino,2025,8,21,18,0,202508211800,2025-08-21 18:00,564,34,0.01666666666666667,103,31,312,34,47,90,0,146,163,629,564,629,625.1681607734994,65,61.16816077349938,-3.83183922650062,3.83183922650062,14.68299185774887,564,4225,1,Treino
19,1,Treino,2025,8,21,19,0,202508211900,2025-08-21 19:00,579,15,0.01666666666666667,98,23,370,93,59,90,0,157,177,627,579,627,601.5295331653865,48,22.52953316538651,-25.47046683461349,25.47046683461349,648.7446807731457,579,2304,1,Treino
19,1,Treino,2025,8,21,20,0,202508212000,2025-08-21 20:00,594,15,0.01666666666666667,94,7,401,89,34,90,0,188,191,626,594,626,640.8472385504315,32,46.84723855043148,14.84723855043148,14.84723855043148,220.4404925734188,594,1024,1,Treino
19,1,Treino,2025,8,21,21,0,202508212100,2025-08-21 21:00,602,8,0.01666666666666667,89,-20,411,41,13,89,-1,206,194,626,602,626,644.0192659931861,24,42.01926599318608,18.01926599318608,18.01926599318608,324.6939469331924,602,576,1,Treino
19,1,Treino,2025,8,21,22,0,202508212200,2025-08-21 22:00,612,10,0.01666666666666667,84,-36,414,13,9,88,-2,205,194,625,612,625,661.0646827167807,13,49.06468271678068,36.06468271678068,36.06468271678068,1300.661339462059,612,169,1,Treino
19,1,Treino,2025,8,21,23,0,202508212300,2025-08-21 23:00,625,13,0.01666666666666667,80,-40,414,3,21,88,-2,192,203,625,625,625,677.3564957775649,0,52.35649577756487,52.35649577756487,52.35649577756487,2741.202650106168,625,0,1,Treino
19,1,Treino,2025,8,22,0,0,202508220000,2025-08-22 00:00,630,5,0.01666666666666667,77,-40,414,0,18,88,-2,159,224,610,630,610,675.4692847967531,-20,45.46928479675307,65.46928479675307,65.46928479675307,4286.227251798363,630,400,1,Treino
19,1,Treino,2025,8,22,1,0,202508220100,2025-08-22 01:00,630,0,0.01666666666666667,73,-40,414,0,13,88,-2,100,234,590,630,590,653.7188264037522,-40,23.71882640375225,63.71882640375225,63.71882640375225,4060.088838271514,630,1600,1,Treino
19,1,Treino,2025,8,22,2,0,202508220200,2025-08-22 02:00,629,-1,0,70,-39,387,-27,-16,88,-2,65,222,589,629,589,637.2429934826218,-40,8.242993482621841,48.24299348262184,48.24299348262184,2327.386420164294,629,1600,1,Treino
19,1,Treino,2025,8,22,3,0,202508220300,2025-08-22 03:00,627,-2,0.06666666666666667,69,-37,358,-56,-21,88,-3,48,194,601,627,601,625.5230017549146,-26,-1.476998245085383,24.52300175491462,24.52300175491462,601.3776150715454,627,676,1,Treino
19,1,Treino,2025,8,22,4,0,202508220400,2025-08-22 04:00,626,-1,0.15,67,-36,341,-46,-12,88,-2,32,155,602,626,602,629.7851339791155,-24,3.785133979115471,27.78513397911547,27.78513397911547,772.0136702373972,626,576,1,Treino
19,1,Treino,2025,8,22,5,0,202508220500,2025-08-22 05:00,626,0,0.3333333333333334,64,-34,332,-26,-6,87,-3,24,96,598,626,598,627.6234198520449,-28,1.62341985204489,29.62341985204489,29.62341985204489,877.5470037305273,626,784,1,Treino
19,1,Treino,2025,8,22,6,0,202508220600,2025-08-22 06:00,625,-1,0.3833333333333334,62,-32,328,-13,-2,88,-2,13,61,594,625,594,607.3633081333074,-31,-17.63669186669256,13.36330813330744,13.36330813330744,178.5780042657208,625,961,1,Treino
19,1,Treino,2025,8,22,7,0,202508220700,2025-08-22 07:00,625,0,0.5,59,-30,325,-7,-2,87,-3,0,46,590,625,590,603.1393472481819,-35,-21.86065275181807,13.13934724818193,13.13934724818193,172.6424461083062,625,1225,1,Treino
19,1,Treino,2025,8,22,8,0,202508220800,2025-08-22 08:00,610,-15,0.5,58,-26,324,-4,-36,87,-2,-20,16,601,610,601,563.5380608020316,-9,-46.46193919796838,-37.46193919796838,37.46193919796838,1403.39688847228,610,81,1,Treino
19,1,Treino,2025,8,22,9,0,202508220900,2025-08-22 09:00,590,-20,0.5166666666666667,64,-16,326,1,-56,87,-1,-40,-12,616,590,616,574.9660205223494,26,-15.03397947765063,-41.03397947765063,41.03397947765063,1683.787471772253,590,676,1,Treino
19,1,Treino,2025,8,22,10,0,202508221000,2025-08-22 10:00,589,-1,0.5166666666666667,84,7,335,11,-22,86,-2,-40,-23,618,589,618,541.019749600998,29,-47.98025039900199,-76.98025039900199,76.98025039900199,5925.958951493046,589,841,1,Treino
19,1,Treino,2025,8,22,11,0,202508221100,2025-08-22 11:00,601,12,0.5166666666666667,98,25,346,20,1,86,-2,-26,-24,614,601,614,563.5123000198662,13,-37.48769998013381,-50.48769998013381,50.48769998013381,2549.007849284004,601,169,1,Treino
19,1,Treino,2025,8,22,12,0,202508221200,2025-08-22 12:00,602,1,0.5166666666666667,100,30,351,16,2,86,-2,-24,-28,609,602,609,544.8001250374601,7,-57.19987496253987,-64.19987496253987,64.19987496253987,4121.623945205753,602,49,1,Treino
19,1,Treino,2025,8,22,13,0,202508221300,2025-08-22 13:00,598,-4,0.5166666666666667,100,31,332,-14,-19,86,-2,-28,-32,603,598,603,560.2188147845646,5,-37.78118521543536,-42.78118521543536,42.78118521543536,1830.229808437385,598,25,1,Treino
19,1,Treino,2025,8,22,14,0,202508221400,2025-08-22 14:00,594,-4,0.55,100,33,313,-38,-19,86,-2,-31,-35,598,594,598,569.3913083588687,4,-24.60869164113126,-28.60869164113126,28.60869164113126,818.4572374173335,594,16,1,Treino
19,1,Treino,2025,8,22,15,0,202508221500,2025-08-22 15:00,590,-4,0.55,100,36,303,-29,-10,86,-2,-35,-37,591,590,591,559.2856761418373,1,-30.71432385816274,-31.71432385816274,31.71432385816274,1005.798337780431,590,1,1,Treino
19,1,Treino,2025,8,22,16,0,202508221600,2025-08-22 16:00,601,11,0.55,99,37,325,12,49,86,-1,-9,-25,582,601,582,517.6046689537417,-19,-83.39533104625832,-64.39533104625832,64.39533104625832,4146.758660557201,601,361,1,Treino
19,1,Treino,2025,8,22,17,0,202508221700,2025-08-22 17:00,616,15,0.55,99,40,352,49,56,86,-2,26,-10,572,616,572,522.8611275964446,-44,-93.13887240355541,-49.13887240355541,49.13887240355541,2414.628781092899,616,1936,1,Treino
19,1,Treino,2025,8,22,18,0,202508221800,2025-08-22 18:00,618,2,0.55,99,41,366,41,31,86,-1,29,-7,563,618,563,553.7415432289737,-55,-64.25845677102632,-9.258456771026317,9.258456771026317,85.71902178096306,618,3025,1,Treino
19,1,Treino,2025,8,22,19,0,202508221900,2025-08-22 19:00,614,-4,0.55,97,33,371,19,14,86,-1,13,-11,554,614,554,543.2216014623582,-60,-70.7783985376418,-10.77839853764181,10.77839853764181,116.173875036239,614,3600,1,Treino
19,1,Treino,2025,8,22,20,0,202508222000,2025-08-22 20:00,609,-5,0.55,94,10,373,7,6,86,-1,7,-1,546,609,546,538.863006915593,-63,-70.13699308440698,-7.136993084406981,7.136993084406981,50.93667028687307,609,3969,1,Treino
19,1,Treino,2025,8,22,21,0,202508222100,2025-08-22 21:00,603,-6,0.55,90,-8,373,2,3,86,0,5,13,539,603,539,531.5071846684694,-64,-71.49281533153055,-7.492815331530551,7.492815331530551,56.14228159241928,603,4096,1,Treino
19,1,Treino,2025,8,22,22,0,202508222200,2025-08-22 22:00,598,-5,0.6166666666666667,86,-14,373,0,1,86,0,4,9,531,598,531,528.5570232024351,-67,-69.44297679756494,-2.442976797564938,2.442976797564938,5.968135633440641,598,4489,1,Treino
19,1,Treino,2025,8,22,23,0,202508222300,2025-08-22 23:00,591,-7,0.7833333333333333,81,-19,373,0,-2,85,-1,1,-10,524,591,524,512.1291341463544,-67,-78.87086585364557,-11.87086585364557,11.87086585364557,140.9174561152483,591,4489,1,Treino
19,1,Treino,2025,8,23,0,0,202508230000,2025-08-23 00:00,582,-9,0.7833333333333333,78,-22,373,0,-9,85,-1,-19,-20,503,582,503,494.8250773490914,-79,-87.17492265090857,-8.17492265090857,8.17492265090857,66.829360348338,582,6241,1,Treino
19,1,Treino,2025,8,23,1,0,202508230100,2025-08-23 01:00,572,-10,0.85,73,-27,372,-1,-12,85,-1,-44,-26,470,572,470,478.8223795499299,-102,-93.1776204500701,8.822379549929906,8.822379549929906,77.83438092302141,572,10404,1,Treino
19,1,Treino,2025,8,23,2,0,202508230200,2025-08-23 02:00,563,-9,0.85,72,-27,370,-3,-7,85,-1,-55,-31,450,563,450,468.0972163917482,-113,-94.90278360825175,18.09721639174825,18.09721639174825,327.5092411297614,563,12769,1,Treino
19,1,Treino,2025,8,23,3,0,202508230300,2025-08-23 03:00,554,-9,0.85,69,-30,369,-3,18,85,-1,-60,-36,444,554,444,451.4460154017927,-110,-102.5539845982073,7.446015401792693,7.446015401792693,55.44314536373399,554,12100,1,Treino
19,1,Treino,2025,8,23,4,0,202508230400,2025-08-23 04:00,546,-8,0.95,67,-32,367,-3,17,85,-1,-63,-55,445,546,445,450.5391155605284,-101,-95.46088443947156,5.539115560528444,5.539115560528444,30.68180119288834,546,10201,1,Treino
19,1,Treino,2025,8,23,5,0,202508230500,2025-08-23 05:00,539,-7,1.133333333333333,64,-33,367,-2,10,85,-1,-64,-77,445,539,445,453.227307167299,-94,-85.77269283270095,8.227307167299045,8.227307167299045,67.68858322509024,539,8836,1,Treino
19,1,Treino,2025,8,23,6,0,202508230600,2025-08-23 06:00,531,-8,1.15,61,-33,367,0,-22,85,-1,-67,-87,444,531,444,450.9125295290544,-87,-80.08747047094562,6.912529529054382,6.912529529054382,47.78306449004879,531,7569,1,Treino
19,1,Treino,2025,8,23,7,0,202508230700,2025-08-23 07:00,524,-7,1.466666666666667,59,-31,367,0,-27,85,-1,-67,-90,441,524,441,449.0935165717591,-83,-74.9064834282409,8.093516571759096,8.093516571759096,65.50501049733911,524,6889,1,Treino
19,1,Treino,2025,8,23,8,0,202508230800,2025-08-23 08:00,503,-21,3.933333333333334,80,-6,368,1,-13,85,-1,-79,-106,452,503,452,462.6135672675859,-51,-40.38643273241405,10.61356726758595,10.61356726758595,112.6478101435719,503,2601,1,Treino
20,1,Treino,2025,9,2,18,0,202509021800,2025-09-02 18:00,303,49,0.5909090909090908,51,-7,266,0,21,73,-10,83,64,405,303,405,379.3059618171836,102,76.30596181718363,-25.69403818281637,25.69403818281637,660.1835981400255,303,10404,1,Treino
20,1,Treino,2025,9,2,19,0,202509021900,2025-09-02 19:00,351,48,0.5909090909090908,51,-5,277,11,21,73,-9,140,109,409,351,409,442.6467375585528,58,91.64673755855279,33.64673755855279,33.64673755855279,1132.102948334127,351,3364,1,Treino
20,1,Treino,2025,9,2,20,0,202509022000,2025-09-02 20:00,365,14,0.5909090909090908,50,-5,299,33,27,73,-9,158,126,418,365,418,402.0088996692963,53,37.00889966929628,-15.99110033070372,15.99110033070372,255.7152897866325,365,2809,1,Treino
20,1,Treino,2025,9,2,21,0,202509022100,2025-09-02 21:00,373,8,0.609090909090909,50,-5,315,38,19,80,-3,165,142,436,373,436,406.3027276864268,63,33.30272768642681,-29.69727231357319,29.69727231357319,881.927982866521,373,3969,1,Treino
20,1,Treino,2025,9,2,22,0,202509022200,2025-09-02 22:00,384,11,0.609090909090909,50,-3,325,26,7,82,0,172,164,456,384,456,435.1903102279217,72,51.19031022792171,-20.80968977207829,20.80968977207829,433.0431884101396,384,5184,1,Treino
20,1,Treino,2025,9,2,23,0,202509022300,2025-09-02 23:00,395,11,0.609090909090909,50,-2,332,17,0,82,-1,180,184,488,395,488,446.9170011645393,93,51.91700116453933,-41.08299883546067,41.08299883546067,1687.812793314463,395,8649,1,Treino
20,1,Treino,2025,9,3,0,0,202509030000,2025-09-03 00:00,400,5,0.609090909090909,50,-1,339,14,3,83,0,180,193,532,400,532,424.5979016135088,132,24.59790161350884,-107.4020983864912,107.4020983864912,11535.21073782153,400,17424,1,Treino
20,1,Treino,2025,9,3,1,0,202509030100,2025-09-03 01:00,402,2,0.609090909090909,50,-1,344,12,23,82,1,148,194,564,402,564,410.3678605843728,162,8.367860584372806,-153.6321394156272,153.6321394156272,23602.83426142271,402,26244,1,Treino
20,1,Treino,2025,9,3,2,0,202509030200,2025-09-03 02:00,405,3,0.609090909090909,50,0,346,7,26,83,5,102,193,602,405,602,413.1980161781019,197,8.198016178101852,-188.8019838218981,188.8019838218981,35646.18909508429,405,38809,1,Treino
20,1,Treino,2025,9,3,3,0,202509030300,2025-09-03 03:00,409,4,0.609090909090909,50,-1,347,3,20,83,8,58,194,636,409,636,417.3779272348447,227,8.37792723484472,-218.6220727651553,218.6220727651553,47795.61070013285,409,51529,1,Treino
20,1,Treino,2025,9,3,4,0,202509030400,2025-09-03 04:00,418,9,0.609090909090909,50,-1,347,1,13,83,10,53,198,668,418,668,466.7270190067381,250,48.72701900673815,-201.2729809932619,201.2729809932619,40510.81287791394,418,62500,1,Treino
20,1,Treino,2025,9,3,5,0,202509030500,2025-09-03 05:00,436,18,0.609090909090909,50,-1,346,-1,8,83,10,63,182,694,436,694,550.5657178724189,258,114.5657178724189,-143.4342821275811,143.4342821275811,20573.39328945454,436,66564,1,Treino
20,1,Treino,2025,9,3,6,0,202509030600,2025-09-03 06:00,456,20,0.8424242424242423,50,0,346,-1,2,83,10,72,153,729,456,729,575.8720459236774,273,119.8720459236774,-153.1279540763226,153.1279540763226,23448.17031960035,456,74529,1,Treino
20,1,Treino,2025,9,3,7,0,202509030700,2025-09-03 07:00,488,32,1.400757575757576,50,0,347,1,1,83,10,93,137,757,488,757,642.9134837231722,269,154.9134837231722,-114.0865162768278,114.0865162768278,13015.73319618288,488,72361,1,Treino
20,1,Treino,2025,9,3,8,0,202509030800,2025-09-03 08:00,532,44,2.767424242424243,51,1,351,5,4,83,3,132,167,772,532,772,714.8122856422493,240,182.8122856422493,-57.18771435775068,57.18771435775068,3270.434673463683,532,57600,1,Treino
20,1,Treino,2025,9,3,9,0,202509030900,2025-09-03 09:00,564,32,3.717424242424242,51,1,352,5,-10,83,1,162,191,784,564,784,730.2655898633442,220,166.2655898633442,-53.73441013665581,53.73441013665581,2887.386832734339,564,48400,1,Treino
20,1,Treino,2025,9,3,10,0,202509031000,2025-09-03 10:00,602,38,4.325757575757576,52,2,350,-1,-24,83,1,197,218,793,602,793,757.0523459393603,191,155.0523459393603,-35.94765406063971,35.94765406063971,1292.233832463426,602,36481,1,Treino
20,1,Treino,2025,9,3,11,0,202509031100,2025-09-03 11:00,636,34,4.325757575757576,51,1,328,-24,-38,83,0,227,241,799,636,799,758.0459146447985,163,122.0459146447985,-40.95408535520153,40.95408535520153,1677.237107281132,636,26569,1,Treino
20,1,Treino,2025,9,3,12,0,202509031200,2025-09-03 12:00,668,32,4.375757575757576,51,1,304,-46,-34,83,1,250,268,801,668,801,758.8852685858742,133,90.8852685858742,-42.1147314141258,42.1147314141258,1773.650602083954,668,17689,1,Treino
20,1,Treino,2025,9,3,13,0,202509031300,2025-09-03 13:00,694,26,4.400757575757576,51,1,287,-41,-24,83,0,258,292,801,694,801,767.3624600436511,107,73.36246004365114,-33.63753995634886,33.63753995634886,1131.484094314966,694,11449,1,Treino
20,1,Treino,2025,9,3,14,0,202509031400,2025-09-03 14:00,729,35,4.400757575757576,51,1,274,-30,-20,82,-1,273,324,797,729,797,794.7475779345299,68,65.74757793452989,-2.252422065470114,2.252422065470114,5.073405161016654,729,4624,1,Treino
20,1,Treino,2025,9,3,15,0,202509031500,2025-09-03 15:00,757,28,4.400757575757576,52,2,266,-21,-13,83,0,269,348,791,757,791,812.1941949088559,34,55.19419490885593,21.19419490885593,21.19419490885593,449.1938978345748,757,1156,1,Treino
20,1,Treino,2025,9,3,16,0,202509031600,2025-09-03 16:00,772,15,4.400757575757576,53,3,266,-8,-2,83,0,240,354,785,772,785,807.6125130662558,13,35.61251306625581,22.61251306625581,22.61251306625581,511.32574717159,772,169,1,Treino
20,1,Treino,2025,9,3,17,0,202509031700,2025-09-03 17:00,784,12,4.400757575757576,53,3,266,0,-1,83,0,220,348,780,784,780,810.4546464405036,-4,26.45464644050355,30.45464644050355,30.45464644050355,927.4854898160756,784,16,1,Treino
20,1,Treino,2025,9,3,18,0,202509031800,2025-09-03 18:00,793,9,4.400757575757576,53,2,266,0,0,83,0,191,337,778,793,778,804.5897599330493,-15,11.58975993304932,26.58975993304932,26.58975993304932,707.0153332971951,793,225,1,Treino
20,1,Treino,2025,9,3,19,0,202509031900,2025-09-03 19:00,799,6,4.400757575757576,53,2,271,5,6,83,0,163,311,784,799,784,784.9314879879508,-15,-14.06851201204915,0.9314879879508453,0.9314879879508453,0.8676698716967142,799,225,1,Treino
20,1,Treino,2025,9,3,20,0,202509032000,2025-09-03 20:00,801,2,4.400757575757576,53,1,292,26,21,83,0,133,269,785,801,785,750.2015883624709,-16,-50.79841163752906,-34.79841163752906,34.79841163752906,1210.929452494918,801,256,1,Treino
20,1,Treino,2025,9,3,21,0,202509032100,2025-09-03 21:00,801,0,4.400757575757576,53,2,304,33,11,83,0,107,237,783,801,783,737.56212744586,-18,-63.43787255413997,-45.43787255413997,45.43787255413997,2064.600262246267,801,324,1,Treino
20,1,Treino,2025,9,3,22,0,202509032200,2025-09-03 22:00,797,-4,4.400757575757576,54,3,321,29,13,80,-3,68,195,779,797,779,712.3128567181246,-18,-84.68714328187536,-66.68714328187536,66.68714328187536,4447.175079097375,797,324,1,Treino
20,1,Treino,2025,9,3,23,0,202509032300,2025-09-03 23:00,791,-6,4.400757575757576,55,4,329,25,7,76,-7,34,155,774,791,774,703.1290288626964,-17,-87.87097113730363,-70.87097113730363,70.87097113730363,5022.694549944524,791,289,1,Treino
20,1,Treino,2025,9,4,0,0,202509040000,2025-09-04 00:00,785,-6,4.667424242424243,55,4,332,11,5,75,-8,13,117,771,785,771,705.6823557062917,-14,-79.31764429370833,-65.31764429370833,65.31764429370833,4266.394656079407,785,196,1,Treino
20,1,Treino,2025,9,4,1,0,202509040100,2025-09-04 01:00,780,-5,4.500757575757576,54,2,334,5,24,73,-9,-4,86,765,780,765,698.9368965413896,-15,-81.06310345861039,-66.06310345861039,66.06310345861039,4364.33363858306,780,225,1,Treino
20,1,Treino,2025,9,4,2,0,202509040200,2025-09-04 02:00,778,-2,4.467424242424242,54,1,333,1,23,73,-10,-15,49,757,778,757,698.6151934716137,-21,-79.38480652838632,-58.38480652838632,58.38480652838632,3408.785633357102,778,441,1,Treino
20,1,Treino,2025,9,4,3,0,202509040300,2025-09-04 03:00,784,6,4.321969696969697,55,2,321,-13,5,73,-10,-15,27,747,784,747,723.7024703021362,-37,-60.29752969786375,-23.29752969786375,23.29752969786375,542.7748900228435,784,1369,1,Treino
20,1,Treino,2025,9,4,4,0,202509040400,2025-09-04 04:00,785,1,4.121969696969697,55,2,306,-27,-2,73,-10,-16,13,736,785,736,721.0988138568443,-49,-63.90118614315566,-14.90118614315566,14.90118614315566,222.0453484729741,785,2401,1,Treino
20,1,Treino,2025,9,4,5,0,202509040500,2025-09-04 05:00,783,-2,4.076515151515151,56,3,295,-26,-3,80,-3,-18,-1,726,783,726,709.6666559171583,-57,-73.33334408284168,-16.33334408284168,16.33334408284168,266.7781289284992,783,3249,1,Treino
20,1,Treino,2025,9,4,6,0,202509040600,2025-09-04 06:00,779,-4,4.421969696969697,56,3,288,-18,-7,83,0,-18,-14,719,779,719,701.8575066744477,-60,-77.14249332555232,-17.14249332555232,17.14249332555232,293.8650774166059,779,3600,1,Treino
20,1,Treino,2025,9,4,7,0,202509040700,2025-09-04 07:00,774,-5,4.494696969696969,56,3,283,-12,-5,83,0,-17,-25,718,774,718,694.9448438586934,-56,-79.05515614130661,-23.05515614130661,23.05515614130661,531.5402247000279,774,3136,1,Treino
20,1,Treino,2025,9,4,8,0,202509040800,2025-09-04 08:00,771,-3,5.77651515151515,68,14,279,-9,-4,83,0,-14,-30,721,771,721,705.320025162564,-50,-65.67997483743602,-15.67997483743602,15.67997483743602,245.8616109026268,771,2500,1,Treino
20,1,Treino,2025,9,4,9,0,202509040900,2025-09-04 09:00,765,-6,10.13106060606061,98,43,276,-7,-8,83,3,-15,-36,721,765,721,716.5250114821033,-44,-48.47498851789669,-4.474988517896691,4.474988517896691,20.02552223530722,765,1936,1,Treino
20,1,Treino,2025,9,4,10,0,202509041000,2025-09-04 10:00,757,-8,17.63106060606061,109,54,274,-5,-23,83,7,-21,-40,716,757,716,721.9372862974957,-41,-35.06271370250431,5.937286297495689,5.937286297495689,35.25136857843007,757,1681,1,Treino
20,1,Treino,2025,9,4,11,0,202509041100,2025-09-04 11:00,747,-10,20.18560606060606,111,57,272,-4,-14,82,7,-37,-44,699,747,699,704.6307758802337,-48,-42.36922411976627,5.630775880233728,5.630775880233728,31.70563701342191,747,2304,1,Treino
20,1,Treino,2025,9,4,12,0,202509041200,2025-09-04 12:00,736,-11,23.34924242424243,111,57,271,-3,-18,82,9,-49,-49,679,736,679,690.0456597604626,-57,-45.95434023953737,11.04565976046263,11.04565976046263,122.0065995439033,736,3249,1,Treino
