EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_4a_nivel_86298000,inp05_input_4b_nivel_D-10H_86298000,inp06_input_7a_nivel_86472000,inp07_input_7b_nivel_D-2h_86472000,inp08_input_7c_nivel_A-14h_86472000,inp09_input_8a_nivel_86125130,inp10_input_8b_nivel_D-11h_86125130,inp11_input_14_nivel_D-8h_86472600,inp12_input_15_nivel_D-12h_86472600,saida_8h_conv_nivel_8h_86472600,NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA,RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
5,1,Treino,2023,11,17,7,0,202311170700,2023-11-17 07:00,880,1,17.21410256410257,386,-25,1060,16,-3,265,-5,87,167,858,880,858,839.4285499930182,-18.57145000698176,18.57145000698176,344.8987553618229,880,484,1,Treino
5,1,Treino,2023,11,17,8,0,202311170800,2023-11-17 08:00,883,3,17.5474358974359,377,-43,1057,9,-27,263,-8,66,152,861,883,861,825.2949625057299,-35.70503749427007,35.70503749427007,1274.849702467232,883,484,1,Treino
5,1,Treino,2023,11,17,9,0,202311170900,2023-11-17 09:00,888,5,20.48076923076923,371,-57,1049,-11,-31,261,-12,57,142,866,888,866,825.6343056705174,-40.36569432948261,40.36569432948261,1629.389278701224,888,484,1,Treino
5,1,Treino,2023,11,17,10,0,202311171000,2023-11-17 10:00,886,-2,25.9474358974359,364,-67,1040,-17,-19,264,-10,45,122,873,886,873,884.8760004593745,11.8760004593745,11.8760004593745,141.0393869110632,886,169,1,Treino
5,1,Treino,2023,11,17,11,0,202311171100,2023-11-17 11:00,879,-7,31.03076923076923,359,-72,1030,-19,-50,271,-3,23,86,881,879,881,914.7596194091814,33.75961940918137,33.75961940918137,1139.711902652775,879,4,1,Treino
5,1,Treino,2023,11,17,12,0,202311171200,2023-11-17 12:00,874,-5,32.75576923076923,361,-63,1023,-17,-41,281,7,6,57,894,874,894,939.0220989095379,45.02209890953793,45.02209890953793,2026.989390220217,874,400,1,Treino
5,1,Treino,2023,11,17,13,0,202311171300,2023-11-17 13:00,866,-8,29.80576923076924,367,-52,1014,-16,-19,287,14,-10,35,927,866,927,981.4030541318589,54.40305413185888,54.40305413185888,2959.692298873968,866,3721,1,Treino
5,1,Treino,2023,11,17,14,0,202311171400,2023-11-17 14:00,858,-8,31.86410256410257,378,-33,1020,-3,-4,294,22,-21,17,967,858,967,1031.545222132217,64.54522213221685,64.54522213221685,4166.085700097216,858,11881,1,Treino
5,1,Treino,2023,11,17,15,0,202311171500,2023-11-17 15:00,858,0,35.08910256410257,398,-5,1024,10,-11,306,36,-22,2,1012,858,1012,1042.314194763092,30.31419476309179,30.31419476309179,918.9504041346618,858,23716,1,Treino
5,1,Treino,2023,11,17,16,0,202311171600,2023-11-17 16:00,861,3,37.78910256410257,432,38,1032,12,-12,319,50,-22,-7,1071,861,1071,1077.575764541724,6.575764541723629,6.575764541723629,43.24067930818977,861,44100,1,Treino
5,1,Treino,2023,11,17,20,0,202311172000,2023-11-17 20:00,894,13,48.52188644688646,598,234,1108,59,38,331,70,20,11,1433,894,1433,1444.064302622274,11.06430262227377,11.06430262227377,122.4187925172543,894,290521,1,Treino
5,1,Treino,2023,11,17,21,0,202311172100,2023-11-17 21:00,927,33,46.06034798534799,656,297,1153,87,33,333,69,61,39,1511,927,1511,1502.643161102751,-8.356838897248508,8.356838897248508,69.83675635456567,927,341056,1,Treino
5,1,Treino,2023,11,17,22,0,202311172200,2023-11-17 22:00,967,40,45.21932234432235,680,319,1213,105,63,334,63,109,81,1566,967,1566,1578.185844509063,12.18584450906337,12.18584450906337,148.4948063990699,967,358801,1,Treino
5,1,Treino,2023,11,17,23,0,202311172300,2023-11-17 23:00,1012,45,62.89047619047619,689,322,1283,130,78,331,50,154,133,1616,1012,1616,1653.480179303586,37.48017930358583,37.48017930358583,1404.763840628943,1012,364816,1,Treino
5,1,Treino,2023,11,18,2,0,202311180200,2023-11-18 02:00,1229,87,71.71017316017316,761,329,1599,241,124,334,28,356,371,1747,1229,1747,1737.697425843036,-9.302574156964283,9.302574156964283,86.53788594581974,1229,268324,1,Treino
5,1,Treino,2023,11,18,6,0,202311180600,2023-11-18 06:00,1566,55,88.6588911088911,913,315,1890,94,52,356,23,599,693,1919,1566,1919,1925.929124103396,6.929124103396362,6.929124103396362,48.01276084026843,1566,124609,1,Treino
5,1,Treino,2023,11,18,7,0,202311180700,2023-11-18 07:00,1616,50,97.54222444222444,1003,347,1916,86,22,371,40,604,735,1995,1616,1995,2035.78009973963,40.78009973963003,40.78009973963003,1663.016534774173,1616,143641,1,Treino
8,1,Treino,2024,4,28,21,0,202404282100,2024-04-28 21:00,374,-2,57.61758241758241,87,19,454,6,35,106,8,-1,11,415,374,415,392.2458367540241,-22.75416324597586,22.75416324597586,517.7519450245187,374,1681,1,Treino
8,1,Treino,2024,4,28,22,0,202404282200,2024-04-28 22:00,368,-6,57.38186813186814,84,13,455,4,33,108,10,-8,-1,437,368,437,386.6276981697443,-50.37230183025565,50.37230183025565,2537.368791678377,368,4761,1,Treino
8,1,Treino,2024,4,28,23,0,202404282300,2024-04-28 23:00,358,-10,57.23901098901099,82,8,455,1,45,110,19,-19,-14,438,358,438,375.4012802728409,-62.59871972715905,62.59871972715905,3918.599711479412,358,6400,1,Treino
8,1,Treino,2024,4,29,0,0,202404290000,2024-04-29 00:00,351,-7,57.2401098901099,81,4,455,0,33,112,21,-26,-23,465,351,465,379.5063859775115,-85.49361402248849,85.49361402248849,7309.15803862624,351,12996,1,Treino
8,1,Treino,2024,4,29,1,0,202404290100,2024-04-29 01:00,347,-4,57.21153846153847,79,-2,454,-1,15,117,21,-32,-28,507,347,507,387.3335043031543,-119.6664956968457,119.6664956968457,14320.07019236319,347,25600,1,Treino
8,1,Treino,2024,4,29,2,0,202404290200,2024-04-29 02:00,345,-2,57.65439560439561,78,-9,454,-1,5,117,18,-35,-31,516,345,516,399.5187906432209,-116.4812093567791,116.4812093567791,13567.87213321781,345,29241,1,Treino
8,1,Treino,2024,4,29,3,0,202404290300,2024-04-29 03:00,349,4,58.96868131868133,76,-14,454,0,0,113,13,-30,-28,527,349,527,424.8657224124233,-102.1342775875767,102.1342775875767,10431.41065833616,349,31684,1,Treino
8,1,Treino,2024,4,29,4,0,202404290400,2024-04-29 04:00,370,21,59.95439560439561,75,-16,453,-1,-40,111,11,-6,-7,534,370,534,470.3007870903484,-63.69921290965158,63.69921290965158,4057.589725309122,370,26896,1,Treino
8,1,Treino,2024,4,29,5,0,202404290500,2024-04-29 05:00,415,45,59.139010989011,74,-16,447,-7,-41,114,13,41,36,534,415,534,525.7359458263066,-8.264054173693353,8.264054173693353,68.29459138573853,415,14161,1,Treino
8,1,Treino,2024,4,29,6,0,202404290600,2024-04-29 06:00,437,22,59.15329670329671,74,-16,444,-9,-52,112,10,69,57,540,437,540,570.405682594527,30.40568259452698,30.40568259452698,924.5055340391209,437,10609,1,Treino
8,1,Treino,2024,4,29,7,0,202404290700,2024-04-29 07:00,438,1,60.82472527472528,75,-12,441,-6,-33,114,9,80,59,561,438,561,490.5326418016764,-70.46735819832361,70.46735819832361,4965.648571450845,438,15129,1,Treino
8,1,Treino,2024,4,29,8,0,202404290800,2024-04-29 08:00,465,27,62.89395604395606,78,-6,423,-21,-26,114,8,114,89,593,465,593,583.7466318871839,-9.253368112816133,9.253368112816133,85.62482143128241,465,16384,1,Treino
8,1,Treino,2024,4,29,9,0,202404290900,2024-04-29 09:00,507,42,37.42967032967033,85,3,413,-28,-13,119,11,160,133,633,507,633,671.4514603849099,38.45146038490986,38.45146038490986,1478.514805732293,507,15876,1,Treino
8,1,Treino,2024,4,29,10,0,202404291000,2024-04-29 10:00,516,9,28.55824175824177,91,10,411,-12,-5,118,8,171,148,679,516,679,669.7581584316164,-9.24184156838362,9.24184156838362,85.41163557510342,516,26569,1,Treino
8,1,Treino,2024,4,29,11,0,202404291100,2024-04-29 11:00,527,11,26.77967032967033,94,15,409,-4,-5,117,5,178,169,736,527,736,709.0151126789361,-26.98488732106387,26.98488732106387,728.1841437305134,527,43681,1,Treino
8,1,Treino,2024,4,29,12,0,202404291200,2024-04-29 12:00,534,7,25.87967032967033,95,17,408,-3,-2,117,0,164,183,795,534,795,710.1270098592527,-84.87299014074733,84.87299014074733,7203.424455431394,534,68121,1,Treino
8,1,Treino,2024,4,29,13,0,202404291300,2024-04-29 13:00,534,0,25.76538461538462,95,19,426,17,18,112,-5,119,187,793,534,793,648.7095062498998,-144.2904937501002,144.2904937501002,20819.74658664769,534,67081,1,Treino
8,1,Treino,2024,4,29,14,0,202404291400,2024-04-29 14:00,540,6,27.24395604395604,95,20,445,37,19,111,-2,103,195,809,540,809,709.0843852370238,-99.91561476297625,99.91561476297625,9983.130073463477,540,72361,1,Treino
8,1,Treino,2024,4,29,15,0,202404291500,2024-04-29 15:00,561,21,31.07967032967033,95,21,453,27,9,111,0,123,212,842,561,842,853.4322021052927,11.43220210529273,11.43220210529273,130.6952449762595,561,78961,1,Treino
8,1,Treino,2024,4,29,16,0,202404291600,2024-04-29 16:00,593,32,32.04395604395604,95,21,456,11,3,116,2,128,223,875,593,875,927.1883190249961,52.18831902499608,52.18831902499608,2723.620642654767,593,79524,1,Treino
8,1,Treino,2024,4,29,17,0,202404291700,2024-04-29 17:00,633,40,34.01538461538462,96,21,462,9,6,116,4,126,218,927,633,927,977.883149268613,50.88314926861301,50.88314926861301,2589.094879491953,633,86436,1,Treino
8,1,Treino,2024,4,29,18,0,202404291800,2024-04-29 18:00,679,46,41.42252747252748,97,19,481,25,20,116,2,163,242,1030,679,1030,1057.181815010044,27.18181501004369,27.18181501004369,738.8510672402366,679,123201,1,Treino
8,1,Treino,2024,4,29,19,0,202404291900,2024-04-29 19:00,736,57,53.75109890109891,98,13,493,31,18,110,-4,209,298,1136,736,1136,1125.97621693,-10.02378307000004,10.02378307000004,100.4762270344193,736,160000,1,Treino
8,1,Treino,2024,4,29,20,0,202404292000,2024-04-29 20:00,795,59,60.35109890109891,100,9,511,30,21,109,-10,261,330,1180,795,1180,1187.003706520867,7.003706520866899,7.003706520866899,49.05190503043352,795,148225,1,Treino
8,1,Treino,2024,4,29,21,0,202404292100,2024-04-29 21:00,793,-2,62.08681318681319,124,30,545,52,37,111,-7,259,286,1211,793,1211,1179.897458302664,-31.10254169733639,31.10254169733639,967.3681000345489,793,174724,1,Treino
8,1,Treino,2024,4,29,22,0,202404292200,2024-04-29 22:00,809,16,69.00824175824177,147,52,565,54,38,114,-3,269,293,1245,809,1245,1279.601830718917,34.60183071891697,34.60183071891697,1197.286689100586,809,190096,1,Treino
8,1,Treino,2024,4,29,23,0,202404292300,2024-04-29 23:00,842,33,70.17967032967034,169,74,570,25,15,111,-6,281,315,1271,842,1271,1265.473157454117,-5.526842545883255,5.526842545883255,30.5459885269853,842,184041,1,Treino
8,1,Treino,2024,4,30,0,0,202404300000,2024-04-30 00:00,875,33,71.97967032967034,180,85,582,17,14,107,-5,282,341,1284,875,1284,1287.356734196179,3.356734196179104,3.356734196179104,11.26766446379818,875,167281,1,Treino
8,1,Treino,2024,4,30,1,0,202404300100,2024-04-30 01:00,927,52,70.1510989010989,194,99,621,51,41,107,-4,294,393,1285,927,1285,1338.999617217057,53.99961721705745,53.99961721705745,2915.958659588727,927,128164,1,Treino
8,1,Treino,2024,4,30,2,0,202404300200,2024-04-30 02:00,1030,103,71.80824175824176,190,95,663,81,43,106,-5,351,490,1280,1030,1280,1308.231135796543,28.23113579654341,28.23113579654341,796.9970283628749,1030,62500,1,Treino
8,1,Treino,2024,5,1,15,0,202405011500,2024-05-01 15:00,2141,12,267.1832334332333,1340,806,2463,144,90,176,51,-54,79,2206,2141,2206,2190.251868648229,-15.74813135177101,15.74813135177101,248.0036410726329,2141,4225,1,Treino
8,1,Treino,2024,5,1,16,0,202405011600,2024-05-01 16:00,2160,19,267.6910256410256,1373,826,2499,91,76,187,62,-25,39,2191,2160,2191,2193.648799250626,2.648799250625871,2.648799250625871,7.016137470116174,2160,961,1,Treino
8,1,Treino,2024,5,1,17,0,202405011700,2024-05-01 17:00,2180,20,268.7514152514152,1370,803,2511,48,43,211,90,4,21,2172,2180,2172,2185.261456702014,13.26145670201367,13.26145670201367,175.8662338593834,2180,64,1,Treino
8,1,Treino,2024,5,1,18,0,202405011800,2024-05-01 18:00,2199,19,266.628687978688,1356,727,2509,10,17,217,103,41,16,2161,2199,2161,2183.938857498763,22.9388574987629,22.9388574987629,526.1911833485509,2199,1444,1,Treino
8,1,Treino,2024,5,1,19,0,202405011900,2024-05-01 19:00,2214,15,256.9251914751915,1316,611,2487,-24,-54,220,104,84,19,2165,2214,2165,2187.216956215711,22.21695621571052,22.21695621571052,493.5931434907985,2214,2401,1,Treino
8,1,Treino,2024,5,1,20,0,202405012000,2024-05-01 20:00,2224,10,261.3933732933733,1275,464,2470,-39,-54,226,97,111,39,2212,2224,2212,2208.811590673999,-3.188409326000965,3.188409326000965,10.16595403012993,2224,144,1,Treino
8,1,Treino,2024,5,1,21,0,202405012100,2024-05-01 21:00,2226,2,264.2764901764901,1236,279,2441,-46,-83,229,85,109,50,2232,2226,2232,2215.171493450645,-16.8285065493551,16.8285065493551,283.1986326816874,2226,36,1,Treino
8,1,Treino,2024,5,1,22,0,202405012200,2024-05-01 22:00,2224,-2,263.5550616050616,1224,127,2394,-76,-107,232,81,95,66,2214,2224,2214,2209.931979397036,-4.068020602964225,4.068020602964225,16.54879162614142,2224,100,1,Treino
8,1,Treino,2024,5,1,23,0,202405012300,2024-05-01 23:00,2206,-18,259.5128538128538,1202,7,2364,-77,-155,237,84,65,76,2180,2206,2180,2180.674388871029,0.6743888710293504,0.6743888710293504,0.4548003493682418,2206,676,1,Treino
8,1,Treino,2024,5,2,0,0,202405020000,2024-05-02 00:00,2191,-15,264.7031135531136,1163,-126,2390,-4,-136,241,72,31,78,2143,2191,2143,2160.4282791023,17.42827910230017,17.42827910230017,303.7449124676727,2191,2304,1,Treino
8,1,Treino,2024,5,2,1,0,202405020100,2024-05-02 01:00,2172,-19,266.0550616050616,1136,-204,2416,52,-149,248,78,-8,55,2123,2172,2123,2123.682890225349,0.6828902253491833,0.6828902253491833,0.4663390598774584,2172,2401,1,Treino
12,1,Treino,2024,10,6,0,0,202410060000,2024-10-06 00:00,320,-5,2.07948717948718,192,89,512,8,6,112,-4,-15,-7,316,320,316,302.953665666268,-13.04633433373198,13.04633433373198,170.2068395475138,320,16,1,Treino
12,1,Treino,2024,10,6,1,0,202410060100,2024-10-06 01:00,308,-12,2.187179487179487,191,89,511,1,0,111,-4,-31,-14,323,308,323,299.7625899306531,-23.23741006934688,23.23741006934688,539.9772267309837,308,225,1,Treino
12,1,Treino,2024,10,6,2,0,202410060200,2024-10-06 02:00,299,-9,2.187179487179487,190,64,515,3,2,111,-4,-42,-23,331,299,331,297.356457376159,-33.64354262384097,33.64354262384097,1131.887960282204,299,1024,1,Treino
12,1,Treino,2024,10,6,3,0,202410060300,2024-10-06 03:00,294,-5,2.27948717948718,190,38,523,12,9,111,-4,-48,-34,335,294,335,307.8318027079735,-27.16819729202655,27.16819729202655,738.1109440984786,294,1681,1,Treino
12,1,Treino,2024,10,6,4,0,202410060400,2024-10-06 04:00,294,0,2.510256410256411,189,15,522,7,-1,111,-3,-48,-41,337,294,337,319.0941760192929,-17.90582398070705,17.90582398070705,320.6185324280638,294,1849,1,Treino
12,1,Treino,2024,10,6,5,0,202410060500,2024-10-06 05:00,300,6,2.617948717948718,189,5,515,-8,-6,111,-3,-38,-39,337,300,337,339.757044025869,2.75704402586905,2.75704402586905,7.601291760580216,300,1369,1,Treino
12,1,Treino,2024,10,6,6,0,202410060600,2024-10-06 06:00,307,7,3.033333333333334,188,-2,510,-12,-5,111,-2,-25,-34,337,307,337,345.9921510449465,8.992151044946468,8.992151044946468,80.85878041513185,307,900,1,Treino
12,1,Treino,2024,10,6,7,0,202410060700,2024-10-06 07:00,312,5,3.048717948717949,188,-6,508,-7,-1,110,-3,-13,-30,336,312,336,344.8077551403672,8.807755140367249,8.807755140367249,77.5765506126657,312,576,1,Treino
12,1,Treino,2024,10,6,8,0,202410060800,2024-10-06 08:00,316,4,3.048717948717949,181,-15,508,-2,14,109,-3,-4,-26,336,316,336,348.6081411583723,12.60814115837229,12.60814115837229,158.9652234694414,316,400,1,Treino
12,1,Treino,2024,10,6,9,0,202410060900,2024-10-06 09:00,323,7,3.033333333333333,171,-24,507,-1,18,109,-3,15,-15,335,323,335,350.9276971225778,15.9276971225778,15.9276971225778,253.691535628573,323,144,1,Treino
12,1,Treino,2024,10,6,10,0,202410061000,2024-10-06 10:00,331,8,2.864102564102564,152,-40,507,-1,11,109,-3,32,-1,334,331,334,348.2133763772825,14.21337637728254,14.21337637728254,202.0200680422934,331,9,1,Treino
12,1,Treino,2024,10,6,11,0,202410061100,2024-10-06 11:00,335,4,2.802564102564102,139,-52,506,-1,-1,109,-3,41,10,333,335,333,340.1554571233698,7.155457123369843,7.155457123369843,51.20056664438422,335,4,1,Treino
12,1,Treino,2024,10,6,12,0,202410061200,2024-10-06 12:00,337,2,2.802564102564102,121,-69,506,-1,-8,109,-2,43,17,332,337,332,338.6361415362123,6.636141536212335,6.636141536212335,44.03837448864261,337,25,1,Treino
12,1,Treino,2024,10,6,13,0,202410061300,2024-10-06 13:00,337,0,2.648717948717949,103,-87,501,-5,-11,109,-2,37,29,332,337,332,334.7298485124124,2.729848512412445,2.729848512412445,7.452072900720442,337,25,1,Treino
12,1,Treino,2024,10,6,14,0,202410061400,2024-10-06 14:00,337,0,2.417948717948718,97,-92,491,-15,-12,109,-2,30,38,332,337,332,331.367499531147,-0.6325004688529816,0.6325004688529816,0.4000568430992416,337,25,1,Treino
12,1,Treino,2024,10,6,15,0,202410061500,2024-10-06 15:00,336,-1,2.341025641025641,97,-92,480,-21,-10,109,-2,24,42,331,336,331,325.963563096826,-5.036436903174035,5.036436903174035,25.36569667965327,336,25,1,Treino
12,1,Treino,2024,10,6,16,0,202410061600,2024-10-06 16:00,336,0,2.223076923076923,119,-69,470,-21,-14,109,-2,20,42,331,336,331,320.7485747892699,-10.25142521073008,10.25142521073008,105.0917188511922,336,25,1,Treino
12,1,Treino,2024,10,6,17,0,202410061700,2024-10-06 17:00,335,-1,2.161538461538461,144,-44,463,-17,-15,108,-3,12,35,330,335,330,314.5377182783723,-15.46228172162773,15.46228172162773,239.0821560389831,335,25,1,Treino
12,1,Treino,2024,10,6,18,0,202410061800,2024-10-06 18:00,334,-1,2.053846153846154,163,-18,461,-9,-1,109,-1,3,27,330,334,330,316.2061087434648,-13.79389125653518,13.79389125653518,190.2714359971176,334,16,1,Treino
12,1,Treino,2024,10,6,19,0,202410061900,2024-10-06 19:00,333,-1,1.9,172,1,461,-2,7,109,0,-2,21,330,333,330,316.5353538339785,-13.46464616602145,13.46464616602145,181.2966963761562,333,9,1,Treino
12,1,Treino,2024,10,6,20,0,202410062000,2024-10-06 20:00,332,-1,1.702797202797202,179,27,461,0,5,108,-1,-5,16,330,332,330,314.0868397453817,-15.91316025461833,15.91316025461833,253.2286692891646,332,4,1,Treino
12,1,Treino,2024,10,7,0,0,202410070000,2024-10-07 00:00,331,0,1.46074592074592,191,94,455,-3,-1,107,-2,-5,-6,335,331,335,327.6056125598498,-7.39438744015024,7.39438744015024,54.67696561505161,331,16,1,Treino
12,1,Treino,2024,10,7,2,0,202410070200,2024-10-07 02:00,330,0,1.383822843822843,192,73,480,25,15,100,-9,-4,-7,337,330,337,329.0306554185934,-7.969344581406631,7.969344581406631,63.51045305719523,330,49,1,Treino
12,1,Treino,2024,10,7,3,0,202410070300,2024-10-07 03:00,330,0,1.383822843822843,193,49,495,30,20,106,-3,-3,-6,337,330,337,325.9691562921839,-11.03084370781608,11.03084370781608,121.6795129062655,330,49,1,Treino
12,1,Treino,2024,10,7,4,0,202410070400,2024-10-07 04:00,330,0,1.537668997668997,193,30,500,20,15,107,-1,-2,-6,337,330,337,326.4636663010908,-10.53633369890917,10.53633369890917,111.0143278147691,330,49,1,Treino
12,1,Treino,2024,10,7,5,0,202410070500,2024-10-07 05:00,330,0,1.62997668997669,191,19,502,7,13,107,-2,-2,-5,337,330,337,329.0294254575928,-7.970574542407235,7.970574542407235,63.5300585360703,330,49,1,Treino
12,1,Treino,2024,10,7,6,0,202410070600,2024-10-07 06:00,330,0,1.645361305361305,191,12,502,2,10,107,-2,-2,-4,338,330,338,329.2135447289976,-8.78645527100241,8.78645527100241,77.20179622932604,330,64,1,Treino
12,1,Treino,2024,10,7,7,0,202410070700,2024-10-07 07:00,333,3,1.629976689976689,186,2,500,-2,5,107,-1,2,0,338,333,338,334.759600251079,-3.24039974892105,3.24039974892105,10.5001905328076,333,25,1,Treino
12,1,Treino,2024,10,7,8,0,202410070800,2024-10-07 08:00,335,2,1.645361305361305,175,-12,492,-10,-6,100,-8,4,3,338,335,338,334.8588598096105,-3.141140190389478,3.141140190389478,9.866761695680049,335,9,1,Treino
12,1,Treino,2024,10,7,9,0,202410070900,2024-10-07 09:00,336,1,1.62997668997669,161,-28,482,-18,-10,100,-7,6,4,339,336,339,332.158599164223,-6.841400835776994,6.841400835776994,46.80476539577016,336,9,1,Treino
12,1,Treino,2024,10,7,10,0,202410071000,2024-10-07 10:00,337,1,1.62997668997669,157,-34,478,-14,-4,100,-7,7,5,339,337,339,337.3030539050282,-1.69694609497185,1.69694609497185,2.879626049240209,337,4,1,Treino
12,1,Treino,2024,10,7,13,0,202410071300,2024-10-07 13:00,337,0,1.506899766899767,154,-39,472,-4,0,106,6,7,7,341,337,341,327.6129785436221,-13.38702145637785,13.38702145637785,179.212343473521,337,16,1,Treino
12,1,Treino,2024,10,7,14,0,202410071400,2024-10-07 14:00,338,1,1.614592074592074,151,-42,472,-2,1,101,-5,8,8,339,338,339,340.7689302608414,1.768930260841444,1.768930260841444,3.129114267720578,338,1,1,Treino
12,1,Treino,2024,10,7,15,0,202410071500,2024-10-07 15:00,338,0,1.86074592074592,153,-38,472,0,-10,99,-8,5,8,338,338,338,334.7621123661668,-3.237887633833225,3.237887633833225,10.48391632933012,338,0,1,Treino
12,1,Treino,2024,10,7,16,0,202410071600,2024-10-07 16:00,338,0,1.72997668997669,155,-36,472,0,-15,100,-7,3,8,339,338,339,331.8356612783473,-7.164338721652712,7.164338721652712,51.32774931857241,338,1,1,Treino
12,1,Treino,2024,10,7,17,0,202410071700,2024-10-07 17:00,339,1,1.806899766899767,159,-27,472,0,-15,90,-17,3,9,348,339,348,337.115532429498,-10.88446757050201,10.88446757050201,118.4716342933099,339,81,1,Treino
12,1,Treino,2024,10,7,18,0,202410071800,2024-10-07 18:00,339,0,2.245361305361306,160,-15,465,-7,-12,88,-19,2,9,359,339,359,333.7151659890072,-25.28483401099277,25.28483401099277,639.3228309634566,339,400,1,Treino
12,1,Treino,2024,10,7,19,0,202410071900,2024-10-07 19:00,341,2,3.399207459207459,161,0,456,-16,-11,88,-12,4,8,366,341,366,337.7771880415461,-28.22281195845392,28.22281195845392,796.5271148422495,341,625,1,Treino
12,1,Treino,2024,10,7,20,0,202410072000,2024-10-07 20:00,342,1,3.553053613053613,160,3,443,-22,-13,94,-6,5,7,369,342,369,334.0261207626546,-34.97387923734539,34.97387923734539,1223.172228908419,342,729,1,Treino
12,1,Treino,2024,10,7,21,0,202410072100,2024-10-07 21:00,341,-1,4.860745920745921,164,13,434,-22,-7,102,2,4,5,370,341,370,327.3936031688435,-42.60639683115653,42.60639683115653,1815.305050933985,341,841,1,Treino
12,1,Treino,2024,10,7,22,0,202410072200,2024-10-07 22:00,339,-2,7.42997668997669,164,14,430,-13,4,102,-5,1,2,370,339,370,336.629487270676,-33.37051272932399,33.37051272932399,1113.591119817974,339,961,1,Treino
12,1,Treino,2024,10,7,23,0,202410072300,2024-10-07 23:00,338,-1,8.937668997668998,163,9,436,2,16,103,-4,0,1,369,338,369,343.0786290037973,-25.92137099620265,25.92137099620265,671.9174743227762,338,961,1,Treino
12,1,Treino,2024,10,8,0,0,202410080000,2024-10-08 00:00,339,1,9.537668997668998,161,10,446,16,14,103,-3,1,2,365,339,365,343.7325477585479,-21.26745224145213,21.26745224145213,452.3045248424474,339,676,1,Treino
12,1,Treino,2024,10,8,1,0,202410080100,2024-10-08 01:00,348,9,11.06074592074592,159,6,458,22,14,103,2,9,11,360,348,360,358.7537078150884,-1.246292184911567,1.246292184911567,1.553244210171648,348,144,1,Treino
12,1,Treino,2024,10,8,2,0,202410080200,2024-10-08 02:00,359,11,11.76843822843823,157,2,472,26,16,103,4,20,21,357,359,357,365.2193060310449,8.21930603104488,8.21930603104488,67.55699163197073,359,4,1,Treino
12,1,Treino,2024,10,8,3,0,202410080300,2024-10-08 03:00,366,7,12.12228438228438,155,-4,477,19,7,103,3,25,28,357,366,357,366.5193446271371,9.519344627137116,9.519344627137116,90.61792213020428,366,81,1,Treino
12,1,Treino,2024,10,8,4,0,202410080400,2024-10-08 04:00,369,3,13.10689976689977,155,-5,478,6,1,104,14,27,31,359,369,359,350.4591836572495,-8.540816342750531,8.540816342750531,72.94554380059456,369,100,1,Treino
12,1,Treino,2024,10,8,5,0,202410080500,2024-10-08 05:00,370,1,14.78382284382284,157,-4,477,0,-1,104,16,29,31,362,370,362,345.3164543967395,-16.68354560326054,16.68354560326054,278.3406938960741,370,64,1,Treino
12,1,Treino,2024,10,8,6,0,202410080600,2024-10-08 06:00,370,0,15.64536130536131,158,-2,469,-9,-8,104,16,31,31,368,370,368,344.813007636524,-23.18699236347595,23.18699236347595,537.6366148638921,370,4,1,Treino
12,1,Treino,2024,10,8,7,0,202410080700,2024-10-08 07:00,369,-1,16.70689976689977,160,-4,461,-16,-8,104,10,31,28,375,369,375,347.5795872819363,-27.42041271806374,27.42041271806374,751.8790336289519,369,36,1,Treino
12,1,Treino,2024,10,8,8,0,202410080800,2024-10-08 08:00,365,-4,17.38102564102564,161,-3,457,-12,3,104,2,26,23,384,365,384,345.1650098733916,-38.83499012660843,38.83499012660843,1508.156458133774,365,361,1,Treino
12,1,Treino,2024,10,8,9,0,202410080900,2024-10-08 09:00,360,-5,17.92564102564103,161,-2,461,0,13,104,2,12,19,402,360,402,342.0805770346758,-59.9194229653242,59.9194229653242,3590.337248497422,360,1764,1,Treino
12,1,Treino,2024,10,8,10,0,202410081000,2024-10-08 10:00,357,-3,18.26153846153846,159,-2,473,16,25,104,1,-2,18,410,357,410,348.1649734539296,-61.83502654607037,61.83502654607037,3823.570507953227,357,2809,1,Treino
12,1,Treino,2024,10,8,11,0,202410081100,2024-10-08 11:00,357,0,18.98461538461539,158,-1,479,18,15,105,2,-9,19,410,357,410,350.4678099481666,-59.53219005183337,59.53219005183337,3544.081652367608,357,2809,1,Treino
12,1,Treino,2024,10,8,12,0,202410081200,2024-10-08 12:00,359,2,19.8923076923077,158,1,482,9,7,105,2,-10,20,409,359,409,353.1071608147511,-55.89283918524893,55.89283918524893,3124.009472188098,359,2500,1,Treino
12,1,Treino,2024,10,8,13,0,202410081300,2024-10-08 13:00,362,3,19.92307692307693,158,3,482,3,-6,105,2,-8,14,417,362,417,357.2233901060978,-59.77660989390222,59.77660989390222,3573.243090407769,362,3025,1,Treino
