EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_7a_nivel_86472000,inp05_input_7b_nivel_D-2h_86472000,inp06_input_7c_nivel_A-14h_86472000,inp07_input_8a_nivel_86125130,inp08_input_8b_nivel_D-11h_86125130,inp09_input_12_nivel_D-2h_86472600,inp10_input_13_nivel_D-4h_86472600,inp11_input_16_nivel_A-1h_86472600,inp12_input_17_nivel_A-2h_86472600,saida_8h_alt_nivel_D8h_86472600,NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
12,1,Treino,2024,10,8,7,0,202410080700,2024-10-08 07:00,369,-1,16.70689976689977,461,-16,-8,104,10,-1,3,-1,-2,6,369,375,382.3835521453334,6,13.3835521453334,7.383552145333397,7.383552145333397,54.5168422828574,369,36,1,Treino
12,1,Treino,2024,10,8,8,0,202410080800,2024-10-08 08:00,365,-4,17.38102564102564,457,-12,3,104,2,-5,-4,-3,-4,19,365,384,361.7329731979931,19,-3.267026802006853,-22.26702680200685,22.26702680200685,495.8204826012915,365,361,1,Treino
12,1,Treino,2024,10,8,9,0,202410080900,2024-10-08 09:00,360,-5,17.92564102564103,461,0,13,104,2,-9,-10,-1,-4,42,360,402,362.5456748419147,42,2.545674841914661,-39.45432515808534,39.45432515808534,1556.643773679926,360,1764,1,Treino
12,1,Treino,2024,10,8,10,0,202410081000,2024-10-08 10:00,357,-3,18.26153846153846,473,16,25,104,1,-8,-13,2,1,53,357,410,371.4264720607366,53,14.42647206073661,-38.57352793926339,38.57352793926339,1487.917057681133,357,2809,1,Treino
12,1,Treino,2024,10,8,11,0,202410081100,2024-10-08 11:00,357,0,18.98461538461539,479,18,15,105,2,-3,-12,3,5,53,357,410,380.3454769573092,53,23.34547695730919,-29.65452304269081,29.65452304269081,879.3907368894803,357,2809,1,Treino
12,1,Treino,2024,10,8,12,0,202410081200,2024-10-08 12:00,359,2,19.8923076923077,482,9,7,105,2,2,-6,2,5,50,359,409,381.1497818072435,50,22.14978180724347,-27.85021819275653,27.85021819275653,775.6346533841468,359,2500,1,Treino
12,1,Treino,2024,10,8,13,0,202410081300,2024-10-08 13:00,362,3,19.92307692307693,482,3,-6,105,2,5,2,1,3,55,362,417,381.6981578291887,55,19.69815782918874,-35.30184217081126,35.30184217081126,1246.220060652868,362,3025,1,Treino
12,1,Treino,2024,10,8,14,0,202410081400,2024-10-08 14:00,368,6,20.13846153846154,482,0,-10,105,2,9,11,3,4,90,368,458,393.3785112967178,90,25.37851129671776,-64.62148870328224,64.62148870328224,4175.936802228434,368,8100,1,Treino
12,1,Treino,2024,10,8,15,0,202410081500,2024-10-08 15:00,375,7,20.29230769230769,481,-1,-13,106,2,13,18,1,4,116,375,491,399.3616051930574,116,24.36160519305736,-91.63839480694264,91.63839480694264,8397.595402793093,375,13456,1,Treino
12,1,Treino,2024,10,8,16,0,202410081600,2024-10-08 16:00,384,9,20.23076923076923,475,-7,-20,106,2,16,25,2,3,107,384,491,409.6767196820872,107,25.6767196820872,-81.3232803179128,81.3232803179128,6613.475921665824,384,11449,1,Treino
12,1,Treino,2024,10,8,17,0,202410081700,2024-10-08 17:00,402,18,20.32307692307692,465,-16,-15,106,2,27,40,9,11,77,402,479,446.7406841663475,77,44.74068416634748,-32.25931583365252,32.25931583365252,1040.663458055344,402,5929,1,Treino
12,1,Treino,2024,10,8,18,0,202410081800,2024-10-08 18:00,410,8,20.27692307692308,459,-16,-7,107,3,26,42,-10,-1,82,410,492,417.8584433177376,82,7.858443317737624,-74.14155668226238,74.14155668226238,5496.970427269125,410,6724,1,Treino
12,1,Treino,2024,10,8,19,0,202410081900,2024-10-08 19:00,410,0,20.26153846153846,450,-15,-8,106,2,8,35,-8,-18,110,410,520,403.2194978226133,110,-6.780502177386666,-116.7805021773867,116.7805021773867,13637.68568880261,410,12100,1,Treino
12,1,Treino,2024,10,8,20,0,202410082000,2024-10-08 20:00,409,-1,20.26153846153846,437,-22,-5,107,3,-1,25,-1,-9,129,409,538,409.5800188331756,129,0.5800188331755862,-128.4199811668244,128.4199811668244,16491.69156288754,409,16641,1,Treino
12,1,Treino,2024,10,8,21,0,202410082100,2024-10-08 21:00,417,8,20.29230769230769,429,-21,0,107,3,7,15,9,8,163,417,580,445.5217654465313,163,28.52176544653128,-134.4782345534687,134.4782345534687,18084.39556861775,417,26569,1,Treino
12,1,Treino,2024,10,8,22,0,202410082200,2024-10-08 22:00,458,41,20.32307692307692,428,-9,3,107,2,49,48,33,42,159,458,617,566.6742819842743,159,108.6742819842743,-50.32571801572567,50.32571801572567,2532.677893798335,458,25281,1,Treino
12,1,Treino,2024,10,8,23,0,202410082300,2024-10-08 23:00,491,33,20.33846153846154,435,6,3,107,2,74,81,-8,25,142,491,633,545.101516289907,142,54.10151628990695,-87.89848371009305,87.89848371009305,7726.143438533492,491,20164,1,Treino
12,1,Treino,2024,10,9,0,0,202410090000,2024-10-09 00:00,491,0,20.33846153846154,445,17,-2,107,2,33,82,-33,-41,154,491,645,458.1983397159581,154,-32.80166028404187,-186.8016602840419,186.8016602840419,34894.86028487459,491,23716,1,Treino
12,1,Treino,2024,10,9,1,0,202410090100,2024-10-09 01:00,479,-12,20.81538461538462,451,16,0,107,2,-12,62,-12,-45,172,479,651,449.202731252025,172,-29.79726874797495,-201.797268747975,201.797268747975,40722.13767414243,479,29584,1,Treino
12,1,Treino,2024,10,9,2,0,202410090200,2024-10-09 02:00,492,13,20.76923076923077,453,8,-1,107,1,1,34,25,13,170,492,662,545.327755098598,170,53.327755098598,-116.672244901402,116.672244901402,13612.41273033272,492,28900,1,Treino
12,1,Treino,2024,10,9,3,0,202410090300,2024-10-09 03:00,520,28,20.6,458,7,5,107,1,41,29,15,40,162,520,682,585.9705475639402,162,65.97054756394016,-96.02945243605984,96.02945243605984,9221.65573516948,520,26244,1,Treino
12,1,Treino,2024,10,9,4,0,202410090400,2024-10-09 04:00,538,18,20.63846153846154,469,16,11,107,1,46,47,-10,5,168,538,706,558.1555843942459,168,20.15558439424592,-147.8444156057541,147.8444156057541,21857.97122580694,538,28224,1,Treino
12,1,Treino,2024,10,9,5,0,202410090500,2024-10-09 05:00,580,42,20.45384615384615,475,17,7,107,0,60,101,24,14,145,580,725,670.6444035659845,145,90.64440356598448,-54.35559643401552,54.35559643401552,2954.530863697561,580,21025,1,Treino
12,1,Treino,2024,10,9,6,0,202410090600,2024-10-09 06:00,617,37,19.62222222222222,477,8,8,107,1,79,125,-5,19,122,617,739,664.3153909237129,122,47.31539092371293,-74.68460907628707,74.68460907628707,5577.790832877821,617,14884,1,Treino
12,1,Treino,2024,10,9,7,0,202410090700,2024-10-09 07:00,633,16,18.608547008547,478,3,11,107,0,53,113,-21,-26,113,633,746,616.8638002928302,113,-16.13619970716979,-129.1361997071698,129.1361997071698,16676.15807481004,633,12769,1,Treino
12,1,Treino,2024,10,9,8,0,202410090800,2024-10-09 08:00,645,12,18.45470085470085,477,0,5,107,0,28,107,-4,-25,104,645,749,638.4208961451552,104,-6.579103854844789,-110.5791038548448,110.5791038548448,12227.73820934055,645,10816,1,Treino
12,1,Treino,2024,10,9,9,0,202410090900,2024-10-09 09:00,651,6,17.13162393162393,477,-1,9,107,0,18,71,-6,-10,98,651,749,631.5517733417065,98,-19.44822665829349,-117.4482266582935,117.4482266582935,13794.08594517788,651,9604,1,Treino
12,1,Treino,2024,10,9,10,0,202410091000,2024-10-09 10:00,662,11,14.59316239316239,476,-1,12,107,0,17,45,5,-1,85,662,747,661.4185932866069,85,-0.5814067133931076,-85.58140671339311,85.58140671339311,7324.177175043207,662,7225,1,Treino
12,1,Treino,2024,10,9,11,0,202410091100,2024-10-09 11:00,682,20,13.08547008547008,475,-2,7,107,0,31,49,9,14,58,682,740,699.3531069649017,58,17.35310696490171,-40.64689303509829,40.64689303509829,1652.169913406722,682,3364,1,Treino
12,1,Treino,2024,10,9,12,0,202410091200,2024-10-09 12:00,706,24,12.54700854700854,475,-1,1,107,0,44,61,4,13,21,706,727,721.8857776478579,21,15.88577764785794,-5.114222352142065,5.114222352142065,26.15527026714951,706,441,1,Treino
12,1,Treino,2024,10,9,13,0,202410091300,2024-10-09 13:00,725,19,11.208547008547,474,-1,-8,107,0,43,74,-5,-1,0,725,725,718.1757884394343,0,-6.824211560565686,-6.824211560565686,6.824211560565686,46.56986342335836,725,0,1,Treino
12,1,Treino,2024,10,9,14,0,202410091400,2024-10-09 14:00,739,14,10.9008547008547,473,-2,-11,107,0,33,77,-5,-10,-12,739,727,720.4987677836446,-12,-18.50123221635545,-6.501232216355447,6.501232216355447,42.26602033097796,739,144,1,Treino
12,1,Treino,2024,10,9,15,0,202410091500,2024-10-09 15:00,746,7,10.96239316239316,472,-2,-7,107,0,21,64,-7,-12,-22,746,724,712.147885889231,-22,-33.85211411076898,-11.85211411076898,11.85211411076898,140.4726088946892,746,484,1,Treino
12,1,Treino,2024,10,9,16,0,202410091600,2024-10-09 16:00,749,3,10.54700854700855,472,-1,-2,108,1,10,43,-4,-11,-31,749,718,713.235352426765,-31,-35.76464757323504,-4.764647573235038,4.764647573235038,22.70186649713454,749,961,1,Treino
12,1,Treino,2024,10,9,17,0,202410091700,2024-10-09 17:00,749,0,9.331623931623932,471,-1,-6,107,0,3,24,-3,-7,-34,749,715,706.5836145009565,-34,-42.41638549904349,-8.416385499043486,8.416385499043486,70.83554486850946,749,1156,1,Treino
12,1,Treino,2024,10,9,18,0,202410091800,2024-10-09 18:00,747,-2,8.931623931623932,471,-1,-11,108,1,-2,8,-2,-5,-34,747,713,703.9400433752229,-34,-43.0599566247771,-9.0599566247771,9.0599566247771,82.08281404284247,747,1156,1,Treino
12,1,Treino,2024,10,9,19,0,202410091900,2024-10-09 19:00,740,-7,8.377777777777778,471,0,-6,108,1,-9,-6,-5,-7,-31,740,709,685.2979558193691,-31,-54.70204418063088,-23.70204418063088,23.70204418063088,561.7868983405781,740,961,1,Treino
12,1,Treino,2024,10,9,20,0,202410092000,2024-10-09 20:00,727,-13,7.993162393162396,471,0,-2,109,2,-20,-22,-6,-11,-30,727,697,663.1357102750445,-30,-63.86428972495548,-33.86428972495548,33.86428972495548,1146.790118575726,727,900,1,Treino
12,1,Treino,2024,10,9,21,0,202410092100,2024-10-09 21:00,725,-2,7.654700854700856,470,-1,-2,109,2,-15,-24,11,5,-47,725,678,701.3964841237769,-47,-23.60351587622313,23.39648412377687,23.39648412377687,547.3954693541432,725,2209,1,Treino
12,1,Treino,2024,10,9,22,0,202410092200,2024-10-09 22:00,727,2,7.670085470085471,470,-1,1,109,2,0,-20,4,15,-63,727,664,703.7067945244675,-63,-23.29320547553255,39.70679452446745,39.70679452446745,1576.629531408279,727,3969,1,Treino
12,1,Treino,2024,10,9,23,0,202410092300,2024-10-09 23:00,724,-3,7.470085470085469,469,-1,-1,109,2,-1,-16,-5,-1,-67,724,657,680.0933501948413,-67,-43.90664980515874,23.09335019484126,23.09335019484126,533.3028232215751,724,4489,1,Treino
12,1,Treino,2024,10,10,0,0,202410100000,2024-10-10 00:00,718,-6,6.993162393162393,469,-1,1,109,2,-9,-9,-3,-8,-64,718,654,670.9294979421616,-64,-47.07050205783844,16.92949794216156,16.92949794216156,286.6079005736525,718,4096,1,Treino
12,1,Treino,2024,10,10,1,0,202410100100,2024-10-10 01:00,715,-3,7.847008547008548,471,2,3,109,2,-9,-10,3,0,-63,715,652,682.8665349257856,-63,-32.13346507421443,30.86653492578557,30.86653492578557,952.7429783247405,715,3969,1,Treino
12,1,Treino,2024,10,10,2,0,202410100200,2024-10-10 02:00,713,-2,7.908547008547009,475,6,4,109,2,-5,-14,1,4,-63,713,650,682.3444598932499,-63,-30.6555401067501,32.3444598932499,32.3444598932499,1046.164085786052,713,3969,1,Treino
12,1,Treino,2024,10,10,3,0,202410100300,2024-10-10 03:00,709,-4,7.831623931623932,477,6,3,109,1,-6,-15,-2,-1,-64,709,645,669.5395789253572,-64,-39.4604210746428,24.5395789253572,24.5395789253572,602.1909338338355,709,4096,1,Treino
12,1,Treino,2024,10,10,4,0,202410100400,2024-10-10 04:00,697,-12,7.816239316239316,477,2,1,109,2,-16,-21,-8,-10,-66,697,631,636.6957899243125,-66,-60.30421007568748,5.695789924312521,5.695789924312521,32.44202286190004,697,4356,1,Treino
12,1,Treino,2024,10,10,5,0,202410100500,2024-10-10 05:00,678,-19,7.647008547008547,477,0,1,110,2,-31,-37,-7,-15,-64,678,614,607.2361331637183,-64,-70.76386683628175,-6.76386683628175,6.76386683628175,45.74989457895209,678,4096,1,Treino
12,1,Treino,2024,10,10,6,0,202410100600,2024-10-10 06:00,664,-14,7.698290598290598,477,0,0,111,3,-33,-49,5,-2,-70,664,594,620.8165605184812,-70,-43.1834394815188,26.8165605184812,26.8165605184812,719.1279180413645,664,4900,1,Treino
12,1,Treino,2024,10,10,7,0,202410100700,2024-10-10 07:00,657,-7,7.742735042735043,477,0,1,111,2,-21,-52,7,12,-82,657,575,629.3620749643857,-82,-27.63792503561433,54.36207496438567,54.36207496438567,2955.235194433487,657,6724,1,Treino
12,1,Treino,2024,10,10,8,0,202410100800,2024-10-10 08:00,654,-3,7.711965811965812,477,0,0,111,2,-10,-43,4,11,-85,654,569,630.2041263312643,-85,-23.79587366873568,61.20412633126432,61.20412633126432,3745.945079973362,654,7225,1,Treino
12,1,Treino,2024,10,10,9,0,202410100900,2024-10-10 09:00,652,-2,7.696581196581197,478,1,1,111,2,-5,-26,1,5,-73,652,579,626.747258601879,-73,-25.25274139812097,47.74725860187903,47.74725860187903,2279.800703994711,652,5329,1,Treino
12,1,Treino,2024,10,10,10,0,202410101000,2024-10-10 10:00,650,-2,7.665811965811966,478,1,0,111,2,-4,-14,0,1,-64,650,586,623.5799258490711,-64,-26.42007415092894,37.57992584907106,37.57992584907106,1412.250826821679,650,4096,1,Treino
12,1,Treino,2024,10,10,11,0,202410101100,2024-10-10 11:00,645,-5,7.835042735042736,477,-1,0,111,2,-7,-12,-3,-3,-78,645,567,609.5141680015961,-78,-35.48583199840391,42.51416800159609,42.51416800159609,1807.454480867937,645,6084,1,Treino
12,1,Treino,2024,10,10,12,0,202410101200,2024-10-10 12:00,631,-14,7.942735042735043,478,0,1,111,2,-19,-23,-9,-12,-93,631,538,573.5777452983749,-93,-57.42225470162509,35.57774529837491,35.57774529837491,1265.775960516038,631,8649,1,Treino
12,1,Treino,2024,10,10,14,0,202410101400,2024-10-10 14:00,594,-20,7.542735042735043,481,3,2,112,3,-37,-56,-3,-6,-85,594,509,540.0296359883725,-85,-53.97036401162745,31.02963598837255,31.02963598837255,962.8383095709047,594,7225,1,Treino
12,1,Treino,2024,10,10,15,0,202410101500,2024-10-10 15:00,575,-19,7.496581196581196,481,2,-2,112,3,-39,-70,1,-2,-52,575,523,529.1450943872345,-52,-45.85490561276549,6.145094387234508,6.145094387234508,37.76218502802105,575,2704,1,Treino
12,1,Treino,2024,10,10,16,0,202410101600,2024-10-10 16:00,569,-6,7.358119658119658,479,-2,-6,113,3,-25,-62,13,14,-32,569,537,560.9123514077836,-32,-8.087648592216397,23.9123514077836,23.9123514077836,571.8005498493305,569,1024,1,Treino
12,1,Treino,2024,10,10,17,0,202410101700,2024-10-10 17:00,579,10,7.373504273504273,477,-4,-4,114,3,4,-35,16,29,-31,579,548,602.3189936023736,-31,23.31899360237355,54.31899360237355,54.31899360237355,2950.553065974699,579,961,1,Treino
12,1,Treino,2024,10,10,18,0,202410101800,2024-10-10 18:00,586,7,7.735897435897436,475,-4,-2,114,3,17,-8,-3,13,-37,586,549,581.5934182889779,-37,-4.406581711022113,32.59341828897789,32.59341828897789,1062.330915760278,586,1369,1,Treino
12,1,Treino,2024,10,10,19,0,202410101900,2024-10-10 19:00,567,-19,7.58034188034188,478,1,3,114,3,-12,-8,-26,-29,-22,567,545,489.9909761465502,-22,-77.00902385344978,-55.00902385344978,55.00902385344978,3025.992705309407,567,484,1,Treino
12,1,Treino,2024,10,10,20,0,202410102000,2024-10-10 20:00,538,-29,7.595726495726495,494,19,16,114,3,-48,-31,-10,-36,-5,538,533,470.0150002859435,-5,-67.98499971405647,-62.98499971405647,62.98499971405647,3967.110188979694,538,25,1,Treino
12,1,Treino,2024,10,10,21,0,202410102100,2024-10-10 21:00,514,-24,8.226495726495726,505,27,11,116,5,-53,-65,5,-5,4,514,518,484.6576922152601,4,-29.34230778473989,-33.34230778473989,33.34230778473989,1111.709488412326,514,16,1,Treino
12,1,Treino,2024,10,10,22,0,202410102200,2024-10-10 22:00,509,-5,8.564957264957265,509,15,4,116,5,-29,-77,19,24,-4,509,505,526.7229625127977,-4,17.72296251279772,21.72296251279772,21.72296251279772,471.8871003324151,509,16,1,Treino
12,1,Treino,2024,10,10,23,0,202410102300,2024-10-10 23:00,523,14,9.58034188034188,510,5,0,116,5,9,-44,19,38,-25,523,498,569.4235758353801,-25,46.42357583538012,71.42357583538012,71.42357583538012,5101.327185112295,523,625,1,Treino
12,1,Treino,2024,10,11,2,0,202410110200,2024-10-11 02:00,549,1,13.72649572649573,508,-2,-2,121,9,12,40,-10,-13,-47,549,502,542.5323461733988,-47,-6.467653826601236,40.53234617339876,40.53234617339876,1642.871086320233,549,2209,1,Treino
12,1,Treino,2024,10,11,3,0,202410110300,2024-10-11 03:00,545,-4,14.24957264957265,500,-9,-9,125,12,-3,22,-5,-15,-44,545,501,539.495958355984,-44,-5.504041644015956,38.49595835598404,38.49595835598404,1481.938809745658,545,1936,1,Treino
12,1,Treino,2024,10,11,4,0,202410110400,2024-10-11 04:00,533,-12,13.72649572649573,494,-14,-8,134,20,-16,-4,-8,-13,-41,533,492,525.7988938590897,-41,-7.201106140910269,33.79889385908973,33.79889385908973,1142.365226098013,533,1681,1,Treino
12,1,Treino,2024,10,11,5,0,202410110500,2024-10-11 05:00,518,-15,13.26495726495727,493,-7,-1,144,30,-27,-30,-3,-11,-42,518,476,534.5767524945765,-42,16.57675249457645,58.57675249457645,58.57675249457645,3431.235932810869,518,1764,1,Treino
12,1,Treino,2024,10,11,6,0,202410110600,2024-10-11 06:00,505,-13,12.91111111111111,493,-1,2,153,39,-28,-44,2,-1,-46,505,459,552.0194061957736,-46,47.01940619577363,93.01940619577363,93.01940619577363,8652.609929014328,505,2116,1,Treino
19,1,Treino,2025,8,20,14,0,202508201400,2025-08-20 14:00,269,-23,9.475000000000003,284,-1,-1,89,2,-54,-100,8,7,98,269,367,259.4632842840236,98,-9.536715715976356,-107.5367157159764,107.5367157159764,11564.14522697872,269,9604,1,Treino
19,1,Treino,2025,8,20,15,0,202508201500,2025-08-20 15:00,259,-10,9.04166666666667,284,-1,-1,89,2,-33,-94,13,21,111,259,370,279.4492998742705,111,20.44929987427054,-90.55070012572946,90.55070012572946,8199.429293259782,259,12321,1,Treino
19,1,Treino,2025,8,20,16,0,202508201600,2025-08-20 16:00,285,26,8.991666666666669,283,-1,16,89,2,16,-38,36,49,88,285,373,388.381680286778,88,103.381680286778,15.38168028677796,15.38168028677796,236.5960884446538,285,7744,1,Treino
19,1,Treino,2025,8,20,17,0,202508201700,2025-08-20 17:00,328,43,8.958333333333334,315,31,49,89,1,69,36,17,53,49,328,377,443.3338621387104,49,115.3338621387104,66.3338621387104,66.3338621387104,4400.181266237437,328,2401,1,Treino
19,1,Treino,2025,8,20,18,0,202508201800,2025-08-20 18:00,349,21,8.958333333333334,381,98,76,89,2,64,80,-22,-5,35,349,384,405.2762672011329,35,56.2762672011329,21.2762672011329,21.2762672011329,452.6795460140034,349,1225,1,Treino
19,1,Treino,2025,8,20,19,0,202508201900,2025-08-20 19:00,356,7,8.958333333333334,413,98,45,89,2,28,97,-14,-36,36,356,392,392.0131438222143,36,36.01314382221426,0.01314382221426058,0.01314382221426058,0.0001727600624000899,356,1296,1,Treino
19,1,Treino,2025,8,20,20,0,202508202000,2025-08-20 20:00,359,3,8.891666666666667,436,55,41,90,4,10,74,-4,-18,36,359,395,386.886057491585,36,27.88605749158501,-8.113942508414993,8.113942508414993,65.8360630298638,359,1296,1,Treino
19,1,Treino,2025,8,20,21,0,202508202100,2025-08-20 21:00,362,3,8.891666666666667,447,34,24,90,4,6,34,0,-4,36,362,398,385.7896000364314,36,23.78960003643135,-12.21039996356865,12.21039996356865,149.0938672703172,362,1296,1,Treino
19,1,Treino,2025,8,20,22,0,202508202200,2025-08-20 22:00,367,5,8.891666666666667,453,17,13,90,3,8,18,2,2,34,367,401,387.6196907327833,34,20.61969073278328,-13.38030926721672,13.38030926721672,179.0326760863655,367,1156,1,Treino
19,1,Treino,2025,8,20,23,0,202508202300,2025-08-20 23:00,370,3,8.875000000000002,453,6,4,90,2,8,14,-2,0,32,370,402,376.3969005442586,32,6.396900544258642,-25.60309945574136,25.60309945574136,655.5187017405834,370,1024,1,Treino
19,1,Treino,2025,8,21,0,0,202508210000,2025-08-21 00:00,373,3,8.875000000000002,452,-1,0,90,2,6,14,0,-2,30,373,403,378.3390237307761,30,5.339023730776148,-24.66097626922385,24.66097626922385,608.1637505512219,373,900,1,Treino
19,1,Treino,2025,8,21,1,0,202508210100,2025-08-21 01:00,377,4,8.875000000000002,446,-7,-5,90,1,7,15,1,1,31,377,408,381.5422896950919,31,4.542289695091881,-26.45771030490812,26.45771030490812,700.0104345784413,377,961,1,Treino
19,1,Treino,2025,8,21,2,0,202508210200,2025-08-21 02:00,384,7,8.875000000000002,412,-40,-34,90,1,11,17,3,4,34,384,418,384.1354180716277,34,0.1354180716276687,-33.86458192837233,33.86458192837233,1146.809909183442,384,1156,1,Treino
19,1,Treino,2025,8,21,3,0,202508210300,2025-08-21 03:00,392,8,8.683333333333335,384,-62,-28,90,1,15,22,1,4,30,392,422,384.3006854162826,30,-7.69931458371741,-37.69931458371741,37.69931458371741,1421.238320082088,392,900,1,Treino
19,1,Treino,2025,8,21,4,0,202508210400,2025-08-21 04:00,395,3,8.683333333333335,372,-40,-11,90,1,11,22,-5,-4,11,395,406,380.419737981339,11,-14.58026201866096,-25.58026201866096,25.58026201866096,654.3498049433485,395,121,1,Treino
19,1,Treino,2025,8,21,5,0,202508210500,2025-08-21 05:00,398,3,8.683333333333335,371,-13,-1,90,1,6,21,0,-5,-2,398,396,399.0367855427182,-2,1.036785542718235,3.036785542718235,3.036785542718235,9.222066432462483,398,4,1,Treino
19,1,Treino,2025,8,21,6,0,202508210600,2025-08-21 06:00,401,3,8.683333333333335,368,-4,-2,90,1,6,17,0,0,6,401,407,405.7548991199424,6,4.754899119942365,-1.245100880057635,1.245100880057635,1.550276201520296,401,36,1,Treino
19,1,Treino,2025,8,21,7,0,202508210700,2025-08-21 07:00,402,1,8.683333333333335,365,-6,-35,90,0,4,10,-2,-2,31,402,433,397.5520426065599,31,-4.447957393440106,-35.44795739344011,35.44795739344011,1256.557683367145,402,961,1,Treino
19,1,Treino,2025,8,21,8,0,202508210800,2025-08-21 08:00,403,1,8.683333333333335,359,-9,-72,90,0,2,8,0,-2,68,403,471,398.6319488781811,68,-4.368051121818894,-72.3680511218189,72.3680511218189,5237.134823170193,403,4624,1,Treino
19,1,Treino,2025,8,21,9,0,202508210900,2025-08-21 09:00,408,5,8.683333333333335,338,-27,-53,90,0,6,10,4,4,122,408,530,410.1322517219162,122,2.132251721916191,-119.8677482780838,119.8677482780838,14368.27707725806,408,14884,1,Treino
19,1,Treino,2025,8,21,10,0,202508211000,2025-08-21 10:00,418,10,8.66666666666667,320,-39,-41,90,0,15,17,5,9,146,418,564,426.1630565117169,146,8.163056511716945,-137.8369434882831,137.8369434882831,18999.02299019214,418,21316,1,Treino
19,1,Treino,2025,8,21,11,0,202508211100,2025-08-21 11:00,422,4,8.16666666666667,307,-31,-24,90,0,14,20,-6,-1,157,422,579,410.387526644678,157,-11.61247335532198,-168.612473355322,168.612473355322,28430.16617099916,422,24649,1,Treino
19,1,Treino,2025,8,21,12,0,202508211200,2025-08-21 12:00,406,-16,6.083333333333333,296,-24,-17,90,0,-12,3,-20,-26,188,406,594,345.0248799264001,188,-60.9751200735999,-248.9751200735999,248.9751200735999,61988.61041566348,406,35344,1,Treino
19,1,Treino,2025,8,21,13,0,202508211300,2025-08-21 13:00,396,-10,3.258333333333333,288,-19,-8,90,0,-26,-12,6,-14,206,396,602,378.4508462834066,206,-17.54915371659342,-223.5491537165934,223.5491537165934,49974.22412740511,396,42436,1,Treino
19,1,Treino,2025,8,21,14,0,202508211400,2025-08-21 14:00,407,11,0.866666666666667,283,-13,-4,90,0,1,-11,21,27,205,407,612,445.9841405484881,205,38.98414054848809,-166.0158594515119,166.0158594515119,27561.26558942416,407,42025,1,Treino
19,1,Treino,2025,8,21,15,0,202508211500,2025-08-21 15:00,433,26,0.08333333333333334,280,-8,3,90,0,37,11,15,36,192,433,625,489.8338741915052,192,56.83387419150517,-135.1661258084948,135.1661258084948,18269.88156607785,433,36864,1,Treino
19,1,Treino,2025,8,21,16,0,202508211600,2025-08-21 16:00,471,38,0.03333333333333333,278,-5,32,91,1,64,65,12,27,159,471,630,543.2101039760182,159,72.21010397601822,-86.78989602398178,86.78989602398178,7532.486051853569,471,25281,1,Treino
19,1,Treino,2025,8,21,17,0,202508211700,2025-08-21 17:00,530,59,0.01666666666666667,277,-3,27,90,0,97,134,21,33,100,530,630,637.8110754243829,100,107.8110754243829,7.811075424382921,7.811075424382921,61.01289928539882,530,10000,1,Treino
19,1,Treino,2025,8,21,18,0,202508211800,2025-08-21 18:00,564,34,0.01666666666666667,312,34,47,90,0,93,157,-25,-4,65,564,629,589.793771199343,65,25.79377119934304,-39.20622880065696,39.20622880065696,1537.128376769463,564,4225,1,Treino
19,1,Treino,2025,8,21,19,0,202508211900,2025-08-21 19:00,579,15,0.01666666666666667,370,93,59,90,0,49,146,-19,-44,48,579,627,592.6910638447318,48,13.69106384473184,-34.30893615526816,34.30893615526816,1177.103100106267,579,2304,1,Treino
19,1,Treino,2025,8,21,20,0,202508212000,2025-08-21 20:00,594,15,0.01666666666666667,401,89,34,90,0,30,123,0,-19,32,594,626,625.3765530028819,32,31.37655300288191,-0.6234469971180943,0.6234469971180943,0.388686158215569,594,1024,1,Treino
19,1,Treino,2025,8,21,21,0,202508212100,2025-08-21 21:00,602,8,0.01666666666666667,411,41,13,89,-1,23,72,-7,-7,24,602,626,592.4985244328583,24,-9.50147556714171,-33.50147556714171,33.50147556714171,1122.348865175793,602,576,1,Treino
19,1,Treino,2025,8,21,22,0,202508212200,2025-08-21 22:00,612,10,0.01666666666666667,414,13,9,88,-2,18,48,2,-5,13,612,625,601.5858697972799,13,-10.41413020272012,-23.41413020272012,23.41413020272012,548.2214931499303,612,169,1,Treino
19,1,Treino,2025,8,21,23,0,202508212300,2025-08-21 23:00,625,13,0.01666666666666667,414,3,21,88,-2,23,46,3,5,0,625,625,617.0902465222902,0,-7.909753477709842,-7.909753477709842,7.909753477709842,62.56420007814294,625,0,1,Treino
19,1,Treino,2025,8,22,0,0,202508220000,2025-08-22 00:00,630,5,0.01666666666666667,414,0,18,88,-2,18,36,-8,-5,-20,630,610,592.9128067713232,-20,-37.08719322867682,-17.08719322867682,17.08719322867682,291.9721724341391,630,400,1,Treino
